"","value"
"1",12088
"2",9747
"3",7813
"4",8508
"5",6788
"6",15419
"7",7588
"8",9572
"9",7728
"10",12659
"11",8670
"12",6051
"13",4087
"14",3932
"15",8035
"16",5717
"17",12616
"18",6340
"19",7526
"20",9318
"21",5856
"22",5399
"23",2802
"24",6413
"25",3724
"26",3074
"27",2083
"28",1865
"29",2975
"30",2590
"31",4707
"32",3136
"33",1459
"34",2121
"35",1580
"36",1848
"37",1334
"38",1180
"39",4793
"40",3404
"41",2532
"42",4286
"43",1725
"44",1577
"45",2086
"46",1498
"47",2655
"48",3980
"49",7655
"50",3575
"51",3104
"52",2643
"53",1366
"54",1805
"55",1972
"56",1246
"57",1707
"58",2799
"59",4510
"60",3858
"61",3149
"62",2412
