"","value"
"1",3.73
"2",3.67
"3",3.77
"4",3.83
"5",4.67
"6",5.87
"7",6.7
"8",6.97
"9",6.4
"10",5.57
"11",4.63
"12",4.23
"13",3.5
"14",3.1
"15",3.17
"16",3.37
"17",3.07
"18",3.97
"19",3.23
"20",2.83
"21",2.7
"22",2.57
"23",2.73
"24",3.7
"25",5.27
"26",5.8
"27",5.97
"28",5.33
"29",4.73
"30",4.4
"31",4.1
"32",4.23
"33",4.03
"34",4.2
"35",4.13
"36",4.13
"37",3.93
"38",4.1
"39",4.23
"40",4.93
"41",6.3
"42",7.37
"43",7.33
"44",6.37
"45",5.83
"46",5.1
"47",5.27
"48",5.6
"49",5.13
"50",5.23
"51",5.53
"52",6.27
"53",6.8
"54",7
"55",6.77
"56",6.2
"57",5.63
"58",5.53
"59",5.57
"60",5.53
"61",5.77
"62",5.73
"63",5.5
"64",5.57
"65",5.47
"66",5.2
"67",5
"68",5
"69",4.9
"70",4.67
"71",4.37
"72",4.1
"73",3.87
"74",3.8
"75",3.77
"76",3.7
"77",3.77
"78",3.83
"79",3.83
"80",3.93
"81",3.73
"82",3.57
"83",3.53
"84",3.43
"85",3.37
"86",3.43
"87",3.6
"88",3.6
"89",4.17
"90",4.8
"91",5.17
"92",5.87
"93",5.93
"94",5.97
"95",5.97
"96",5.97
"97",5.83
"98",5.77
"99",5.53
"100",5.27
"101",5.03
"102",4.93
"103",4.77
"104",4.67
"105",5.17
"106",5.13
"107",5.5
"108",6.57
"109",8.37
"110",8.9
"111",8.37
"112",8.4
"113",7.63
"114",7.43
"115",7.83
"116",7.93
"117",7.37
"118",7.07
"119",6.9
"120",6.63
"121",6.2
