"","value"
"1",116
"2",101
"3",23
"4",47
"5",85
"6",109
"7",6
"8",215
"9",206
"10",39
"11",131
"12",8
"13",17
"14",148
"15",15
"16",25
"17",39
"18",192
"19",NA
"20",26
"21",72
"22",101
"23",24
"24",12
"25",11
"26",71
"27",2
"28",42
"29",41
"30",105
"31",68
"32",21
"33",21
"34",302
"35",32
"36",6
"37",54
"38",139
"39",78
"40",27
"41",111
"42",194
"43",109
"44",33
"45",16
"46",90
"47",222
"48",29
"49",41
"50",114
"51",41
"52",12
"53",35
"54",29
"55",5
"56",32
"57",158
"58",42
"59",15
"60",29
"61",83
"62",71
"63",60
"64",52
"65",4
"66",19
"67",13
"68",60
"69",30
"70",13
"71",10
"72",82
"73",36
"74",2
"75",11
"76",97
"77",53
"78",6
"79",33
"80",59
"81",148
"82",40
"83",33
"84",162
"85",24
"86",0
"87",0
"88",10
"89",4
"90",0
"91",61
"92",0
