"","value"
"1",0.936
"2",0.497
"3",0.54
"4",0.507
"5",0.67
"6",0.548
"7",0.969
"8",0.562
"9",0.707
"10",0.494
"11",0.592
"12",0.643
"13",0.531
"14",0.448
"15",0.465
"16",0.091
"17",0.568
"18",0.491
"19",0.832
"20",0.729
"21",0.675
"22",0.742
"23",0.606
"24",0.603
"25",0.32
"26",0.517
"27",0.448
"28",0.604
"29",0.72
"30",0.511
"31",0.795
"32",1.058
"33",1.593
"34",1.27
"35",1.809
"36",1.27
"37",1.099
"38",0.702
"39",0.822
"40",0.749
"41",0.879
"42",0.945
"43",0.705
"44",0.864
"45",0.534
"46",0.942
"47",0.736
"48",0.793
"49",0.589
"50",0.587
"51",1.303
"52",0.908
"53",0.694
"54",0.079
"55",0.927
"56",0.831
"57",0.533
"58",0.658
"59",1.167
"60",1.102
"61",1.239
"62",1.55
"63",1.62
"64",1.44
"65",0.609
"66",0.677
"67",1.211
"68",1.525
"69",1.401
"70",0.37
"71",0.832
"72",0.838
"73",0.967
"74",0.895
"75",1.088
"76",0.733
"77",1.15
"78",1.114
"79",2.177
"80",1.961
"81",0.996
"82",1.109
"83",1.305
"84",1.381
"85",1.286
"86",0.805
"87",0.96
"88",1.025
"89",1.459
"90",1.48
"91",1.213
"92",1.068
"93",1.109
"94",0.755
"95",0.997
"96",1.069
"97",1.536
"98",1.458
"99",1.638
"100",1.659
"101",0.509
"102",0.992
"103",0.303
"104",0.841
"105",0.815
"106",0.357
"107",0.829
"108",0.637
"109",0.731
"110",0.051
"111",0.786
"112",0.756
"113",0.846
"114",1.292
"115",1.003
"116",1.079
"117",0.643
"118",1.02
"119",0.796
"120",1.302
"121",0.972
"122",1.931
"123",1.396
"124",0.81
"125",0.989
"126",0.986
"127",0.715
"128",0.886
"129",0.974
"130",0.357
"131",1.113
"132",0.292
"133",0.831
"134",0.717
"135",0.702
"136",0.497
"137",1.158
"138",0.517
"139",1.14
"140",0.905
"141",0.911
"142",0.958
"143",0.667
"144",0.46
"145",0.357
"146",0.075
"147",0.705
"148",0.166
"149",0.802
"150",0.651
"151",0.166
"152",0.798
"153",0.838
"154",1.06
"155",0.815
"156",1.513
"157",1.327
"158",0.881
"159",0.798
"160",0.652
"161",0.669
"162",0.615
"163",0.103
"164",0.999
"165",1.018
"166",0.611
"167",0.978
"168",0.974
"169",1.084
"170",0.739
"171",1.341
"172",1.084
"173",1.114
"174",0.747
"175",0.662
"176",0.864
"177",0.875
"178",0.997
"179",0.377
"180",0.769
"181",0.973
"182",0.417
"183",1.143
"184",1.165
"185",1.204
"186",1.444
"187",1.469
"188",1.418
"189",1.039
"190",1.063
"191",0.698
"192",1.396
"193",1.552
"194",1.41
"195",1.473
"196",1.071
"197",1.293
"198",1.044
"199",1.253
"200",0.975
"201",1.257
"202",0.452
"203",0.631
"204",1.228
"205",0.948
"206",1.349
"207",1.341
"208",0.527
"209",0.725
"210",0.897
"211",0.867
"212",1.064
"213",1.227
"214",1.02
"215",0.84
"216",0.909
"217",1.043
"218",1.035
"219",0.886
"220",0.971
"221",1.328
"222",1.249
"223",1.022
"224",0.573
"225",1.125
"226",1.014
"227",0.332
"228",1.689
"229",1.405
"230",0.757
"231",1.248
"232",0.823
"233",1.521
"234",0.555
"235",0.997
"236",0.607
"237",0.16
"238",1.1
"239",0.83
"240",1.23
"241",1.423
"242",1.205
"243",0.875
"244",0.399
"245",0.764
"246",0.856
"247",1.209
"248",1.594
"249",0.666
"250",1.181
"251",1.044
"252",0.882
"253",1.389
"254",1.004
"255",1.78
"256",1.372
"257",1.592
"258",1.292
"259",0.633
"260",1.105
"261",1.347
"262",0.701
"263",1.319
"264",1.416
"265",1.099
"266",1.158
"267",1.291
"268",1.591
"269",2.855
"270",2.208
"271",1.355
"272",1.465
"273",1.244
"274",1.624
"275",0.639
"276",0.87
"277",1.799
"278",1.742
"279",1.348
"280",1.126
"281",2.027
"282",1.367
"283",1.109
"284",1.23
"285",1.126
"286",1.197
"287",1.061
"288",1.642
"289",1.65
"290",1.348
"291",1.087
"292",0.137
"293",1.244
"294",0.778
"295",0.7
"296",1.626
"297",1.599
"298",0.856
"299",1.603
"300",1.378
"301",1.144
"302",1.422
"303",1.038
"304",0.996
"305",1.675
"306",1.718
"307",1.938
"308",1.952
"309",0.961
"310",1.897
"311",1.821
"312",1.896
"313",1.495
"314",0.867
"315",1.606
"316",1.134
"317",1.174
"318",1.703
"319",1.297
"320",1.832
"321",1.301
"322",0.656
"323",1.19
"324",1.129
"325",1.037
"326",1.583
"327",0.924
"328",0.896
"329",0.936
"330",1.003
"331",1.489
"332",1.259
"333",1.317
"334",1.046
"335",1.154
"336",1.354
"337",1.274
"338",1.125
"339",1.311
"340",1.156
"341",0.521
"342",1.25
"343",0.985
"344",1.432
"345",0.757
"346",1.202
"347",0.906
"348",0.976
"349",1.194
"350",0.954
"351",1.599
"352",1.283
"353",1.277
"354",1.161
"355",1.18
"356",1.243
"357",1.327
"358",0.954
"359",0.91
"360",1.035
"361",1.166
"362",0.84
"363",1.285
"364",1.111
"365",1.273
"366",1.285
"367",0.855
"368",1.394
"369",1.111
"370",0.699
"371",0.622
"372",1.302
"373",1.057
"374",0.822
"375",0.998
"376",1.463
"377",1.436
"378",1.082
"379",1.323
"380",1.264
"381",1.132
"382",1.255
"383",1.147
"384",1.343
"385",1.331
"386",0.316
"387",0.457
"388",1.175
"389",0.835
"390",0.946
"391",1.155
"392",1.164
"393",1.167
"394",1.319
"395",1.505
"396",1.119
"397",0.83
"398",0.866
"399",0.891
"400",0.648
"401",0.766
"402",0.773
"403",0.609
"404",0.432
"405",0.878
"406",0.742
"407",0.879
"408",1.187
"409",1.317
"410",1.39
"411",1.269
"412",1.222
"413",0.921
"414",1.365
"415",1.115
"416",0.189
"417",0.85
"418",0.831
"419",0.766
"420",0.962
"421",1.051
"422",1.449
"423",1.308
"424",1.327
"425",1.191
"426",1.091
"427",0.777
"428",1.386
"429",1.104
"430",1.272
"431",1.024
"432",0.529
"433",0.944
"434",1.371
"435",0.842
"436",1.158
"437",1.138
"438",1.156
"439",0.873
"440",1.255
"441",0.646
"442",1.171
"443",0.661
"444",1.228
"445",0.852
"446",1.149
"447",0.622
"448",0.787
"449",0.826
"450",0.804
"451",1.264
"452",0.546
"453",0.367
"454",0.717
"455",0.779
"456",0.829
"457",0.869
"458",1.172
"459",1.13
"460",1.218
"461",1.076
"462",1.108
"463",0.819
"464",0.65
"465",0.895
"466",1.267
"467",0.998
"468",1.232
"469",1.293
"470",1.139
"471",1.466
"472",0.971
"473",0.804
"474",1.153
"475",0.793
"476",0.964
"477",1.058
"478",1.319
"479",1.013
"480",0.944
"481",1.364
"482",1.277
"483",1.163
"484",1.032
"485",0.939
"486",0.909
"487",0.875
"488",1.081
"489",0.73
"490",0.98
"491",1.112
"492",0.859
"493",0.863
"494",0.383
"495",1.105
"496",1.109
"497",1.356
