"","value"
"1",0.799
"2",1.122
"3",1.405
"4",1.291
"5",0.868
"6",0
"7",1.244
"8",0.654
"9",0.853
"10",1.224
"11",0.823
"12",0.829
"13",0.988
"14",0.979
"15",0.89
"16",1.148
"17",0.716
"18",0.631
"19",1.146
"20",1.075
"21",0.418
"22",0.666
"23",0.48
"24",0.724
"25",0.751
"26",1.009
"27",1.06
"28",0.548
"29",0.954
"30",1.056
"31",0.951
"32",1.264
"33",0.583
"34",1.022
"35",0.785
"36",0.577
"37",0.978
"38",0.694
"39",1.054
"40",1.375
"41",0.618
"42",0.952
"43",1.42
"44",1.052
"45",1.291
"46",1.008
"47",0.997
"48",1.319
"49",1.587
"50",0.844
"51",1.222
"52",1.409
"53",1.418
"54",1.191
"55",0.884
"56",0.987
"57",1.16
"58",1.323
"59",0.567
"60",1.057
"61",1.333
"62",1.475
"63",1.629
"64",1.273
"65",1.389
"66",1.551
"67",1.51
"68",1.12
"69",1.425
"70",1.443
"71",1.715
"72",1.83
"73",1.727
"74",0.981
"75",1.117
"76",0.5
"77",1.082
"78",0.823
"79",0.792
"80",0.703
"81",0.895
"82",1.084
"83",0.863
"84",0.657
"85",0.571
"86",1.278
"87",1.427
"88",0.879
"89",1.071
"90",1.14
"91",1.085
"92",1.08
"93",0.658
"94",1.198
"95",1.11
"96",0.85
"97",0.773
"98",0.879
"99",1.21
"100",0.577
"101",0.85
"102",1.163
"103",0.903
"104",0.69
"105",0.904
"106",0.93
"107",0.608
"108",1.171
"109",1.229
"110",0.953
"111",0.885
"112",0.727
"113",0.402
"114",0.586
"115",0.786
"116",0.844
"117",0.955
"118",0.646
"119",0.781
"120",0.714
"121",1.022
"122",1.254
"123",1.56
"124",1.69
"125",1.368
"126",1.27
"127",1.08
"128",0.784
"129",0.83
"130",0.318
"131",0.694
"132",0.708
"133",0.672
"134",0.631
"135",1.018
"136",0.955
"137",1.086
"138",1.144
"139",1.173
"140",1.266
"141",1.213
"142",1.079
"143",1.249
"144",1.359
"145",1.069
"146",0.212
"147",0.926
"148",1.035
"149",1.189
"150",1.227
"151",1.241
"152",1.117
"153",1.124
"154",1.099
"155",1.157
"156",1.165
"157",1.008
"158",1.213
"159",0.908
"160",0.922
"161",0.869
"162",0.966
"163",0.925
"164",0.905
"165",1.177
"166",1.194
"167",1.072
"168",0.785
"169",0.867
"170",0.743
"171",0.682
"172",1.082
"173",0.851
"174",1.033
"175",1.145
"176",0.974
"177",0.587
"178",0.69
"179",0.439
"180",0.794
"181",0.578
"182",0.717
"183",0.816
"184",0.755
"185",0.897
"186",0.971
"187",0.832
"188",0.685
"189",0.829
"190",1.03
"191",0.908
"192",1.074
"193",1.167
"194",1.108
"195",1.436
"196",0.872
"197",1.333
"198",1.264
"199",1.233
"200",1.109
"201",0.568
"202",1.152
"203",0.383
"204",0.727
"205",0.722
"206",1.158
"207",0.957
"208",0.754
"209",1.081
"210",1.179
"211",1.079
"212",1.112
"213",1.346
"214",1.338
"215",0.82
"216",0.914
"217",1.069
"218",1.026
"219",1.186
"220",0.739
"221",0.639
"222",0.876
"223",0.698
"224",0.919
"225",0.952
"226",1.067
"227",0.639
"228",0.557
"229",0.821
"230",0.975
"231",0.551
"232",0.589
"233",0.935
"234",0.762
"235",0.677
"236",0.959
"237",0.79
"238",1.082
"239",0.892
"240",1.159
"241",0.607
"242",0.982
"243",0.779
"244",0.63
"245",0.965
"246",0.939
"247",1.185
