"","value"
"1",30.384
"2",37.8879
"3",81.2977
"4",124.0844
"5",25.0321
"6",39.502
"7",92.1997
"8",118.2512
"9",110.1525
"10",63.005
"11",20.3598
"12",12.516
"13",25.0321
"14",46.6095
"15",84.6107
"16",61.1927
"17",153.2508
"18",35.1129
"19",51.9614
"20",134.505
"21",73.1991
"22",30.0159
"23",15.1778
"24",13.9036
"25",59.8901
"26",70.3107
"27",114.5417
"28",80.6181
"29",106.0466
"30",44.2309
"31",90.8405
"32",151.127
"33",97.7214
"34",40.1816
"35",15.8008
"36",9.9392
"37",21.2376
"38",37.0951
"39",135.7227
"40",61.5325
"41",59.7769
"42",54.0569
"43",60.5697
"44",60.2299
"45",27.2691
"46",12.0063
"47",11.8648
"48",19.0856
"49",70.7638
"50",51.5367
"51",60.06
"52",49.0731
"53",48.5351
"54",36.727
"55",66.5729
"56",120.7714
"57",160.415
"58",57.9363
"59",22.7101
"60",48.5917
"61",86.6496
"62",162.5954
"63",82.0905
"64",129.2947
"65",31.0919
"66",76.4838
"67",62.92
"68",143.7363
"69",83.8179
"70",37.0951
"71",13.4222
"72",11.525
"73",55.2179
"74",30.2141
"75",27.6372
"76",16.8485
"77",12.8558
"78",48.62
"79",51.8198
"80",136.0625
"81",129.2381
"82",47.2608
"83",15.2911
"84",9.9109
"85",13.0541
"86",12.063
"87",45.6468
"88",21.804
"89",112.4179
"90",59.0406
"91",95.1163
"92",74.8981
"93",66.1198
"94",27.2408
"95",11.4966
"96",10.7604
"97",36.2739
"98",32.9042
"99",28.5717
"100",60.6547
"101",57.7381
"102",77.1068
"103",74.3034
"104",104.9139
"105",79.5137
"106",27.2125
"107",11.44
"108",16.9052
"109",34.2634
"110",69.5745
"111",41.2577
"112",62.6086
"113",111.3985
"114",114.9947
"115",104.5458
"116",122.9234
"117",131.9848
"118",66.5163
"119",22.9933
"120",16.4521
"121",46.2697
"122",223.9863
"123",95.626
"124",79.0606
"125",22.0871
"126",48.6767
"127",74.8981
"128",116.6371
"129",194.2536
"130",132.5795
"131",47.9404
"132",55.5577
"133",122.4987
"134",107.2076
"135",267.3111
"136",151.0421
"137",64.0527
"138",121.1395
"139",120.1767
"140",89.4246
"141",46.0715
"142",23.7578
"143",14.1018
"144",16.6503
"145",73.907
"146",117.0052
"147",80.5048
"148",144.2177
"149",75.068
"150",46.1565
"151",46.468
"152",104.4325
"153",122.3854
"154",58.6725
"155",17.9812
"156",13.9036
"157",14.9513
"158",26.5612
"159",32.6493
"160",58.9274
"161",19.6802
"162",53.264
"163",109.5013
"164",198.3595
"165",142.0656
"166",40.3232
"167",15.1495
"168",15.1778
"169",13.5638
"170",10.3357
"171",87.5557
"172",16.8485
"173",25.4002
"174",52.6127
"175",69.7727
"176",125.2737
"177",178.651
"178",57.0018
"179",19.4537
"180",12.7143
"181",28.2319
"182",139.0357
"183",92.2563
"184",61.1078
"185",22.7101
"186",43.9194
"187",105.4803
"188",118.0529
"189",94.9181
"190",31.7715
"191",12.2895
"192",9.656
"193",20.9545
"194",67.9321
"195",89.2264
"196",99.7886
"197",39.4737
"198",56.2373
"199",94.0686
"200",136.6854
"201",105.6219
"202",66.941
"203",21.3792
"204",14.3283
"205",32.1396
"206",58.1911
"207",108.6801
"208",45.6184
"209",63.6563
"210",70.2541
"211",69.8577
"212",100.185
"213",46.7511
"214",18.5475
"215",11.5533
"216",9.118
"217",34.8864
"218",41.824
"219",55.8975
"220",40.6347
"221",30.2424
"222",34.2351
"223",46.4396
"224",61.3626
"225",40.04
"226",18.2927
"227",10.8454
"228",44.684
"229",85.9416
"230",63.3731
"231",89.3397
"232",23.1915
"233",28.6
"234",34.2351
"235",80.9579
"236",93.389
"237",111.0587
"238",44.2592
"239",15.7725
"240",10.1941
"241",18.1794
"242",86.5929
"243",73.8503
"244",49.8377
"245",48.3935
"246",66.488
"247",122.7819
"248",112.3896
"249",139.687
"250",92.3979
"251",25.4285
"252",14.3283
"253",20.3032
"254",32.5927
"255",84.9222
"256",38.964
"257",35.5093
"258",43.9761
"259",65.6101
"260",99.562
"261",73.822
"262",25.1737
"263",13.3372
"264",36.727
"265",28.6283
"266",46.3547
"267",64.5624
"268",102.0822
"269",79.5987
"270",41.3426
"271",51.3951
"272",142.3488
"273",85.3187
"274",33.8953
"275",13.5921
"276",28.4301
"277",50.5739
"278",79.4571
"279",65.7517
"280",57.7664
"281",40.5497
"282",55.2179
"283",88.6034
"284",177.2635
"285",157.2152
"286",76.0591
"287",22.1438
"288",14.2151
"289",47.9971
"290",42.9
"291",122.6403
"292",84.2993
"293",83.025
"294",71.8682
"295",106.1882
"296",131.8433
"297",96.6454
"298",46.0149
"299",18.0378
"300",19.9351
"301",100.2133
"302",101.6575
"303",78.6642
"304",46.8644
"305",44.146
"306",36.3305
"307",67.4791
"308",164.1528
"309",201.8991
"310",65.8933
"311",31.007
"312",26.7311
"313",48.8466
"314",67.2242
"315",48.1386
"316",21.181
"317",44.4291
"318",63.9394
"319",96.1357
"320",191.3653
"321",134.2219
"322",79.4854
"323",32.3378
"324",26.9576
"325",64.3642
"326",116.2124
"327",86.2814
"328",54.9913
"329",53.7737
"330",88.6601
"331",78.6359
"332",129.6629
"333",225.572
