"","value"
"1",821.8
"2",748.9
"3",691.3
"4",599.7
"5",587.1
"6",632.6
"7",681.6
"8",777.9
"9",811.4
"10",778.9
"11",840.7
"12",906
"13",1070.6
"14",1284.9
"15",1540.4
"16",1670
"17",1602.6
"18",1272.1
"19",1252.8
"20",1300
"21",1305.5
"22",1418.5
"23",1558.4
"24",1624.9
"25",1685.5
"26",1673.8
"27",1768.3
"28",1838.2
"29",1829.1
"30",1928.8
"31",1970.8
"32",2023.8
"33",2128.1
"34",2215.6
"35",2340.6
"36",2470.5
"37",2616.2
"38",2685.2
"39",2796.9
"40",2873
"41",2873.9
"42",2955.9
"43",3107.1
"44",3268.6
"45",3248.1
"46",3221.7
"47",3380.8
"48",3533.3
"49",3703.5
"50",3796.8
"51",3776.3
"52",3843.1
"53",3760.3
"54",3906.6
"55",4148.5
"56",4279.8
"57",4404.5
"58",4539.9
"59",4718.6
"60",NA
"61",4784.6
"62",4739.2
"63",4822.3
"64",4835
"65",NA
