"","value"
"1",0
"2",10
"3",31
"4",53
"5",57
"6",125
"7",172
"8",107
"9",149
"10",102
"11",108
"12",53
"13",2091
"14",5005
"15",4264
"16",3056
"17",2266
"18",1930
"19",1550
"20",1025
"21",211
"22",331
"23",391
"24",163
"25",175
"26",97
"27",60
"28",34
"29",27
"30",49
"31",61
"32",1160
"33",1504
"34",1992
"35",1884
"36",1859
"37",1291
"38",1211
"39",727
"40",425
"41",364
"42",238
"43",146
"44",77
"45",47
"46",35
"47",39
"48",14
"49",82
"50",3189
"51",2309
"52",1536
"53",1075
"54",1033
"55",1007
"56",1791
"57",1486
"58",581
"59",205
"60",216
"61",183
"62",146
"63",82
"64",71
"65",33
"66",24
"67",60
"68",165
"69",1404
"70",2788
"71",2427
"72",2385
"73",3521
"74",4123
"75",2186
"76",1335
"77",981
"78",510
"79",521
"80",213
"81",152
"82",106
"83",63
"84",20
"85",17
"86",34
"87",51
"88",77
"89",230
"90",436
"91",540
"92",1092
"93",979
"94",1127
"95",1294
"96",1726
"97",2093
"98",1132
"99",748
"100",199
"101",201
"102",172
"103",144
"104",188
"105",47
"106",97
"107",51
"108",35
"109",570
"110",920
"111",1609
"112",2064
"113",2876
"114",1692
"115",1462
"116",953
"117",447
"118",524
"119",311
"120",75
"121",157
"122",179
"123",163
"124",175
"125",479
"126",542
"127",916
"128",1081
"129",2631
"130",2776
"131",2187
"132",1595
"133",1213
"134",779
"135",461
"136",295
"137",189
"138",175
"139",172
"140",108
"141",57
"142",126
"143",240
"144",1107
"145",796
"146",1202
"147",858
"148",1020
"149",1049
"150",1094
"151",966
"152",816
"153",443
"154",486
"155",218
"156",181
"157",105
"158",82
"159",98
"160",104
"161",108
"162",283
"163",730
"164",1313
"165",2423
"166",1657
"167",1896
"168",1669
"169",2324
"170",2797
"171",1708
"172",1264
"173",1159
"174",493
"175",348
"176",192
"177",156
"178",81
"179",47
"180",41
"181",61
"182",175
"183",804
"184",1280
"185",2027
"186",4297
"187",3233
"188",4294
"189",2480
"190",1334
"191",1751
"192",1562
"193",1338
"194",557
"195",947
"196",499
"197",395
"198",237
"199",510
"200",248
"201",286
"202",675
"203",734
"204",1808
"205",1646
"206",3608
"207",596
"208",936
"209",1513
"210",1929
"211",289
"212",422
"213",457
"214",267
"215",441
"216",274
"217",316
"218",192
"219",260
"220",730
"221",1119
"222",1345
"223",2190
"224",1406
"225",1472
"226",1891
"227",1978
"228",1229
"229",1124
"230",1125
"231",828
"232",1012
"233",1086
"234",1146
"235",827
"236",571
"237",817
"238",606
"239",542
"240",861
"241",898
"242",865
"243",743
"244",747
"245",670
"246",812
"247",962
"248",1623
"249",1341
"250",1387
"251",2534
"252",1969
"253",1186
"254",1434
"255",1789
"256",1296
"257",1352
"258",1244
"259",869
"260",850
"261",980
"262",1509
"263",4237
"264",1964
"265",1781
"266",1726
"267",1593
"268",1839
"269",1195
"270",1785
"271",1039
"272",1195
"273",839
"274",1031
"275",1103
"276",1390
"277",2682
"278",2015
"279",2953
"280",3255
"281",3865
"282",1975
"283",1330
"284",2725
"285",2666
"286",2906
"287",1428
"288",1367
"289",1140
"290",932
"291",902
"292",394
"293",906
"294",1681
"295",2120
"296",2500
"297",1554
"298",1628
"299",1442
"300",1522
"301",1123
"302",949
"303",1007
"304",1127
"305",1294
"306",1347
"307",1475
"308",2288
"309",3628
"310",6474
"311",8503
"312",7423
"313",6680
"314",9641
"315",2377
"316",2399
"317",2126
"318",1472
"319",1084
