"","value"
"1",0.46
"2",0.428
"3",0.493
"4",0.46
"5",0.428
"6",0.296
"7",0.493
"8",0.526
"9",0.493
"10",0.493
"11",0.46
"12",0.658
"13",0.625
"14",0.658
"15",0.592
"16",0.625
"17",0.658
"18",0.855
"19",0.592
"20",0.625
"21",0.559
"22",0.724
"23",0.921
"24",0.888
"25",0.592
"26",0.658
"27",0.921
"28",0.888
"29",0.46
"30",0.658
"31",0.921
"32",1.118
"33",1.053
"34",1.053
"35",0.987
"36",0.757
"37",1.085
"38",0.921
"39",0.888
"40",0.822
"41",0.757
"42",1.151
"43",0.855
"44",0.691
"45",0.855
"46",0.954
"47",0.855
"48",1.118
"49",0.888
"50",0.855
"51",0.822
"52",0.691
"53",0.954
"54",1.25
"55",1.355
"56",1.05
"57",1.086
"58",1.012
"59",1.056
"60",1.482
"61",1.193
"62",1.401
"63",1.59
"64",1.529
"65",1.557
"66",1.278
"67",1.063
"68",1.183
"69",1.449
"70",1.454
"71",1.337
"72",0.735
"73",0.815
"74",0.963
"75",1.294
"76",1.187
"77",1.1
"78",1.324
"79",1.149
"80",0.846
"81",1.196
"82",1.082
"83",1.063
"84",0.701
"85",0.767
"86",0.934
"87",1.022
"88",0.789
"89",1.101
"90",1.093
"91",1.102
"92",0.858
"93",0.803
"94",0.707
"95",0.954
"96",0.62
"97",0.998
"98",0.908
"99",0.897
"100",0.952
"101",0.831
"102",0.958
"103",1.158
"104",1.147
"105",1.048
"106",1.037
"107",1.367
"108",1.178
"109",1.243
"110",0.857
"111",0.654
"112",0.662
"113",1.106
"114",0.89
"115",1.027
"116",1.17
"117",1.027
"118",1.209
"119",1.104
"120",0.962
"121",1.143
"122",0.838
"123",1.24
"124",1.116
"125",0.957
"126",1.281
"127",0.748
"128",0.724
"129",0.982
"130",0.878
"131",0.823
"132",0.715
"133",0.784
"134",1.002
"135",0.884
"136",0.777
"137",0.66
"138",0.777
"139",0.892
"140",0.911
"141",0.617
"142",0.853
"143",0.927
"144",0.862
"145",0.99
"146",0.984
"147",0.83
"148",0.97
"149",1.183
"150",1.424
"151",0.945
"152",1.222
"153",1.177
"154",1.14
