"","value"
"1",1.343
"2",1.044
"3",1.174
"4",1.068
"5",0.913
"6",0.688
"7",0.648
"8",0.838
"9",1.022
"10",0.964
"11",1.004
"12",0.995
"13",1.124
"14",1.228
"15",1.641
"16",1.554
"17",1.11
"18",1.027
"19",0.853
"20",1.173
"21",0.205
"22",0.205
"23",1.416
"24",1.567
"25",1.577
"26",1.591
"27",1.267
"28",1.267
"29",1.289
"30",1.171
"31",1.225
"32",1.068
"33",1.117
"34",1.28
"35",1.278
"36",1.138
"37",0.943
"38",0.967
"39",0.968
"40",0.842
"41",0.97
"42",1.108
"43",1.045
"44",1.133
"45",0.796
"46",0.686
"47",0.644
"48",0.719
"49",0.85
"50",0.902
"51",0.805
"52",0.887
"53",0.98
"54",1.069
"55",0.941
"56",1.222
"57",0.947
"58",0.99
"59",0.962
"60",1.033
"61",1.105
"62",0.834
"63",0.905
"64",0.792
"65",0.709
"66",0.905
"67",1.068
"68",0.935
"69",1.225
"70",1.017
"71",0.956
"72",1.09
"73",0.944
"74",1.145
"75",1.256
"76",1.111
"77",0.805
"78",0.828
"79",1.14
"80",0.954
"81",1.054
"82",1.007
"83",0.869
"84",0.859
"85",0.89
"86",0.856
"87",1.071
"88",1.157
"89",0.852
"90",0.868
"91",1.046
"92",1.14
"93",1.1
"94",0.992
"95",0.967
"96",0.945
"97",0.945
"98",0.934
"99",0.956
"100",0.964
"101",0.888
"102",0.744
"103",0.691
"104",0.891
"105",0.889
"106",0.959
"107",0.728
"108",0.716
"109",0.697
"110",0.726
"111",0.813
"112",0.886
"113",0.998
"114",0.989
"115",0.968
"116",0.944
"117",0.963
"118",0.954
"119",1.054
"120",1.084
"121",0.959
"122",0.908
"123",1.01
"124",0.889
"125",0.891
"126",0.936
"127",0.826
"128",0.806
"129",0.835
"130",0.759
"131",0.867
"132",0.872
"133",0.941
"134",1.031
"135",0.873
"136",0.988
"137",1.049
"138",0.934
"139",0.948
"140",0.869
"141",0.832
"142",0.771
"143",0.712
"144",0.868
"145",0.774
"146",0.813
"147",0.859
"148",0.918
"149",0.912
"150",0.892
"151",0.808
"152",0.889
"153",0.883
"154",1.071
"155",1.079
"156",1.03
"157",1.02
"158",0.973
"159",0.922
"160",0.866
"161",0.835
"162",1.049
