"","value"
"1",699.5
"2",670.8
"3",680
"4",677
"5",689.5
"6",689
"7",692.7
"8",695.7
"9",684.8
"10",660
"11",671.5
"12",671.7
"13",687.7
"14",673
"15",679.7
"16",681.5
"17",713.2
"18",703
"19",703.5
"20",691
"21",698.5
"22",701.5
"23",701.5
"24",703
"25",707.5
"26",704.2
"27",722.7
"28",720.5
"29",757.5
"30",747
"31",755.5
"32",768.5
"33",757.8
"34",736.3
"35",753.7
"36",746
"37",746
"38",762.7
"39",796.5
"40",789.5
"41",784.5
"42",785
"43",739
"44",726.3
"45",741.5
"46",751
"47",738.3
"48",735.5
"49",744.5
"50",738.3
"51",738.5
"52",750.5
"53",753
"54",743.5
"55",741
"56",736
"57",723.1
"58",711.5
"59",714.4
"60",717
"61",708.8
"62",677.5
"63",687.7
"64",691
"65",692.5
"66",697
"67",699.7
"68",692
"69",710
"70",697
"71",670
"72",658
"73",660.2
"74",665.7
"75",668.7
"76",660.5
"77",672.3
"78",669
"79",673.5
"80",689.3
"81",702.4
"82",696
"83",672.8
"84",686.5
"85",679.8
"86",682.5
"87",685
"88",678.3
"89",685
"90",676.8
"91",676
"92",664.8
"93",641.3
"94",611
"95",592
"96",617.7
"97",623.2
