"","value"
"1",1.74
"2",0.75
"3",2.77
"4",1.98
"5",2.07
"6",2.79
"7",2.16
"8",1.8
"9",1.69
"10",1.72
"11",2.43
"12",3.53
"13",3.09
"14",2.74
"15",2.26
"16",1.82
"17",2.67
"18",2.14
"19",2.62
"20",1.86
"21",2.24
"22",1.94
"23",2.06
"24",1.69
"25",1.69
"26",2.26
"27",2.1
"28",1.01
"29",1.56
"30",2.07
"31",1.98
"32",2.69
"33",2.53
"34",1.88
"35",1.68
"36",1.91
"37",1.47
"38",1.32
"39",2.15
"40",1.94
"41",1.27
"42",1
"43",3.04
"44",1.81
"45",2.73
"46",1.78
"47",1.89
"48",1.86
"49",1.66
"50",1.8
"51",2.25
"52",1.57
"53",1.3
"54",2.8
"55",2.57
"56",2.19
"57",2.38
"58",1.82
"59",1.8
"60",2.32
"61",0.76
"62",1.21
"63",1.43
"64",2.47
"65",1.65
"66",1.57
"67",1.9
"68",1.66
"69",1.85
"70",1.23
"71",1.45
"72",0.74
"73",0.95
"74",1.11
