"","value"
"1",91.3
"2",96.3
"3",134.6
"4",135.8
"5",174.9
"6",173.2
"7",161.6
"8",176.8
"9",154.9
"10",159.3
"11",136
"12",108.3
"13",109.1
"14",130
"15",137.5
"16",172.7
"17",180.7
"18",184
"19",162.1
"20",147.4
"21",148.5
"22",152.3
"23",126.2
"24",98.9
"25",105.4
"26",95.8
"27",145.2
"28",176
"29",170.5
"30",163.4
"31",160.7
"32",160.7
"33",147.7
"34",173
"35",124.1
"36",120.5
"37",115.6
"38",107.2
"39",151
"40",188.2
"41",186.6
"42",183.6
"43",172
"44",163.8
"45",154
"46",154.8
"47",115.6
"48",113
"49",105.1
"50",102.8
"51",141.2
"52",159.3
"53",158
"54",162.9
"55",152.4
"56",143.6
"57",152
"58",139.1
"59",118.8
"60",85.4
"61",78.2
"62",90.2
"63",128.8
"64",153.2
"65",140.2
"66",150.2
"67",137
"68",136.8
"69",131.1
"70",135.1
"71",113
"72",94.2
"73",100.1
"74",85.8
"75",117.8
"76",129.4
"77",131.7
"78",143.2
"79",134.7
"80",122.4
"81",109.3
"82",130.3
"83",11.358
"84",11.355
"85",16.1
"86",16.315
"87",19.205
"88",20.263
"89",16.885
"90",19.441
"91",17.379
"92",16.028
"93",15.401
"94",13.518
"95",14.023
"96",14.442
"97",17.916
"98",17.655
"99",21.99
"100",20.036
"101",19.224
"102",19.367
"103",16.923
"104",18.413
"105",16.616
"106",14.22
"107",15.154
"108",13.652
"109",20.004
"110",20.692
"111",22.532
"112",20.043
"113",22.047
"114",21.055
"115",20.541
"116",21.715
"117",17.691
"118",16.276
"119",15.417
"120",16.152
"121",19.617
"122",23.754
"123",23.05
"124",23.74
"125",23.621
"126",21.884
"127",21.763
"128",21.862
"129",17.998
"130",17.982
"131",16.694
"132",15.729
"133",22.622
"134",23.077
"135",22.054
"136",25.703
"137",24.567
"138",23.836
"139",22.418
"140",23.36
"141",18.663
"142",19.224
"143",15.113
"144",17.496
"145",22.257
"146",22.344
"147",24.138
"148",26.94
"149",22.309
"150",24.826
"151",22.67
"152",22.223
"153",19.767
"154",19.125
"155",15.776
"156",15.086
"157",21.08
"158",21.725
"159",23.796
"160",24.65
"161",22.33
"162",24.128
"163",23.371
"164",22.669
"165",13
"166",12.62
"167",12.97
"168",12.02
"169",12.21
"170",11.9
"171",12.02
"172",12.01
"173",12.08
"174",11.8
"175",11.82
"176",11.94
"177",11.8
"178",11.78
"179",11.56
"180",11.55
"181",11.68
"182",11.61
"183",11.91
"184",11.89
"185",12.03
"186",12.27
"187",12.27
"188",12.05
"189",11.77
"190",11.74
"191",11.42
"192",11.55
"193",11.55
"194",11.31
"195",10.94
"196",10.78
"197",10.69
"198",10.64
"199",10.55
"200",10.47
"201",10.4
"202",10.21
"203",10.04
"204",9.87
"205",9.84
"206",9.74
"207",9.89
"208",9.84
"209",9.74
"210",9.57
"211",9.45
"212",9.28
"213",9.14
"214",8.87
"215",8.77
"216",8.84
"217",8.99
"218",9.05
"219",9.01
"220",9.01
"221",9.03
"222",8.86
"223",8.92
"224",8.78
"225",8.75
"226",8.76
"227",8.77
"228",8.76
"229",8.59
"230",8.9
"231",8.8
"232",8.68
"233",8.9
"234",8.77
"235",9.05
"236",9.04
"237",9.2
"238",9.46
"239",9.63
"240",9.88
"241",9.82
"242",10.09
"243",10.06
"244",9.83
"245",9.87
"246",9.77
