"","value"
"1",648
"2",646
"3",639
"4",654
"5",630
"6",622
"7",617
"8",613
"9",661
"10",695
"11",690
"12",707
"13",817
"14",839
"15",810
"16",789
"17",760
"18",724
"19",704
"20",691
"21",745
"22",803
"23",780
"24",761
"25",857
"26",907
"27",873
"28",910
"29",900
"30",880
"31",867
"32",854
"33",928
"34",1064
"35",1103
"36",1026
"37",1102
"38",1080
"39",1034
"40",1083
"41",1078
"42",1020
"43",984
"44",952
"45",1033
"46",1114
"47",1160
"48",1058
"49",1209
"50",1200
"51",1130
"52",1182
"53",1152
"54",1116
"55",1098
"56",1044
"57",1142
"58",1222
"59",1234
"60",1155
"61",1286
"62",1281
"63",1224
"64",1280
"65",1228
"66",1181
"67",1156
"68",1124
"69",1152
"70",1205
"71",1260
"72",1188
"73",1212
"74",1269
"75",1246
"76",1299
"77",1284
"78",1345
"79",1341
"80",1308
"81",1448
"82",1454
"83",1467
"84",1431
"85",1510
"86",1558
"87",1536
"88",1523
"89",1492
"90",1437
"91",1365
"92",1310
"93",1441
"94",1450
"95",1424
"96",1360
"97",1429
"98",1440
"99",1414
"100",1424
"101",1408
"102",1337
"103",1258
"104",1214
"105",1326
"106",1417
"107",1417
"108",1329
"109",1461
"110",1425
"111",1419
"112",1432
"113",1394
"114",1327
