"","value"
"1",116
"2",153
"3",142
"4",139
"5",93
"6",323
"7",256
"8",152
"9",138
"10",90
"11",128
"12",104
"13",149
"14",180
"15",169
"16",171
"17",193
"18",388
"19",356
"20",230
"21",271
"22",190
"23",192
"24",191
"25",187
"26",210
"27",196
"28",122
"29",178
"30",344
"31",291
"32",179
"33",178
"34",136
"35",155
"36",169
"37",125
"38",130
"39",142
"40",113
"41",106
"42",264
"43",218
"44",154
"45",152
"46",100
"47",136
"48",98
"49",132
"50",106
"51",100
"52",88
"53",154
"54",264
"55",216
"56",156
"57",136
"58",126
"59",116
"60",85
"61",108
"62",118
"63",90
"64",108
"65",98
"66",206
"67",158
"68",110
"69",108
"70",116
"71",110
"72",145
"73",186
"74",192
"75",168
"76",179
"77",197
"78",313
"79",250
"80",194
"81",194
"82",167
"83",129
"84",125
"85",133
"86",144
"87",136
"88",138
"89",180
"90",297
"91",215
"92",189
"93",178
"94",137
"95",207
"96",157
"97",155
"98",183
"99",196
"100",159
"101",235
"102",463
"103",299
"104",180
"105",172
"106",146
"107",191
"108",124
"109",143
"110",173
"111",146
"112",149
"113",227
"114",391
"115",293
"116",200
"117",161
"118",131
"119",175
"120",173
"121",188
"122",195
"123",168
"124",241
"125",288
"126",511
"127",425
"128",249
"129",260
"130",210
"131",236
"132",176
"133",166
"134",153
"135",195
"136",249
"137",274
"138",508
"139",345
"140",276
"141",226
"142",215
"143",262
"144",205
"145",224
"146",232
"147",232
"148",237
"149",297
"150",569
"151",341
"152",273
"153",264
"154",251
"155",255
"156",258
"157",271
"158",277
"159",291
"160",260
"161",334
"162",686
"163",519
"164",384
"165",357
"166",291
"167",323
"168",196
"169",266
"170",263
"171",264
"172",309
"173",321
"174",542
"175",419
"176",305
"177",252
"178",252
"179",315
"180",251
"181",278
"182",295
"183",280
"184",300
"185",454
"186",762
"187",547
"188",327
"189",346
"190",349
"191",376
"192",278
"193",295
"194",288
"195",280
"196",341
"197",438
"198",774
"199",464
"200",374
"201",327
"202",357
"203",335
"204",350
"205",340
"206",339
"207",325
"208",410
"209",419
"210",745
"211",483
"212",325
"213",359
"214",325
"215",381
"216",294
"217",312
"218",275
"219",288
"220",390
"221",476
"222",827
"223",571
"224",403
"225",324
"226",343
"227",370
"228",275
"229",276
"230",346
"231",276
"232",260
"233",269
"234",710
"235",584
"236",446
"237",394
"238",397
"239",409
"240",320
"241",265
"242",352
"243",322
"244",299
"245",324
"246",820
"247",675
"248",427
"249",402
"250",355
"251",391
"252",317
"253",276
"254",323
"255",322
"256",322
"257",319
"258",761
"259",587
"260",458
"261",435
"262",434
"263",388
"264",325
"265",385
"266",378
"267",387
"268",400
"269",335
"270",835
"271",644
"272",552
"273",553
"274",531
"275",617
"276",463
"277",463
"278",474
"279",507
"280",460
"281",433
"282",902
"283",805
"284",596
"285",597
"286",528
"287",589
"288",468
"289",514
"290",526
"291",537
"292",522
"293",405
"294",959
"295",816
"296",651
"297",626
"298",566
"299",568
"300",480
"301",448
"302",558
"303",507
"304",524
"305",469
"306",905
"307",742
"308",570
"309",625
"310",552
"311",585
"312",501
"313",568
"314",556
"315",565
"316",452
"317",528
"318",1010
"319",914
"320",623
"321",720
"322",704
"323",701
"324",638
"325",764
"326",698
"327",758
"328",643
"329",741
"330",1101
"331",976
"332",863
"333",826
"334",779
"335",732
"336",738
"337",746
"338",718
"339",732
"340",656
"341",641
"342",1095
"343",928
"344",911
"345",781
"346",734
"347",733
"348",690
"349",803
"350",718
"351",765
"352",691
"353",684
"354",1157
"355",929
"356",808
"357",833
"358",750
"359",742
"360",589
"361",740
"362",696
"363",719
"364",647
"365",706
"366",1071
"367",964
"368",817
"369",809
"370",699
"371",711
"372",653
"373",684
"374",652
"375",640
"376",648
"377",687
"378",1061
"379",875
"380",791
"381",777
"382",763
"383",685
"384",658
"385",700
"386",700
"387",682
"388",594
"389",769
"390",1067
"391",969
"392",814
"393",762
"394",706
"395",698
"396",599
"397",704
"398",717
"399",726
"400",705
"401",772
"402",1068
"403",933
"404",799
"405",832
"406",846
"407",824
"408",678
