"","value"
"1",120
"2",64
"3",56
"4",88
"5",109
"6",100
"7",18
"8",58
"9",97
"10",82
"11",57
"12",116
"13",114
"14",102
"15",78
"16",105
"17",95
"18",76
"19",89
"20",147
"21",114
"22",92
"23",96
"24",95
"25",101
"26",104
"27",126
"28",119
"29",160
"30",152
"31",116
"32",78
"33",117
"34",109
"35",41
"36",114
"37",106
"38",93
"39",86
"40",64
"41",132
"42",59
"43",82
"44",81
"45",88
"46",101
"47",124
"48",86
"49",22
"50",79
"51",107
"52",135
"53",38
"54",133
"55",97
"56",91
"57",123
"58",55
"59",79
"60",96
"61",61
"62",104
"63",33
"64",49
"65",39
"66",73
"67",88
"68",81
"69",125
"70",55
"71",88
"72",65
"73",110
"74",109
"75",32
"76",88
"77",114
"78",147
"79",156
"80",139
"81",135
"82",188
"83",190
"84",142
"85",11
"86",114
"87",74
"88",92
"89",88
"90",72
"91",88
"92",107
"93",140
"94",151
"95",106
"96",139
"97",126
"98",152
"99",144
"100",155
"101",137
"102",147
"103",102
"104",85
"105",130
"106",84
"107",121
"108",216
"109",179
"110",184
"111",271
"112",140
"113",132
"114",29
"115",92
"116",69
"117",72
"118",79
"119",88
"120",129
"121",140
"122",26
"123",12
"124",99
"125",68
"126",73
"127",25
"128",0
"129",68
"130",78
"131",56
"132",84
"133",33
"134",60
"135",41
"136",79
"137",80
"138",92
"139",114
"140",61
"141",105
"142",125
"143",60
"144",143
"145",135
"146",161
"147",177
"148",151
"149",119
"150",95
"151",142
"152",93
"153",144
"154",188
"155",109
"156",28
"157",99
"158",93
"159",132
"160",164
"161",106
"162",52
"163",133
"164",109
"165",54
"166",71
"167",60
"168",81
"169",50
"170",76
"171",79
"172",72
"173",97
"174",73
"175",70
"176",34
"177",45
"178",103
"179",100
"180",36
"181",83
"182",112
"183",126
"184",162
"185",170
"186",76
"187",106
"188",82
"189",66
"190",125
"191",81
"192",117
"193",86
"194",139
"195",85
"196",47
"197",14
"198",53
"199",68
"200",83
"201",108
"202",121
"203",125
"204",159
"205",117
"206",96
"207",121
"208",50
"209",78
"210",55
"211",57
"212",40
"213",9
"214",54
"215",67
"216",98
"217",119
"218",126
"219",45
"220",93
"221",115
"222",143
"223",152
"224",94
"225",159
"226",140
"227",122
"228",136
"229",80
"230",142
"231",132
"232",105
"233",100
"234",120
"235",120
"236",108
"237",105
"238",91
"239",119
"240",108
"241",71
"242",140
"243",137
"244",127
"245",158
"246",77
"247",87
"248",108
"249",84
"250",49
"251",59
"252",91
"253",115
"254",93
"255",132
"256",102
"257",113
"258",69
"259",80
"260",88
"261",128
"262",165
"263",134
"264",106
"265",76
"266",142
"267",102
"268",106
"269",132
"270",123
"271",86
"272",66
"273",85
"274",96
"275",95
"276",75
"277",105
"278",57
"279",85
"280",82
"281",100
"282",56
"283",78
"284",143
"285",109
"286",128
"287",118
"288",140
"289",210
"290",169
"291",78
"292",160
"293",152
"294",113
"295",40
"296",84
"297",23
"298",57
"299",54
"300",91
"301",102
"302",98
"303",118
"304",104
"305",119
"306",90
"307",97
"308",35
"309",144
"310",130
"311",152
"312",121
"313",102
"314",154
"315",139
"316",109
"317",133
"318",125
"319",127
"320",36
"321",90
"322",78
"323",88
"324",115
"325",8
"326",78
"327",96
"328",99
"329",142
"330",155
"331",56
"332",102
"333",88
"334",133
"335",115
"336",151
"337",55
"338",56
"339",65
"340",109
"341",84
"342",130
"343",101
"344",101
"345",109
"346",62
"347",135
"348",97
"349",112
"350",57
"351",92
"352",30
"353",90
"354",98
"355",45
"356",32
"357",71
"358",65
"359",100
"360",94
"361",143
"362",131
"363",57
"364",135
"365",63
"366",32
"367",44
"368",82
"369",149
"370",121
"371",166
"372",17
"373",145
"374",143
"375",200
"376",166
"377",118
"378",68
"379",78
"380",101
"381",131
"382",159
"383",171
"384",9
"385",124
"386",25
"387",90
"388",9
"389",100
"390",55
"391",70
"392",96
"393",126
"394",151
"395",188
"396",239
"397",171
"398",192
"399",99
"400",31
"401",77
"402",85
"403",78
"404",84
"405",107
"406",46
"407",14
"408",87
"409",113
"410",123
"411",186
"412",129
"413",17
"414",45
"415",49
"416",44
"417",74
"418",67
"419",82
"420",19
"421",104
"422",51
"423",84
"424",68
"425",63
"426",38
"427",102
"428",102
"429",137
"430",120
"431",138
"432",137
"433",145
"434",181
"435",144
"436",136
"437",62
"438",107
"439",70
"440",86
"441",19
"442",14
"443",49
"444",73
"445",61
"446",97
"447",49
"448",113
"449",159
"450",171
"451",135
"452",175
"453",144
"454",109
"455",105
"456",102
"457",135
"458",141
"459",136
"460",149
"461",78
"462",67
"463",136
"464",122
"465",145
"466",136
"467",92
"468",67
"469",113
"470",110
"471",99
"472",77
"473",111
"474",56
"475",119
"476",83
"477",36
"478",129
"479",102
"480",148
"481",149
"482",147
"483",157
"484",152
"485",140
"486",169
"487",167
"488",178
"489",170
"490",138
"491",69
"492",59
"493",65
"494",36
"495",89
"496",80
"497",101
"498",89
"499",80
"500",87
"501",138
"502",37
"503",62
"504",1
"505",77
"506",36
"507",75
"508",99
"509",100
