"","value"
"1",36.9
"2",36.9
"3",36.9
"4",36.9
"5",37.1
"6",38.7
"7",38.9
"8",38.9
"9",38.4
"10",39.3
"11",40.4
"12",43.4
"13",44.6
"14",45.9
"15",49.6
"16",51.7
"17",53.3
"18",54.2
"19",54.7
"20",54.4
"21",54.9
"22",53.2
"23",52.3
"24",52.4
"25",52.8
"26",52.6
"27",52.1
"28",52.5
"29",53.5
"30",54.8
"31",56.7
"32",57.4
"33",57.6
"34",57.6
"35",57.3
"36",57.4
"37",57
"38",56.4
"39",55.3
"40",54.5
"41",55.5
"42",56.9
"43",58.4
"44",58.7
"45",59.4
"46",59.3
"47",59.3
"48",59.3
"49",59.6
"50",60.3
"51",60.9
"52",61.3
"53",61.7
"54",62.1
"55",62.4
"56",62.3
"57",62.4
"58",62.4
"59",62.4
"60",62.6
"61",63.1
"62",63.5
"63",63.5
"64",63.6
"65",64.9
"66",65.9
"67",67
"68",67.9
"69",68.6
"70",68.9
"71",68.9
"72",69.2
"73",69.5
"74",70.4
"75",72.3
"76",75.1
"77",80.9
"78",86.1
"79",82.2
"80",94.3
"81",98.5
"82",98.9
"83",99.6
"84",101.1
"85",106.3
"86",113.4
"87",116.8
"88",118.1
"89",119.8
"90",120.8
"91",120.8
"92",120.8
"93",120.8
"94",120.8
"95",120.8
"96",120.5
"97",122.5
"98",129.8
"99",131.3
"100",131.9
"101",132.7
"102",134
"103",135.1
"104",135
"105",135
"106",133.6
"107",132.7
"108",132.5
"109",131.3
"110",128.5
"111",121.9
"112",119.1
"113",121.7
"114",126.3
