"","value"
"1",1.78
"2",1.73
"3",2.51
"4",2.03
"5",2.37
"6",1.75
"7",1.89
"8",2.47
"9",1.67
"10",1.49
"11",1.96
"12",1.81
"13",1.51
"14",1.22
"15",1.48
"16",1.09
"17",1.24
"18",1.52
"19",1.21
"20",1.33
"21",1.33
"22",1.06
"23",1.11
"24",1.07
"25",0.76
"26",0.87
"27",1.16
"28",0.85
"29",1.35
"30",1.11
"31",1.18
"32",1.11
"33",0.99
"34",1.17
"35",0.67
"36",0.97
"37",1
"38",1.1
"39",1.52
"40",1.31
"41",0.93
"42",0.71
"43",1.64
"44",0.81
"45",1.48
"46",1.01
"47",1.54
"48",1.18
"49",1.13
"50",0.98
"51",1.17
"52",0.66
"53",0.76
"54",2.48
"55",1.28
"56",1.23
"57",0.96
"58",1.15
"59",1.17
"60",1.23
"61",0.71
"62",0.55
"63",0.65
"64",1.56
"65",1.45
"66",0.7
"67",1.19
"68",0.9
"69",1.04
"70",0.98
"71",0.96
"72",0.46
"73",0.41
"74",0.77
