"","value"
"1",4.41
"2",4.63
"3",4.38
"4",4.52
"5",4.42
"6",4.64
"7",4.44
"8",5.15
"9",5.23
"10",4.42
"11",4.71
"12",3.76
"13",2.8
"14",3.76
"15",3.91
"16",3.68
"17",3.83
"18",3.71
"19",3.61
"20",3.91
"21",3.91
"22",3.98
"23",3.54
"24",3.32
"25",3.1
"26",4.42
"27",4.05
"28",4.05
"29",5.08
"30",5.31
"31",4.64
"32",3.46
"33",3.83
"34",3.98
"35",3.32
"36",2.8
"37",3.54
"38",3.98
"39",3.46
"40",3.83
"41",3.24
"42",4.29
"43",4.28
"44",4.65
"45",4.57
"46",4.42
"47",4.27
"48",4.57
"49",4.05
"50",3.76
"51",3.47
"52",3.98
"53",4.57
"54",4.86
"55",4.42
"56",3.76
"57",2.28
"58",2.28
"59",3.24
"60",4.13
"61",4.64
"62",4.05
"63",3.54
"64",3.02
"65",3.61
"66",3.91
"67",3.98
"68",5.16
"69",5.16
"70",4.13
"71",4.13
"72",3.68
"73",3.76
"74",4.42
"75",5.01
"76",5.16
"77",4.86
"78",4.42
"79",5.29
"80",5.18
"81",3.83
"82",4.27
"83",4.35
"84",4.42
"85",3.83
"86",3.76
"87",4.2
"88",3.39
"89",3.17
"90",3.83
"91",3.61
"92",2.93
"93",2.6
"94",3.19
"95",3.96
"96",4.24
"97",4.23
"98",4.02
"99",4.02
"100",4.63
"101",4.5
"102",4.64
"103",3.98
"104",3.98
"105",4.05
"106",4.27
"107",5.08
"108",4.5
"109",4.42
"110",4.05
"111",3.32
"112",3.76
"113",4.64
"114",4.64
"115",4.86
"116",4.86
"117",4.2
"118",5.45
"119",6.41
"120",6.49
"121",5.75
"122",5.16
"123",5.53
"124",5.67
"125",5.31
"126",5.45
"127",5.9
"128",6.12
"129",5.97
"130",6.12
"131",5.75
"132",4.57
"133",5.9
"134",6.12
"135",6.04
"136",6.56
"137",6.19
"138",5.31
"139",5.08
"140",5.38
"141",5.9
"142",4.72
"143",4.79
"144",5.22
"145",6.4
"146",6.53
"147",6.6
"148",6.79
"149",6.4
"150",5.82
"151",5.47
"152",6.83
"153",7.15
"154",6.85
"155",6.85
"156",6.41
"157",5.97
"158",5.75
"159",6.49
"160",7.74
"161",7.22
"162",7.96
"163",7.59
"164",6.85
"165",7.15
"166",6.78
"167",7.15
"168",7.66
"169",7.44
"170",5.82
"171",5.31
"172",6.41
"173",7.22
"174",6.56
"175",6.78
"176",7
"177",7.74
"178",7.96
"179",5.75
"180",4.79
"181",5.23
"182",7.96
"183",8.7
"184",7.59
"185",7.22
"186",8.47
"187",7.74
"188",7.37
"189",7.22
"190",6.93
"191",7.22
"192",6.78
"193",7.59
"194",7.59
"195",7
"196",7.81
"197",7.3
"198",7.96
"199",7.44
"200",7.74
"201",7.59
"202",6.19
"203",6.41
"204",8.4
"205",8.55
"206",6.85
"207",6.78
"208",6.85
"209",6.93
"210",6.85
"211",7.22
"212",7.15
"213",7.07
"214",7.59
"215",7.74
"216",8.18
"217",8.7
"218",9.06
"219",8.25
"220",7.59
"221",7.15
"222",6.41
"223",5.08
"224",4.57
"225",5.75
"226",7.44
"227",8.55
"228",7.15
"229",6.63
"230",6.78
"231",6.93
"232",6.56
"233",7.15
"234",6.26
"235",7.66
"236",8.25
"237",7.81
"238",7.3
"239",7.66
"240",7.44
"241",7.84
"242",6.89
"243",6.04
"244",6.46
"245",6.89
"246",7.16
"247",6.95
"248",7.52
"249",7.37
"250",8.01
"251",7.16
"252",7.6
"253",7.3
"254",6.14
"255",6.25
"256",6.89
"257",6.7
"258",6.64
"259",6.35
"260",5.71
"261",5.38
"262",4.41
"263",4.61
"264",5.42
"265",5.54
"266",5.71
"267",5.54
"268",5.01
"269",4.12
"270",4.64
"271",4.36
"272",4.78
"273",4.12
"274",4.41
"275",5.19
"276",5.8
"277",4.68
"278",5
"279",5.67
"280",5.38
"281",5.06
"282",4.89
"283",4.73
"284",4.8
"285",4.66
"286",4.38
"287",3.4
"288",3.68
"289",4.46
"290",4.16
"291",3.52
"292",3.34
"293",3.56
"294",3.9
"295",3.76
"296",3.94
"297",2.95
"298",2.73
"299",4.98
"300",4.6
"301",4.53
"302",4.34
"303",4.66
"304",2.39
"305",4.59
"306",4.41
"307",4.5
"308",4.63
"309",4.69
"310",4.83
"311",4.48
"312",5.12
"313",5.08
"314",5.05
"315",3.73
"316",4.26
"317",4.6
"318",3.95
"319",4.13
"320",4.48
"321",4.31
"322",4.24
"323",4.3
"324",4.55
"325",4.43
"326",4.36
"327",4.19
"328",3
"329",4.26
"330",4.16
"331",3.72
"332",3.21
"333",3.99
"334",4.14
"335",3.87
"336",2.86
"337",2.92
"338",2.15
"339",2.54
"340",3.11
"341",3.21
"342",2.75
"343",3.13
"344",3.29
"345",3.65
"346",3.29
"347",3.15
"348",3.28
"349",2.9
"350",2.64
"351",2.93
"352",3.18
"353",2.82
"354",2.68
"355",2.6
"356",2.63
"357",2.62
"358",2.74
"359",2.85
"360",3.07
"361",3.16
"362",3.37
"363",3.01
"364",2.7
"365",2.97
"366",3.06
"367",2.99
"368",3.37
"369",3.63
"370",3.35
"371",2.9
"372",2.56
"373",3.05
"374",3.17
"375",2.96
"376",3.07
"377",3.12
"378",3.01
"379",2.67
"380",3.14
"381",3.53
"382",3.32
"383",3.53
"384",3.59
"385",3.77
"386",3.52
"387",3.59
"388",3.09
"389",2.7
"390",2.56
"391",2.52
"392",3.04
"393",3.32
"394",3.75
"395",4.04
"396",4.16
"397",3.96
"398",3.61
"399",3.42
"400",3.16
"401",3.24
"402",3.41
"403",3.29
"404",3.34
"405",3.54
"406",3.54
"407",3.68
"408",3.86
"409",3.86
"410",4.03
"411",4
"412",4.03
"413",4.18
"414",4.21
"415",3.97
"416",3.68
"417",3.86
"418",4.19
"419",4.17
"420",3.95
"421",4.07
"422",4.23
"423",4.24
"424",4.34
"425",4.32
"426",4.22
"427",4.2
"428",4.8
"429",4.82
"430",4.89
"431",4.82
"432",4.75
"433",4.86
"434",4.66
"435",4.2
"436",4.22
"437",4.21
"438",4.19
"439",4.01
"440",3.91
"441",4.5
"442",5.2
"443",5.3
"444",5.64
"445",5.48
"446",6.09
"447",5.42
"448",6.3
"449",6.08
"450",5.29
"451",4.68
"452",4.23
"453",5.68
"454",5.93
"455",5.61
"456",5.57
"457",5.88
"458",6.14
"459",6.3
"460",6.06
"461",5.78
"462",5.92
"463",6.45
"464",6.7
"465",6.37
"466",6.19
"467",5.91
"468",6.3
"469",6.13
"470",5.86
"471",6.42
"472",6.96
"473",6.9
"474",7.26
"475",7.03
"476",6.97
"477",7.16
"478",6.7
"479",6.84
"480",7
"481",6.23
"482",5.77
"483",6.3
"484",6.63
"485",7.42
"486",7.34
"487",6.7
"488",6.93
"489",6.63
"490",6.39
"491",6.56
"492",6.93
"493",6.76
"494",7.04
"495",7.1
"496",7
"497",7.06
"498",6
"499",6.22
"500",6.65
"501",6.84
"502",7.19
"503",7.23
"504",6.86
"505",6.77
"506",6.56
"507",6.55
"508",6.48
"509",6.59
"510",7.38
"511",7.22
"512",6.79
"513",6.26
"514",6.2
"515",6.4
"516",6.62
"517",6.6
"518",7.06
"519",6.59
"520",7.02
"521",7.18
"522",6.94
"523",6.96
"524",6.33
"525",6.55
"526",6.96
"527",7.1
"528",7.29
"529",7.12
"530",7.44
"531",7.1
"532",7.35
"533",7.36
"534",7.03
"535",6.74
"536",6.3
"537",6.07
"538",6.44
"539",6.56
"540",6.18
"541",4.76
"542",4.5
"543",6
"544",6.81
"545",6.71
"546",5.88
"547",6.07
"548",6.18
"549",5.79
"550",5.72
"551",6.02
"552",6.05
"553",5.26
"554",5.13
"555",5.96
"556",6.52
"557",7.24
"558",6.59
"559",6.43
"560",6.49
"561",7.69
"562",8.96
"563",9.97
"564",9.75
"565",8.99
"566",7.67
"567",8.12
"568",8.68
"569",8.95
"570",9.06
"571",9.4
"572",8.56
"573",9.24
"574",9.86
"575",10.69
"576",10.53
"577",9.48
"578",9.27
"579",9.22
"580",8.59
"581",8.44
"582",8.66
"583",9.38
"584",10.57
"585",10.59
"586",10.11
"587",9.73
"588",9.17
"589",10.69
"590",11.21
"591",11.28
"592",11.46
"593",11.4
"594",10.29
"595",9.71
"596",9.84
"597",9.89
"598",9.67
"599",10.73
"600",10.58
"601",10.15
"602",10.29
"603",10.49
"604",10.59
"605",10.88
"606",11.36
"607",11.55
"608",11.77
"609",12.08
"610",12.5
"611",12.83
"612",12.69
"613",12.15
"614",12.15
"615",12.91
"616",13.41
"617",13.55
"618",13.59
"619",14.4
"620",14.85
"621",14.32
"622",14.63
"623",14.8
"624",14.82
"625",15.62
"626",16.69
"627",17.1
"628",17.33
"629",17.37
"630",17.2
"631",17.24
"632",17.27
"633",17.12
"634",17.35
"635",18.32
"636",19.01
"637",19.22
"638",18.97
"639",18.52
"640",19.15
"641",18.17
"642",18.45
"643",18.52
"644",18.39
"645",18.27
"646",18.35
"647",18.23
"648",17.9
"649",18.36
"650",18.25
"651",17.94
"652",17.83
"653",17.36
"654",16.19
"655",17.56
"656",14.95
"657",13.41
"658",11.99
"659",12.33
"660",16.16
"661",19.87
"662",18.77
"663",18.5
"664",19.36
"665",21.12
"666",21.09
"667",21.51
"668",22.17
"669",22.31
"670",22.64
"671",22.82
"672",23.7
"673",24.29
"674",24.22
"675",24.11
"676",25.2
"677",25.23
"678",24.74
"679",25.11
"680",24.95
"681",23.99
"682",22.84
"683",21.77
"684",21.78
"685",22.62
"686",22.69
"687",25.73
"688",26.66
"689",24.91
"690",24.6
"691",24.27
"692",24.17
"693",23.76
"694",24.17
"695",25.18
"696",25.74
"697",26.19
"698",26.68
"699",27.05
"700",27.59
"701",27.78
"702",27.51
"703",28.08
"704",28.57
"705",28.87
"706",28.32
"707",28.35
"708",28.92
"709",29.51
"710",28.64
"711",29.83
"712",30.2
"713",31.99
"714",37.36
"715",37.53
"716",40.09
"717",39.52
"718",37.01
"719",36.98
"720",36.1
"721",35.65
"722",35.96
"723",36.21
"724",37.24
"725",37.58
"726",38.3
"727",39.97
"728",41.42
"729",43.76
"730",45.4
"731",46.19
"732",46.86
"733",49.42
"734",49.51
"735",49.99
