"","value"
"1",3.72
"2",3.99
"3",5.7
"4",4.51
"5",4.08
"6",4.18
"7",4.04
"8",5.47
"9",3.34
"10",3.81
"11",4.01
"12",5.76
"13",4.49
"14",3.65
"15",3.56
"16",3.03
"17",4.98
"18",3.34
"19",3.47
"20",4.15
"21",4.56
"22",3.45
"23",3.11
"24",3.59
"25",2.72
"26",3.12
"27",3.44
"28",1.01
"29",4.51
"30",2.21
"31",4.59
"32",3.65
"33",4.97
"34",3.09
"35",2.32
"36",3.38
"37",3.31
"38",3.07
"39",5.82
"40",4.76
"41",3.22
"42",1.33
"43",5.67
"44",2.13
"45",3.34
"46",2.41
"47",5.7
"48",4.03
"49",5.6
"50",3.01
"51",4.67
"52",2.18
"53",3.11
"54",5.27
"55",4.52
"56",6.1
"57",3.23
"58",4.84
"59",3.49
"60",2.8
"61",0.89
"62",2.91
"63",2.83
"64",2.96
"65",2.79
"66",2.64
"67",4.04
"68",2.14
"69",2.97
"70",3.21
"71",2.76
"72",2.87
"73",1.56
"74",1.91
