"","value"
"1",10
"2",11.85
"3",11.7
"4",13.42
"5",11.2
"6",13.63
"7",13.65
"8",15.93
"9",13.33
"10",16.05
"11",15.92
"12",18.22
"13",14.46
"14",16.69
"15",16.2
"16",18.12
"17",15.1
"18",16.85
"19",16.79
"20",19.03
"21",16.04
"22",18.81
"23",19.25
"24",21.46
"25",17.47
"26",20.33
"27",20.26
"28",21.66
"29",17.68
"30",20.6
"31",20.14
"32",22.79
"33",19.38
"34",22.01
"35",21.86
"36",25.2
"37",21.5
"38",24.73
"39",25.04
"40",28.48
"41",24.1
"42",28.16
"43",28.23
"44",31.92
"45",25.82
"46",28.43
"47",27.79
"48",30.74
"49",25.87
"50",29.7
"51",30.41
"52",34.52
