"","value"
"1",1.426
"2",1.646
"3",1.484
"4",0.559
"5",1.084
"6",1.201
"7",1.14
"8",0.873
"9",1.301
"10",1.02
"11",0.387
"12",1.14
"13",1.429
"14",0.925
"15",0.954
"16",0.301
"17",0.963
"18",0.769
"19",1.035
"20",0.957
"21",0.824
"22",0.832
"23",0.676
"24",1.062
"25",0.641
"26",0.766
"27",1.071
"28",1.225
"29",0.552
"30",0.242
"31",1.269
"32",0.63
"33",0.678
"34",0.734
"35",1.167
"36",1.344
"37",0.666
"38",1.301
"39",1.226
"40",1.341
"41",1.098
"42",1.233
"43",1.092
"44",0.689
"45",0.649
"46",0.946
"47",0.582
"48",0.557
"49",1.088
"50",1.254
"51",0.826
"52",0.866
"53",1.173
"54",0.97
"55",1.079
"56",1.013
"57",1.388
"58",1.146
"59",1.099
"60",1.492
"61",1.67
"62",0.73
"63",0.4
"64",0.924
"65",0.972
"66",0.786
"67",1.158
"68",0.608
"69",0.932
"70",1.305
"71",0.787
"72",0.476
"73",0.351
"74",1.167
"75",1.571
"76",1.444
"77",1.016
"78",0.665
"79",1.511
"80",1.11
"81",0.881
"82",0.842
"83",1.003
"84",1.201
"85",1.229
"86",1.009
"87",1.295
"88",1.294
"89",1.336
"90",1.149
"91",0.453
"92",0.836
"93",1.304
"94",1.094
"95",1.217
"96",1.548
"97",0.685
"98",0.772
"99",0.795
"100",0.58
"101",0.446
"102",0.449
"103",0.775
"104",1.063
"105",0.768
"106",1.236
"107",0.543
"108",0.471
"109",1.169
"110",1.064
"111",0.622
"112",0.924
"113",0.979
"114",0.69
"115",0.859
"116",0.882
"117",0.886
"118",1.05
"119",1.072
"120",1.154
"121",1.087
"122",1.106
"123",1.156
"124",1.148
"125",1.076
"126",0.923
"127",1.493
"128",1.393
"129",0.965
"130",1.271
"131",1.402
"132",1.149
"133",0.974
"134",1.052
"135",0.677
"136",0.903
"137",0.881
"138",0.676
"139",1.439
"140",1.093
"141",1.355
"142",1.317
"143",1.407
"144",1.68
"145",0.238
"146",0.768
"147",1.451
"148",1.582
"149",1.764
"150",1.122
"151",1.149
"152",0.669
"153",1.598
"154",1.881
"155",0.934
"156",1.18
"157",1.052
"158",1.118
"159",1.088
"160",0.919
"161",0.801
"162",0.551
"163",1.158
"164",1.016
"165",0.411
"166",1.278
"167",0.674
"168",0.953
"169",0.748
"170",0.985
"171",1.303
"172",0.646
"173",1.157
"174",1.459
"175",0.873
"176",0.649
"177",0.756
"178",1.057
"179",1.464
"180",0.766
"181",1.591
"182",0.829
"183",0.543
"184",0.641
"185",0.681
"186",0.747
"187",1.029
"188",0.434
"189",1.333
"190",0.823
"191",0.69
"192",0.647
"193",0.665
"194",1.154
"195",1.247
"196",0.912
"197",1.311
"198",1.425
"199",1.189
"200",1.382
"201",1.148
"202",0.354
"203",0.691
"204",1.017
"205",1.385
"206",0.91
"207",1.297
"208",0.919
"209",0.805
"210",0.992
"211",0.867
"212",0.658
"213",0.758
"214",0.338
"215",1.189
"216",0.604
"217",1.572
"218",0.775
"219",0.927
"220",0.515
"221",0.761
"222",1.057
"223",1.121
"224",1.113
"225",1.063
"226",1.005
"227",1.242
"228",1.589
"229",0.82
"230",1.003
"231",1.319
"232",1.437
"233",1.201
"234",1.168
"235",1.164
"236",0.946
"237",0.702
"238",1.239
"239",1.361
"240",0.888
"241",1.343
"242",1.289
"243",1.242
"244",0.579
"245",1.141
"246",1.246
"247",0.857
"248",0.352
"249",1.354
"250",0.98
"251",1.264
"252",0.69
"253",1.333
"254",0.74
"255",0.985
"256",1.364
"257",0.932
"258",1.096
"259",0.923
"260",0.707
"261",1.334
"262",1.162
"263",1.107
"264",1.124
"265",0.989
"266",0.808
"267",0.771
"268",1.147
"269",0.723
"270",0.565
"271",1.138
"272",0.906
"273",1.003
"274",0.913
"275",1.16
"276",1.444
"277",1.535
"278",1.084
"279",1.271
"280",1.134
"281",0.919
"282",1.018
"283",0.857
"284",0.744
"285",0.655
"286",1.153
"287",1.353
"288",1.235
"289",1.055
"290",1.192
"291",0.832
"292",1.148
"293",0.842
"294",1.411
"295",0.85
"296",0.905
"297",0.867
"298",1.167
"299",1.039
"300",1.443
"301",1.003
"302",0.9
"303",1.075
"304",0.881
"305",1.222
"306",1.229
"307",0.729
