"","value"
"1",5.38
"2",8.01
"3",4.19
"4",24.32
"5",14.58
"6",9.8
"7",2.72
"8",0.85
"9",1.97
"10",6.37
"11",7.99
"12",11.33
"13",2.83
"14",2.56
"15",2.89
"16",21.18
"17",10.36
"18",5.95
"19",10.25
"20",2.29
"21",1.19
"22",3.71
"23",4.16
"24",2.12
"25",1.24
"26",1
"27",3.85
"28",16.85
"29",9.26
"30",3.85
"31",1.87
"32",1.16
"33",2.19
"34",8.24
"35",7.79
"36",7.39
"37",4.5
"38",2.62
"39",8.33
"40",18.18
"41",13.9
"42",6
"43",1.18
"44",1.14
"45",1.84
"46",3.57
"47",8.86
"48",7.25
"49",2.27
"50",1.68
"51",9.63
"52",15.86
"53",9.43
"54",2.4
"55",3.2
"56",1.44
"57",1.83
"58",2.23
"59",5.83
"60",5.89
"61",4.87
"62",2.74
"63",19.28
"64",16.82
"65",6.48
"66",2.6
"67",1.16
"68",1.63
"69",0.82
"70",1.83
"71",5.04
"72",8.5
"73",3.62
"74",3.03
"75",5.24
"76",29.45
"77",6.65
"78",2.11
"79",2.8
"80",1.48
"81",0.77
"82",0.98
"83",2.23
"84",2.01
"85",1.5
"86",1.33
"87",1.86
"88",20.61
"89",19.74
"90",5.47
"91",1.33
"92",0.86
"93",1.78
"94",0.95
"95",1.76
"96",5.21
"97",2.4
"98",2.24
"99",3.31
"100",17.7
"101",18.86
"102",5.3
"103",1.28
"104",1.03
"105",0.89
"106",1.31
"107",1.44
"108",3.31
"109",1.51
"110",2.56
"111",4.3
"112",23.47
"113",7.08
"114",6.2
"115",2.68
"116",0.96
"117",0.69
"118",1.26
"119",5.38
"120",4.76
"121",2.34
"122",1.95
"123",1.55
"124",6.65
"125",25.23
"126",6.65
"127",5.21
"128",1.72
"129",1.21
"130",1.68
"131",15.26
"132",6.09
"133",2.38
"134",2.21
"135",9.29
"136",12.09
"137",8.92
"138",6.34
"139",4.22
"140",1.87
"141",0.94
"142",3.79
"143",7.84
"144",7.14
"145",4.33
"146",2.92
"147",3.57
"148",32.56
"149",17.9
"150",8.21
"151",6.2
"152",6.8
"153",6.77
"154",19.34
