"","value"
"1",-28.5
"2",-32.1
"3",-28.1
"4",-20
"5",-6.1
"6",2
"7",8
"8",10.2
"9",2.7
"10",-9.5
"11",-25.8
"12",-31.6
"13",-33.2
"14",-25.5
"15",-26.1
"16",-19.1
"17",-5.3
"18",1.7
"19",9.5
"20",5.8
"21",-1.1
"22",-8.2
"23",-19.6
"24",-22.9
"25",-30.5
"26",-25
"27",-27.7
"28",-19.8
"29",-7.5
"30",5.2
"31",11.1
"32",8.7
"33",2.3
"34",-8
"35",-24
"36",-29.1
"37",-32.9
"38",-34.3
"39",-27.9
"40",-19.7
"41",-8.3
"42",4
"43",9.2
"44",7
"45",0.2
"46",-14.1
"47",-20.5
"48",-30
"49",-27.2
"50",-28.2
"51",-23.7
"52",-14.5
"53",-6.4
"54",4.8
"55",9.3
"56",5
"57",2.5
"58",-5
"59",-18.9
"60",-28.9
"61",-26.7
"62",-27.9
"63",-23.7
"64",-18.6
"65",-4.1
"66",3.3
"67",10.5
"68",7.2
"69",7.4
"70",-4.8
"71",-16.2
"72",-22.6
"73",-28.5
"74",-31.3
"75",-29
"76",-11.5
"77",-2.2
"78",3.6
"79",8.3
"80",8.2
"81",0.1
"82",-10.6
"83",-20.3
"84",-21.4
"85",-21
"86",-24.8
"87",-22.1
"88",-13.2
"89",-5.7
"90",0.6
"91",9.3
"92",7.7
"93",6.4
"94",-4.5
"95",-18.2
"96",-28.7
"97",-29.3
"98",-24.8
"99",-27.9
"100",-20.4
"101",-5.1
"102",4.3
"103",12.7
"104",7.1
"105",-0.3
"106",-11.8
"107",-25.6
"108",-26.5
"109",-24
"110",-32
"111",-23.8
"112",-19.7
"113",-2.8
"114",2.5
"115",9.8
"116",7
"117",2.1
"118",-2.8
"119",-19.7
"120",-26.1
"121",-27.1
"122",-26.7
"123",-25.6
"124",-13.5
"125",-5.8
"126",6.1
"127",8.5
"128",10.7
"129",2.8
"130",-2.6
"131",-13.1
"132",-26
"133",-24.2
"134",-28.8
"135",-23.8
"136",-10.8
"137",-6.3
"138",6.2
"139",7.9
"140",8
"141",2.3
"142",-4.3
"143",-17.9
"144",-20.6
"145",-26.6
"146",-27
"147",-25.4
"148",-22.7
"149",-6.6
"150",3.9
"151",9.3
"152",8.8
"153",0.6
"154",-4.4
"155",-20.5
"156",-27.2
"157",-30.9
"158",-35.6
"159",-22.2
"160",-15.5
"161",-3.2
"162",4
"163",9.8
"164",10.8
"165",0.8
"166",-9.6
"167",-20
"168",-29.4
"169",-30.3
"170",-30.3
"171",-23
"172",-18
"173",-8.4
"174",0.9
"175",7
"176",4.9
"177",1.7
"178",-4.2
"179",-19.8
"180",-24.7
"181",-26.8
"182",-28.4
"183",-26.6
"184",-19.7
"185",-4.1
"186",4.6
"187",11
"188",9.6
"189",2.8
"190",-6.2
"191",-20.1
"192",-30.4
"193",-29.2
"194",-32.4
"195",-22.5
"196",-16.2
"197",-8
"198",-0.2
"199",6.8
"200",10
"201",5.5
"202",-5.7
"203",-15.1
"204",-22.7
"205",-32.1
"206",-31
"207",-22.8
"208",-18
"209",-5.2
"210",3.4
"211",8.3
"212",6.4
"213",3.8
"214",-8.3
"215",-19.7
"216",-26
"217",-29.1
"218",-30.8
"219",-30
"220",-19.5
"221",-4.1
"222",2.4
"223",7.5
"224",9.8
"225",3.3
"226",-7.6
"227",-21.1
"228",-27.6
"229",-31.8
"230",-35.3
"231",-26.3
"232",-11.6
"233",0
"234",4.7
"235",8.7
"236",5.8
"237",0.3
"238",-6
"239",-17.3
"240",-21.5
"241",-31.1
"242",-27.5
"243",-22.7
"244",-12.7
"245",-3.7
"246",3.9
"247",9.8
"248",10.2
"249",4.1
"250",-4.7
"251",-17.2
"252",-25.7
"253",-30.2
"254",-29.2
"255",-22.1
"256",-21.3
"257",-6
"258",1.7
"259",8.8
"260",13.4
"261",3.9
"262",-7.7
"263",-16.5
"264",-27.8
"265",-28.9
"266",-34.3
"267",-31
"268",-15.2
"269",-6.2
"270",4.3
"271",11.1
"272",8
"273",2.8
"274",-3.2
"275",-23.7
"276",-28.3
"277",-27.7
"278",-32.6
"279",-26.3
"280",-16.8
"281",-8.7
"282",3.7
"283",10.1
"284",6.5
"285",1
"286",-10.2
"287",-20.3
"288",-27.3
"289",-26
"290",-33.2
"291",-23.7
"292",-18.1
"293",-6.8
"294",1
"295",6.7
"296",10.6
"297",3.1
"298",-5.2
"299",-20.6
"300",-32.7
"301",-24.5
"302",-34.7
"303",-26.8
"304",-21.8
"305",-5.4
"306",1.5
"307",8.7
"308",10.1
"309",4.1
"310",-5.7
"311",-20
"312",-24.6
"313",-30.2
"314",-26.5
"315",-28
"316",-17.8
"317",-9.2
"318",1.1
"319",7.3
"320",5.1
"321",1.5
"322",-9.6
"323",-20.1
"324",-21.6
"325",-30.6
"326",-31.3
"327",-28.3
"328",-17.1
"329",-4.6
"330",5.2
"331",9.7
"332",8.9
"333",2.3
"334",-7.5
"335",-22.8
"336",-23.1
"337",-32.3
"338",-30.7
"339",-35.5
"340",-20.5
"341",-6.1
"342",6.5
"343",12.5
"344",8.5
"345",0.4
"346",-10.6
"347",-19.9
"348",-32
"349",-27.8
"350",-34.6
"351",-25.5
"352",-17.1
"353",-10.7
"354",6.1
"355",10
"356",9.5
"357",3.3
"358",-4.6
"359",-20.8
"360",-23.3
"361",-30.8
"362",-30.2
"363",-29.8
"364",-13.8
"365",-3.8
"366",3.7
"367",10.1
"368",9.8
"369",1.7
"370",-5.3
"371",-19.4
"372",-21.2
"373",-32.9
"374",-30.6
"375",-30.3
"376",-22.3
"377",-5.3
"378",3
"379",8.8
