"","value"
"1",4.27
"2",4.19
"3",6.22
"4",4.52
"5",5.02
"6",4.24
"7",4.52
"8",5.31
"9",3.44
"10",3.95
"11",4.38
"12",6.57
"13",5.57
"14",4.11
"15",4.35
"16",3.1
"17",4.31
"18",3.6
"19",3.6
"20",3.46
"21",4.29
"22",2.27
"23",5.21
"24",3.83
"25",2.48
"26",2.06
"27",5.55
"28",3.38
"29",4.49
"30",2.47
"31",6.42
"32",4.07
"33",4.53
"34",3.7
"35",3.45
"36",3.02
"37",4.12
"38",3.65
"39",5.39
"40",5.8
"41",3.61
"42",1.48
"43",6.76
"44",2.76
"45",4.19
"46",3.55
"47",5.58
"48",5.06
"49",3.28
"50",2.74
"51",5.01
"52",3.57
"53",2.89
"54",5.86
"55",4.07
"56",7.01
"57",3.79
"58",4.5
"59",4.35
"60",3.46
"61",1.06
"62",3.14
"63",3.42
"64",4.33
"65",4.34
"66",2.35
"67",4.33
"68",2.9
"69",3.9
"70",3.28
"71",3.38
"72",3.34
"73",3.37
"74",2.38
