"","value"
"1",19.2
"2",14.5
"3",11
"4",13.6
"5",12.5
"6",10.5
"7",10.1
"8",9.68
"9",9.02
"10",8.8
"11",8.58
"12",8.14
"13",7.5
"14",7.92
"15",7.92
"16",7.71
"17",7.1
"18",6.7
"19",3.98
"20",5.16
"21",6.1
"22",6.9
"23",6.9
"24",7.1
"25",7.3
"26",7.3
"27",5.71
"28",6.9
"29",8.14
"30",7.5
"31",7.1
"32",6.9
"33",6.7
"34",6.7
"35",6.9
"36",6.9
"37",6.7
"38",6.5
"39",6.5
"40",6.7
"41",6.9
"42",7.1
"43",6.7
"44",6.7
"45",6.7
"46",6.9
"47",5.34
"48",5.34
"49",5.9
"50",6.3
"51",6.9
"52",7.92
"53",21
"54",14.2
"55",11.6
"56",10.1
"57",9.24
"58",8.58
"59",8.14
"60",7.92
"61",7.71
"62",7.71
"63",7.5
"64",7.1
"65",6.9
"66",6.9
"67",6.9
"68",6.5
"69",7.71
"70",4.65
"71",3.98
"72",5.16
"73",6.1
"74",6.1
"75",8.14
"76",13.6
"77",9.68
"78",8.36
"79",9.24
"80",8.58
"81",8.36
"82",7.92
"83",9.02
"84",9.02
"85",8.15
"86",7.92
"87",7.5
"88",7.3
"89",6.9
"90",6.9
"91",7.5
"92",6.7
"93",6.7
"94",6.9
"95",6.7
"96",6.5
"97",6.3
"98",6.3
"99",6.3
"100",6.3
"101",6.1
"102",5.9
"103",6.5
"104",6.3
"105",6.1
"106",7.1
"107",8.14
"108",9.9
"109",14.2
"110",16.5
"111",19.2
"112",23.5
"113",25.2
"114",35.9
"115",31.5
"116",19.2
"117",16.9
"118",13.6
"119",11
"120",10.1
"121",9.9
"122",10.1
"123",10.3
"124",13
"125",20.1
"126",24.1
"127",36.7
"128",32.9
"129",28.7
"130",31.5
"131",33.7
"132",30.8
"133",26.3
"134",21.5
"135",17.3
"136",19.2
"137",16.9
"138",16.1
"139",15.6
"140",18
"141",19.7
"142",17.7
"143",16.9
"144",19.7
"145",16.9
"146",14.8
"147",11.3
"148",11.3
"149",10.1
"150",10.1
"151",9.9
"152",9.24
"153",9.02
"154",9.46
"155",10.1
"156",9.9
"157",10.8
"158",9.68
"159",9.24
"160",9.02
"161",8.8
"162",8.8
"163",8.58
"164",8.58
"165",9.9
"166",9.9
"167",11.3
"168",9.9
"169",9.24
"170",9.24
"171",9.02
"172",8.36
"173",8.14
"174",8.36
"175",10.1
"176",11.6
"177",9.9
"178",9.9
"179",9.68
"180",9.46
"181",9.02
"182",8.36
"183",8.36
"184",10.5
"185",10.5
"186",10.1
"187",10.1
"188",9.68
"189",9.9
"190",11
"191",10.5
"192",9.46
"193",9.02
"194",9.24
"195",9.9
"196",9.24
"197",9.46
"198",8.8
"199",8.8
"200",9.46
"201",9.46
"202",9.02
"203",8.8
"204",8.58
"205",8.36
"206",8.36
"207",8.36
"208",8.58
"209",8.36
"210",7.92
"211",7.92
"212",7.92
"213",7.71
"214",7.5
"215",7.5
"216",7.3
"217",7.5
"218",7.71
"219",7.5
"220",7.3
"221",7.3
"222",7.1
"223",7.1
"224",7.1
"225",7.5
"226",7.3
"227",7.5
"228",7.1
"229",7.3
"230",7.3
"231",7.71
"232",8.14
"233",7.5
"234",7.71
"235",7.71
"236",7.71
"237",7.71
"238",8.14
"239",9.02
"240",9.02
"241",9.02
"242",9.24
"243",8.58
"244",9.02
"245",8.58
"246",7.5
"247",8.8
"248",9.46
"249",8.14
"250",7.92
"251",7.5
"252",7.5
"253",7.3
"254",7.3
"255",7.5
"256",7.5
"257",7.5
"258",7.3
"259",7.1
"260",7.1
"261",6.9
"262",7.1
"263",7.3
"264",7.1
"265",7.3
"266",7.71
"267",7.3
"268",7.3
"269",7.1
"270",6.9
"271",6.9
"272",6.7
"273",7.3
"274",7.1
"275",7.1
"276",6.5
"277",5.71
"278",6.7
"279",8.58
"280",7.3
"281",6.7
"282",6.3
"283",6.1
"284",7.92
"285",10.1
"286",9.24
"287",7.71
"288",8.8
"289",10.1
"290",8.58
"291",9.02
"292",8.36
"293",8.14
"294",7.71
"295",7.1
"296",7.1
"297",7.71
"298",7.5
"299",7.5
"300",5.34
"301",5.34
"302",8.58
"303",8.36
"304",8.58
"305",7.5
"306",7.1
"307",5.9
"308",6.9
"309",6.9
"310",7.5
"311",7.71
"312",7.5
"313",7.3
"314",5.71
"315",4.82
"316",4.48
"317",5.16
"318",6.1
"319",7.1
"320",7.5
"321",7.5
"322",7.71
"323",7.92
"324",7.1
"325",7.3
"326",7.3
"327",8.14
"328",8.36
"329",8.36
"330",8.14
"331",7.71
"332",7.1
"333",6.9
"334",6.9
"335",7.1
"336",6.7
"337",6.5
"338",6.7
"339",7.1
"340",7.3
"341",7.1
"342",6.9
"343",7.1
"344",7.5
"345",7.1
"346",7.5
"347",7.3
"348",7.1
"349",6.9
"350",6.7
"351",6.7
"352",7.92
"353",11.6
"354",10.8
"355",6.7
"356",5.34
"357",6.1
"358",7.5
"359",7.92
"360",7.92
"361",7.71
"362",7.5
"363",7.5
"364",7.3
"365",7.1
"366",6.9
"367",6.7
"368",6.7
"369",6.3
"370",9.02
"371",16.5
"372",21.5
"373",15.6
"374",16.9
"375",23
"376",20.1
"377",14.5
"378",12.5
"379",11.6
"380",11
"381",10.8
"382",9.68
"383",9.02
"384",10.3
"385",10.1
"386",9.9
"387",9.46
"388",8.8
"389",8.58
"390",8.36
"391",7.71
"392",7.3
"393",7.3
"394",7.5
"395",8.14
"396",8.36
"397",6.36
"398",5.16
"399",6.9
"400",7.71
"401",7.71
"402",7.71
"403",7.71
"404",7.5
"405",7.5
"406",7.5
"407",7.5
"408",6.7
"409",6.3
"410",6.7
"411",7.71
"412",7.71
"413",6.9
"414",6.7
"415",6.7
"416",7.92
"417",8.36
"418",8.36
"419",8.14
"420",8.36
"421",9.02
"422",9.46
"423",9.68
"424",9.68
"425",9.68
"426",9.46
"427",9.24
"428",8.8
"429",8.58
"430",8.36
"431",8.36
"432",8.14
"433",8.14
"434",8.14
"435",8.58
"436",8.58
"437",8.14
"438",8.36
"439",8.8
"440",9.46
"441",9.9
"442",11.6
"443",14.5
"444",17.3
"445",19.2
"446",18.4
"447",14.5
"448",12.2
"449",10.8
"450",8.58
"451",8.36
"452",8.58
"453",7.5
"454",7.1
"455",7.3
"456",7.71
"457",8.14
"458",8.14
"459",7.1
"460",7.5
"461",7.1
"462",7.1
"463",7.3
"464",7.71
"465",8.8
"466",9.9
"467",14.2
"468",18.8
"469",25.2
"470",31.5
"471",22
"472",24.1
"473",39.2
"474",50.1
"475",46.2
"476",35.2
"477",30.8
"478",31.5
"479",31.5
"480",25.2
"481",21.5
"482",17.3
"483",12.7
"484",13.3
"485",13
"486",12.5
"487",11.6
"488",11.9
"489",13
"490",13
"491",12.5
"492",11.6
"493",11.6
"494",10.8
"495",10.1
"496",10.1
"497",9.68
"498",9.46
"499",10.3
"500",11.6
"501",13.9
"502",13.9
"503",12.5
"504",11.9
"505",12.2
"506",13
"507",13.3
"508",13
"509",12.7
"510",11.9
"511",13.3
"512",12.5
"513",11.9
"514",11.6
"515",10.5
"516",10.1
"517",9.9
"518",9.68
"519",9.68
"520",9.9
"521",10.8
"522",11
"523",10.8
"524",10.8
"525",10.1
"526",9.46
"527",9.24
"528",9.02
"529",8.8
"530",8.58
"531",9.24
"532",10.8
"533",11.9
"534",12.7
"535",11.9
"536",11.3
"537",11.6
"538",12.2
"539",12.7
"540",11.9
"541",11.6
"542",11.3
"543",11.3
"544",11.3
"545",11.3
"546",11.3
"547",11
"548",10.8
"549",10.3
"550",10.1
"551",9.9
"552",9.9
"553",9.9
"554",9.9
"555",9.68
"556",9.46
"557",9.24
"558",9.02
"559",9.02
"560",8.8
"561",8.58
"562",8.58
"563",8.14
"564",8.14
"565",8.14
"566",8.14
"567",8.14
"568",8.14
"569",8.14
"570",8.14
"571",8.14
"572",7.92
"573",7.71
"574",7.5
"575",7.71
"576",7.71
"577",7.71
"578",7.5
"579",7.71
"580",7.92
"581",7.71
"582",8.8
"583",9.9
"584",8.58
"585",8.14
"586",7.92
"587",7.92
"588",7.92
"589",7.92
"590",8.36
"591",7.71
"592",7.92
"593",7.92
"594",7.71
"595",7.5
