"","value"
"1",52.3
"2",37.4
"3",27.6
"4",26.2
"5",38.6
"6",39.5
"7",49.7
"8",55.7
"9",64
"10",68.9
"11",67.6
"12",60.6
"13",50.3
"14",41.1
"15",26.4
"16",26.8
"17",29.2
"18",41.8
"19",43.3
"20",53
"21",65.1
"22",59.1
"23",66.8
"24",64.4
"25",54.1
"26",42.7
"27",38.1
"28",31.6
"29",38.8
"30",45.8
"31",50.6
"32",61.5
"33",64.2
"34",70.8
"35",68.5
"36",60.4
"37",53.4
"38",40.4
"39",34.4
"40",36.1
"41",36.3
"42",41.4
"43",48.4
"44",51.4
"45",65.7
"46",69.2
"47",66.6
"48",60
"49",52.1
"50",39.4
"51",32.2
"52",29.9
"53",35.2
"54",41
"55",48.7
"56",57.5
"57",65.6
"58",69.7
"59",68.1
"60",59.3
"61",49.8
"62",38.2
"63",33.2
"64",22.3
"65",33.5
"66",38
"67",48
"68",58.1
"69",64.9
"70",70.3
"71",69.3
"72",61.9
"73",52.4
"74",40.5
"75",33.8
"76",32.3
"77",36.5
"78",40.9
"79",58.1
"80",55.8
"81",65.3
"82",67.3
"83",66.6
"84",59.8
"85",52.2
"86",36.4
"87",35.1
"88",30.7
"89",28.5
"90",42.3
"91",49.8
"92",51.2
"93",67.5
"94",70.4
"95",67.8
"96",63.1
"97",50.3
"98",41.6
"99",37.8
"100",33.6
"101",35.7
"102",43.2
"103",48.8
"104",58.3
"105",66.4
"106",69.2
"107",66.6
"108",61.6
"109",52
"110",38.6
"111",38.1
"112",33.6
"113",38.6
"114",40.4
"115",43.8
"116",56.4
"117",61.5
"118",67
"119",66.2
"120",60.6
"121",50.7
"122",40.5
"123",34.1
"124",32.8
"125",31.9
"126",37.2
"127",47.9
"128",55.5
"129",65.8
"130",69.7
"131",66.2
"132",60.5
"133",50.2
"134",44.3
"135",36.3
"136",34
"137",38.9
"138",42
"139",52.1
"140",57.9
"141",64.8
"142",68.7
"143",68.8
"144",61.6
"145",49.9
"146",40.2
"147",32.2
"148",30.1
"149",34.2
"150",38.6
"151",45.7
"152",55.5
"153",64.1
"154",68.6
"155",67.8
"156",60.6
"157",52.5
"158",38.3
"159",33.7
"160",32.6
"161",38.2
"162",39.5
"163",45.6
"164",57.1
"165",62.8
"166",69.6
"167",69.4
"168",62.6
"169",52.7
"170",40
"171",29.6
"172",27.5
"173",34.4
"174",41.6
"175",52.5
"176",55.6
"177",67.5
"178",69
"179",67.5
"180",63.4
"181",50.4
"182",37.6
"183",37.3
"184",28.8
"185",38.9
"186",42.2
"187",47.9
"188",58.2
"189",63.8
"190",71.8
"191",67.2
"192",63.5
"193",54.1
"194",36.2
"195",30.1
"196",32.5
"197",34.2
"198",35.6
"199",51.2
"200",58.4
"201",66
"202",70.7
"203",69.6
"204",63.6
"205",51.5
"206",36.4
"207",35.4
"208",25.9
"209",32.5
"210",41
"211",48.2
"212",56.1
"213",65.5
"214",69.4
"215",67.6
"216",63.7
"217",49.6
"218",45
"219",30.5
"220",33.8
"221",39.2
"222",42.6
"223",51.1
"224",55.9
"225",66.7
"226",68.7
"227",66.6
"228",59.8
"229",57.6
"230",44.4
"231",38.6
"232",32.7
"233",35.6
"234",40.7
"235",48.4
"236",57.7
"237",64.8
"238",72.8
"239",69.1
"240",64.2
"241",51.7
"242",39.6
"243",33
"244",36.5
"245",35.1
"246",36.4
"247",48.3
"248",58.1
"249",67.1
"250",69.2
"251",69.9
"252",62.8
"253",53.7
"254",35.3
"255",31.4
"256",37.7
"257",32.9
"258",42.3
"259",48.1
"260",52.3
"261",67.3
"262",70.3
"263",67.1
"264",62.6
"265",50.5
"266",40.4
"267",28.2
"268",34.3
"269",39.2
"270",40.1
"271",52.6
"272",57.8
"273",65
"274",71
"275",66.2
"276",63.1
"277",53.9
"278",42
"279",32.2
"280",28.3
"281",29.5
"282",40
"283",46
"284",54.5
"285",63.9
"286",67.8
"287",67.4
"288",61.7
"289",53.3
"290",40.5
"291",36.7
"292",36.9
"293",30.1
"294",42.2
"295",46.7
"296",58.7
"297",68.1
"298",68.4
"299",64.8
"300",63.4
"301",51.4
"302",35.5
"303",31.5
"304",35.7
"305",43.8
"306",41.8
"307",46.8
"308",52.7
"309",65.4
"310",70
"311",65.7
"312",59.9
"313",49.5
"314",36.4
"315",35.9
"316",30.3
"317",38.4
"318",36.9
"319",47
"320",58.9
"321",68.2
"322",69.9
"323",68.8
"324",61.9
"325",51
"326",40
"327",36.9
"328",33.7
"329",34.7
"330",39.4
"331",50.5
"332",55.7
"333",67.2
"334",69.9
"335",66.8
"336",60.4
"337",51.7
"338",39.4
"339",39.9
"340",26.5
"341",31.4
"342",43.5
"343",48.7
"344",55.1
"345",66.8
"346",68.6
"347",68.5
"348",62.6
"349",49.8
"350",41.5
"351",29.4
"352",32.1
"353",36.4
"354",41.4
"355",48.2
"356",56.1
"357",66.6
"358",69.3
"359",67.5
"360",59.3
"361",50.5
"362",38.2
"363",31.1
"364",32.2
"365",38.7
"366",36
"367",51.4
"368",54.7
"369",62.4
"370",67.7
"371",68.2
"372",62.1
"373",52
"374",43.2
"375",35.6
"376",29.1
"377",37
"378",40.6
"379",48.6
"380",58.4
"381",62.8
"382",70.7
"383",66.3
"384",62.7
"385",53.6
"386",41.5
"387",32.6
"388",27.1
"389",27.8
"390",36.5
"391",44.8
"392",56.2
"393",63.8
"394",69.9
"395",67
"396",60.6
"397",52.2
"398",38.5
"399",32.8
"400",34.5
"401",32.1
"402",37
"403",56.6
"404",53
"405",60.9
"406",68.3
"407",66.4
"408",59
"409",51.2
"410",42.5
"411",32.8
"412",27.1
"413",28.7
"414",41.2
"415",48.6
"416",57.7
"417",63.9
"418",70.8
"419",67.4
"420",60.6
