"","value"
"1",21151
"2",24859
"3",25152
"4",42375
"5",50839
"6",61581
"7",61951
"8",76231
"9",63264
"10",44730
"11",31094
"12",49452
"13",43961
"14",61727
"15",60334
"16",51404
"17",58451
"18",73575
"19",74343
"20",27708
"21",31985
"22",39266
"23",44740
"24",60429
"25",72273
"26",79214
"27",79060
"28",84244
"29",62590
"30",35072
"31",36160
"32",45600
"33",47508
"34",52290
"35",110824
"36",76503
"37",64303
"38",83023
"39",40748
"40",35396
"41",29479
"42",42264
"43",58171
"44",50815
"45",51285
"46",70229
"47",76365
"48",70407
"49",41839
"50",45978
"51",47813
"52",57620
"53",66549
"54",54673
"55",55996
"56",60053
"57",39169
"58",21534
"59",17857
"60",21788
"61",33008
