"","value"
"1",0.646
"2",0.69
"3",0.949
"4",1.057
"5",0.885
"6",0.864
"7",0.777
"8",0.628
"9",0.693
"10",0.931
"11",0.931
"12",1.085
"13",0.934
"14",0.609
"15",0.152
"16",0.696
"17",0.391
"18",0.368
"19",0.675
"20",0.588
"21",0.675
"22",0.545
"23",0.588
"24",0.742
"25",0.745
"26",0.876
"27",0.702
"28",0.925
"29",0.838
"30",0.765
"31",0.588
"32",0.882
"33",1.179
"34",1.276
"35",1.128
"36",0.788
"37",0.774
"38",0.734
"39",0.824
"40",0.803
"41",0.812
"42",0.696
"43",0.823
"44",0.663
"45",0.724
"46",1.283
"47",1.231
"48",0.821
"49",1.149
"50",0.98
"51",0.905
"52",1.07
"53",0.963
"54",0.704
"55",0.795
"56",1.045
"57",1.027
"58",1.105
"59",0.882
"60",0.979
"61",0.825
"62",1.063
"63",1.033
"64",0.937
"65",1.036
"66",0.87
"67",0.867
"68",1.082
"69",0.931
"70",1.036
"71",0.893
"72",1.033
"73",1.06
"74",1.103
"75",1.292
"76",1.024
"77",0.875
"78",1.191
"79",1.249
"80",1.079
"81",1.198
"82",0.931
"83",1.213
"84",1.006
"85",0.905
"86",0.96
"87",0.925
"88",0.868
"89",1.173
"90",0.824
"91",1.03
"92",1.067
"93",1.134
"94",1.158
"95",1.046
"96",1.082
"97",1.231
"98",1.082
"99",0.969
"100",0.949
"101",1.009
"102",1.219
"103",0.974
"104",1.213
"105",1.344
"106",1.21
"107",0.986
"108",1.344
"109",1.179
"110",1.219
"111",1.225
"112",1.256
"113",1.06
"114",1.1
"115",1.423
"116",0.972
"117",0.841
"118",0.907
"119",0.966
"120",0.606
"121",0.957
"122",0.765
"123",0.477
"124",0.628
"125",0.806
"126",1.036
"127",0.689
"128",0.535
"129",0.76
"130",1.045
"131",0.406
"132",0.559
"133",0.728
"134",0.739
"135",0.865
"136",0.89
"137",1.042
"138",0.829
"139",0.809
"140",0.981
"141",0.85
"142",0.871
"143",1.121
"144",0.934
"145",0.963
"146",1
"147",0.815
"148",0.707
"149",0.908
"150",0.934
"151",0.972
"152",1.186
"153",0.922
"154",0.82
"155",1.131
"156",1.252
"157",0.937
"158",1.14
"159",0.995
"160",1.051
"161",0.9
"162",1.052
"163",0.948
"164",1.094
"165",1.365
"166",0.867
"167",1.195
"168",1.134
"169",0.931
"170",0.83
"171",0.731
"172",0.652
"173",0.646
"174",0.914
"175",1.127
"176",0.629
"177",0.852
"178",1.091
"179",1.2
"180",1.034
"181",1.15
"182",1.002
"183",1.087
"184",1.129
"185",1.143
"186",1.073
"187",1.024
