"","value"
"1",83.3
"2",83.5
"3",83.2
"4",82.6
"5",82.2
"6",82.1
"7",81.7
"8",82.2
"9",81.6
"10",82.1
"11",82.7
"12",82.8
"13",81.5
"14",82.2
"15",82.3
"16",82.1
"17",83.6
"18",82.7
"19",82.5
"20",81.5
"21",82.1
"22",82.2
"23",82.6
"24",83.3
"25",83.1
"26",83.3
"27",83.7
"28",82.9
"29",82.3
"30",81.8
"31",81.6
"32",80.9
"33",81
"34",81.3
"35",81.4
"36",80.2
"37",80
"38",80.85
"39",80.83
"40",81.1
"41",80.7
"42",81.1
"43",80.83
"44",80.82
"45",81.5
"46",81.6
"47",81.5
"48",81.6
"49",81.8
"50",81.1
"51",80.5
"52",80
"53",80.7
"54",81.3
"55",80.7
"56",80
"57",81.1
"58",81.87
"59",81.91
"60",81.3
"61",81
"62",80.5
"63",80.6
"64",79.8
"65",79.6
"66",78.49
"67",78.49
"68",79.6
"69",80.6
"70",82.3
"71",81.2
"72",79.1
"73",78.6
"74",78.7
"75",78
"76",78.6
"77",78.7
"78",78.6
"79",79.7
"80",80
"81",79.3
"82",79
"83",80.2
"84",81.5
"85",80.8
"86",81
"87",80.96
"88",81.1
"89",80.8
"90",79.7
"91",80
"92",81.6
"93",82.7
"94",82.1
"95",81.7
"96",81.5
