"","value"
"1",1.77
"2",1.3
"3",2.99
"4",2.2
"5",2.31
"6",2.91
"7",2.44
"8",2.13
"9",1.61
"10",2.36
"11",1.68
"12",3.42
"13",2.73
"14",2.33
"15",1.9
"16",1.59
"17",2.71
"18",1.62
"19",2.4
"20",1.58
"21",2.01
"22",1.36
"23",2.57
"24",1.56
"25",1.29
"26",1.3
"27",1.93
"28",0.46
"29",2.31
"30",1.72
"31",2.18
"32",2.23
"33",2.29
"34",2.06
"35",2
"36",1.93
"37",1.95
"38",1.5
"39",2.55
"40",1.93
"41",1.75
"42",1.27
"43",2.71
"44",1.62
"45",2.6
"46",1.64
"47",2.2
"48",2.02
"49",1.67
"50",1.99
"51",2.34
"52",1.26
"53",1.31
"54",1.8
"55",2.82
"56",2.15
"57",2.07
"58",1.62
"59",1.47
"60",2.19
"61",0.59
"62",1.48
"63",0.77
"64",2.04
"65",1.32
"66",0.89
"67",1.35
"68",0.95
"69",0.94
"70",1.39
"71",1.19
"72",1.18
"73",0.46
"74",0.7
