"","value"
"1",1.67
"2",1.4
"3",3.14
"4",2.37
"5",2.22
"6",3.05
"7",2.65
"8",2.32
"9",1.75
"10",2.49
"11",2.19
"12",3.5
"13",2.73
"14",2.64
"15",1.87
"16",1.6
"17",3.11
"18",1.87
"19",2.83
"20",2.24
"21",2.27
"22",2.19
"23",2.03
"24",1.92
"25",1.86
"26",2.25
"27",1.59
"28",0.41
"29",2.56
"30",1.7
"31",2.07
"32",2.45
"33",2.51
"34",1.77
"35",1.82
"36",2.42
"37",1.98
"38",1.89
"39",3.3
"40",2.68
"41",2.04
"42",1.34
"43",2.93
"44",1.81
"45",2.23
"46",1.49
"47",2.19
"48",1.89
"49",1.43
"50",2.12
"51",2.68
"52",1.43
"53",1.69
"54",2.89
"55",3.31
"56",2.48
"57",2.37
"58",2.12
"59",1.59
"60",1.86
"61",0.42
"62",1.53
"63",1.53
"64",1.51
"65",1.32
"66",1.95
"67",2.07
"68",1.58
"69",1.29
"70",1.6
"71",1.08
"72",1.26
"73",0.5
"74",1.3
