"","value"
"1",1262
"2",1136
"3",1452
"4",1619
"5",4474
"6",5959
"7",11320
"8",7750
"9",8213
"10",8529
"11",9983
"12",3758
"13",3315
"14",1969
"15",2966
"16",1617
"17",2780
"18",2779
"19",6208
"20",6679
"21",9606
"22",3286
"23",2621
"24",1759
"25",1322
"26",2077
"27",2828
"28",3928
"29",6933
"30",8395
"31",7927
"32",6818
"33",5407
"34",7178
"35",6474
"36",12647
"37",21249
"38",11009
"39",16390
"40",11334
"41",10814
"42",12665
"43",10646
"44",9214
"45",6841
"46",8885
"47",13664
"48",18842
"49",16755
"50",9874
"51",11012
"52",6172
"53",5749
"54",5207
"55",5427
"56",6090
"57",9129
"58",11581
"59",5235
"60",1591
"61",1613
"62",1037
