"","value"
"1",52.099998
"2",47.200001
"3",82.199997
"4",100.900002
"5",98.400002
"6",97.400002
"7",96.5
"8",88.800003
"9",80.900002
"10",85.800003
"11",72.400002
"12",61.200001
"13",46.599998
"14",50.400002
"15",83.199997
"16",94.300003
"17",84.699997
"18",79.800003
"19",69.099998
"20",69.400002
"21",59.400002
"22",53.5
"23",50.200001
"24",38
"25",40.200001
"26",40.299999
"27",66.599998
"28",79.800003
"29",87.300003
"30",87.599998
"31",82.300003
"32",83.699997
"33",78.199997
"34",81.699997
"35",69.099998
"36",47
"37",45.200001
"38",55.400002
"39",79.300003
"40",98
"41",86.800003
"42",81.400002
"43",86.400002
"44",82.5
"45",80.099998
"46",85.599998
"47",64.800003
"48",53.799999
"49",51.299999
"50",47.900002
"51",71.900002
"52",85
"53",91.300003
"54",82.699997
"55",73.5
"56",69.5
"57",71.5
"58",68
"59",55.099998
"60",42.799999
"61",33.400002
"62",41.400002
"63",61.900002
"64",73.800003
"65",74.800003
"66",83
"67",75.5
"68",77.300003
"69",76
"70",79.400002
"71",67.400002
"72",69
"73",54.900002
"74",58.299999
"75",91.599998
"76",116
"77",115.599998
"78",116.900002
"79",107.699997
"80",111.699997
"81",102.099998
"82",102.900002
"83",92.900002
"84",80.400002
"85",76.199997
"86",76.300003
"87",111.400002
"88",119.800003
"89",135.199997
"90",131.899994
"91",119.099998
"92",131.300003
"93",120.5
"94",117
"95",97.400002
"96",73.199997
"97",77.099998
"98",73.599998
"99",105.099998
"100",120.5
"101",131.600006
"102",114.800003
"103",114.699997
"104",106.800003
"105",84.5
"106",86
"107",70.5
"108",46.799999
"109",43.299999
"110",57.599998
"111",77.300003
"112",102.300003
"113",96.400002
"114",99.599998
"115",90.900002
"116",79.800003
"117",73.400002
"118",69.5
"119",57.900002
"120",41
"121",40
"122",40.200001
"123",62.599998
"124",77.900002
"125",92.800003
"126",38
"127",44
"128",53
"129",49
"130",54
"131",57
"132",51
"133",58
"134",48
"135",44
"136",42
"137",37
"138",42
"139",43
"140",53
"141",49
"142",49
"143",40
"144",40
"145",36
"146",29
"147",31
"148",26
"149",23
"150",29
"151",32
"152",41
"153",44
"154",49
"155",47
"156",46
"157",47
"158",43
"159",45
"160",34
"161",31
"162",35
"163",43
"164",46
"165",46
"166",43
"167",41
"168",44
"169",47
"170",41
"171",40
"172",32
"173",32
"174",34
"175",40
"176",43
"177",42
"178",43
"179",44
"180",39
"181",40
"182",33
"183",32
"184",31
"185",28
"186",34
"187",29
"188",36
"189",42
"190",43
"191",44
"192",44
"193",48
"194",45
"195",44
"196",40
"197",37
"198",45
"199",49
"200",62
"201",62
"202",58
"203",59
"204",64
"205",62
"206",50
"207",52
"208",50
"209",44
"210",51
"211",56
"212",60
"213",65
"214",64
"215",63
"216",63
"217",72
"218",61
"219",65
"220",51
"221",47
"222",54
"223",58
"224",66
"225",63
"226",64
"227",60
"228",53
"229",52
"230",44
"231",40
"232",36
"233",28
"234",36
"235",42
"236",53
"237",53
"238",55
"239",48
"240",47
"241",43
"242",39
"243",33
"244",30
"245",23
"246",29
"247",33
"248",44
"249",54
"250",56
