"","value"
"1",1
"2",2
"3",4
"4",0
"5",10
"6",13
"7",18
"8",19
"9",23
"10",13
"11",14
"12",14
"13",28
"14",20
"15",17
"16",27
"17",15
"18",31
"19",29
"20",25
"21",33
"22",40
"23",36
"24",49
"25",43
"26",47
"27",43
"28",51
"29",38
"30",34
"31",47
"32",45
"33",35
"34",34
"35",31
"36",37
"37",32
"38",32
"39",45
"40",28
"41",40
"42",27
"43",41
"44",44
"45",50
"46",44
"47",50
"48",62
"49",62
"50",69
"51",98
"52",82
"53",66
"54",60
"55",79
"56",60
"57",46
"58",36
"59",27
"60",26
"61",24
"62",12
"63",8
"64",4
"65",3
"66",2
"67",3
"68",10
"69",13
"70",9
"71",16
"72",21
"73",20
"74",12
"75",19
"76",26
"77",18
"78",15
"79",18
"80",33
"81",38
"82",32
"83",32
"84",28
"85",24
"86",41
"87",35
"88",43
"89",41
"90",40
"91",41
"92",44
"93",50
"94",48
"95",56
"96",42
"97",36
"98",33
"99",25
"100",30
"101",31
"102",30
"103",20
"104",33
"105",27
"106",33
"107",39
"108",42
"109",50
"110",54
"111",76
"112",84
"113",79
"114",75
"115",75
"116",65
"117",71
"118",46
"119",43
"120",41
"121",30
"122",31
"123",31
"124",29
"125",12
"126",9
"127",2
"128",2
"129",7
"130",4
"131",11
"132",6
"133",17
"134",15
"135",24
"136",11
"137",15
"138",18
"139",20
"140",19
"141",26
"142",25
"143",33
"144",18
"145",23
"146",33
"147",35
"148",39
"149",45
"150",36
"151",37
"152",49
"153",48
"154",45
"155",45
"156",48
"157",54
"158",35
"159",27
"160",30
"161",26
"162",30
"163",30
"164",24
"165",22
"166",19
"167",27
"168",24
"169",33
"170",39
"171",30
"172",48
"173",45
"174",77
"175",87
"176",87
"177",61
"178",69
"179",81
"180",68
"181",54
"182",38
"183",39
"184",35
"185",21
"186",28
"187",15
"188",11
"189",3
"190",2
"191",1
"192",3
"193",5
"194",9
"195",7
"196",14
"197",8
"198",5
"199",10
"200",12
"201",22
"202",15
"203",24
"204",16
"205",28
"206",20
"207",22
"208",33
"209",32
"210",26
"211",33
"212",34
"213",47
"214",35
"215",39
"216",37
"217",43
"218",50
"219",53
"220",45
"221",37
"222",47
"223",39
"224",34
"225",39
"226",39
"227",32
"228",24
"229",39
"230",36
"231",41
"232",51
"233",57
"234",67
"235",49
"236",62
"237",51
"238",50
"239",57
"240",54
"241",58
"242",47
"243",38
"244",45
"245",31
"246",41
"247",30
"248",28
"249",26
"250",16
"251",13
"252",5
"253",0
"254",1
"255",1
"256",1
"257",2
"258",1
"259",4
"260",0
"261",5
"262",1
"263",3
"264",2
"265",3
"266",2
"267",5
"268",3
"269",3
"270",6
"271",2
"272",3
"273",6
"274",10
"275",8
"276",4
"277",6
"278",9
"279",9
"280",14
"281",14
"282",10
"283",12
"284",5
"285",9
"286",8
"287",11
"288",5
"289",7
"290",3
"291",7
"292",6
"293",2
"294",2
"295",1
"296",3
"297",2
"298",9
"299",4
"300",1
"301",3
"302",2
"303",3
"304",2
"305",3
"306",2
"307",3
"308",0
"309",1
"310",2
"311",4
"312",0
"313",4
"314",0
"315",0
"316",0
"317",0
"318",0
"319",0
"320",0
"321",0
"322",0
"323",0
"324",0
"325",0
"326",0
"327",0
"328",0
"329",2
"330",0
"331",1
"332",1
"333",0
"334",0
"335",0
"336",0
"337",5
"338",1
"339",1
"340",1
"341",2
"342",1
"343",1
"344",0
"345",3
"346",1
"347",1
"348",1
"349",1
"350",4
"351",0
"352",2
"353",2
"354",2
"355",2
"356",4
"357",0
"358",0
"359",1
"360",1
"361",1
"362",2
"363",0
"364",5
"365",2
"366",3
"367",3
"368",4
"369",1
"370",3
"371",4
"372",0
"373",0
"374",0
"375",4
"376",1
"377",0
"378",0
"379",4
"380",2
"381",3
"382",7
"383",12
"384",18
"385",25
"386",16
"387",17
"388",18
"389",20
"390",17
"391",14
"392",16
"393",19
"394",20
"395",24
"396",37
"397",32
"398",37
"399",31
"400",37
"401",31
"402",41
"403",46
"404",45
"405",54
"406",53
"407",75
"408",54
"409",50
"410",70
"411",43
"412",35
"413",31
"414",33
"415",45
"416",32
"417",37
"418",44
"419",35
"420",41
"421",38
"422",52
"423",48
"424",59
"425",66
"426",100
"427",115
"428",136
"429",100
"430",90
"431",71
"432",70
"433",69
"434",55
"435",50
"436",42
"437",20
"438",22
"439",18
"440",14
"441",7
"442",5
"443",3
"444",1
"445",8
"446",6
"447",11
"448",18
"449",6
"450",12
"451",20
"452",20
