"","value"
"1",5149
"2",6372
"3",7068
"4",5908
"5",5359
"6",6531
"7",7365
"8",5982
"9",5244
"10",6785
"11",7576
"12",6036
"13",5317
"14",6889
"15",7702
"16",6247
"17",5582
"18",7534
"19",8388
"20",6605
"21",5592
"22",7428
"23",8377
"24",6426
"25",5730
"26",7660
"27",8494
"28",6647
"29",5899
"30",7891
"31",8905
"32",6721
"33",5983
"34",8135
"35",8958
"36",6922
"37",6088
"38",8377
"39",9116
"40",6911
"41",6067
"42",8494
"43",9717
"44",7280
"45",6236
"46",8599
"47",10150
"48",7258
"49",6193
"50",9263
"51",10784
"52",7902
"53",6615
"54",9654
"55",13262
"56",10646
"57",12439
"58",17789
"59",22958
"60",19656
"61",18696
"62",24244
"63",28065
"64",23768
"65",24083
"66",33855
"67",39663
"68",34572
"69",34459
"70",40881
"71",47617
"72",39426
"73",37674
"74",47976
"75",51563
"76",42660
"77",39177
"78",49424
"79",55003
"80",46824
"81",44225
"82",57572
"83",65088
"84",53760
"85",49312
"86",63723
"87",74308
"88",57734
"89",55753
"90",70994
"91",77700
"92",65012
"93",58554
"94",74172
"95",87601
"96",71143
"97",68305
"98",91494
"99",103355
"100",82828
"101",87838
"102",109885
"103",119783
"104",100887
"105",92566
"106",116031
"107",126610
"108",97691
"109",91901
"110",118398
"111",123589
"112",104150
"113",97129
"114",116333
"115",130379
"116",111173
"117",102607
"118",119591
"119",131551
"120",107312
"121",98451
"122",126824
"123",136760
"124",112228
"125",106125
"126",129905
"127",158412
"128",123315
"129",115582
"130",136809
"131",157408
"132",125375
"133",116596
"134",149075
"135",161341
"136",127719
"137",113154
"138",137614
"139",151347
"140",122942
"141",111133
"142",141270
"143",159795
"144",125346
"145",117445
"146",150854
"147",174613
"148",129196
"149",106065
"150",149055
"151",162808
"152",138060
"153",127455
"154",159058
"155",184202
