"","value"
"1",3.87
"2",3.78
"3",4.99
"4",4.31
"5",4.84
"6",3.72
"7",4.3
"8",5.39
"9",3.86
"10",3.48
"11",4.7
"12",4.8
"13",4.36
"14",3.47
"15",4.55
"16",3.51
"17",4.7
"18",4.41
"19",3.06
"20",5.05
"21",4.22
"22",2.76
"23",4.98
"24",4.17
"25",2.4
"26",2.54
"27",4.53
"28",2.51
"29",4.37
"30",2.65
"31",4.48
"32",3.28
"33",3.81
"34",4.38
"35",3.09
"36",3.88
"37",4.52
"38",4.86
"39",6.11
"40",6.6
"41",3.81
"42",2.53
"43",6.34
"44",3.91
"45",5.56
"46",4.28
"47",6.99
"48",6.59
"49",4.22
"50",4.38
"51",5.88
"52",3.81
"53",2.88
"54",6.44
"55",4.83
"56",7.33
"57",4.28
"58",6.37
"59",4.84
"60",4.69
"61",2.44
"62",3.74
"63",4.94
"64",5.14
"65",4.41
"66",1.93
"67",5.21
"68",2.71
"69",5.55
"70",4.7
"71",4.46
"72",4.43
"73",2.62
"74",2.76
