"","value"
"1",17
"2",16.6
"3",16.3
"4",16.1
"5",17.1
"6",16.9
"7",16.8
"8",17.4
"9",17.1
"10",17
"11",16.7
"12",17.4
"13",17.2
"14",17.4
"15",17.4
"16",17
"17",17.3
"18",17.2
"19",17.4
"20",16.8
"21",17.1
"22",17.4
"23",17.4
"24",17.5
"25",17.4
"26",17.6
"27",17.4
"28",17.3
"29",17
"30",17.8
"31",17.5
"32",18.1
"33",17.5
"34",17.4
"35",17.4
"36",17.1
"37",17.6
"38",17.7
"39",17.4
"40",17.8
"41",17.6
"42",17.5
"43",16.5
"44",17.8
"45",17.3
"46",17.3
"47",17.1
"48",17.4
"49",16.9
"50",17.3
"51",17.6
"52",16.9
"53",16.7
"54",16.8
"55",16.8
"56",17.2
"57",16.8
"58",17.6
"59",17.2
"60",16.6
"61",17.1
"62",16.9
"63",16.6
"64",18
"65",17.2
"66",17.3
"67",17
"68",16.9
"69",17.3
"70",16.8
"71",17.3
"72",17.4
"73",17.7
"74",16.8
"75",16.9
"76",17
"77",16.9
"78",17
"79",16.6
"80",16.7
"81",16.8
"82",16.7
"83",16.4
"84",16.5
"85",16.4
"86",16.6
"87",16.5
"88",16.7
"89",16.4
"90",16.4
"91",16.2
"92",16.4
"93",16.3
"94",16.4
"95",17
"96",16.9
"97",17.1
"98",17.1
"99",16.7
"100",16.9
"101",16.5
"102",17.2
"103",16.4
"104",17
"105",17
"106",16.7
"107",16.2
"108",16.6
"109",16.9
"110",16.5
"111",16.6
"112",16.6
"113",17
"114",17.1
"115",17.1
"116",16.7
"117",16.8
"118",16.3
"119",16.6
"120",16.8
"121",16.9
"122",17.1
"123",16.8
"124",17
"125",17.2
"126",17.3
"127",17.2
"128",17.3
"129",17.2
"130",17.2
"131",17.5
"132",16.9
"133",16.9
"134",16.9
"135",17
"136",16.5
"137",16.7
"138",16.8
"139",16.7
"140",16.7
"141",16.6
"142",16.5
"143",17
"144",16.7
"145",16.7
"146",16.9
"147",17.4
"148",17.1
"149",17
"150",16.8
"151",17.2
"152",17.2
"153",17.4
"154",17.2
"155",16.9
"156",16.8
"157",17
"158",17.4
"159",17.2
"160",17.2
"161",17.1
"162",17.1
"163",17.1
"164",17.4
"165",17.2
"166",16.9
"167",16.9
"168",17
"169",16.7
"170",16.9
"171",17.3
"172",17.8
"173",17.8
"174",17.6
"175",17.5
"176",17
"177",16.9
"178",17.1
"179",17.2
"180",17.4
"181",17.5
"182",17.9
"183",17
"184",17
"185",17
"186",17.2
"187",17.3
"188",17.4
"189",17.4
"190",17
"191",18
"192",18.2
"193",17.6
"194",17.8
"195",17.7
"196",17.2
"197",17.4
