"","value"
"1",5.2
"2",4.9
"3",4.55
"4",3.95
"5",3.91
"6",3.73
"7",3.77
"8",3.78
"9",3.59
"10",3.49
"11",3.5
"12",3.7
"13",3.78
"14",4.2
"15",4.45
"16",4.5
"17",4.47
"18",4.43
"19",4.35
"20",4.31
"21",4.04
"22",4.44
"23",4.47
"24",4.1
"25",3.9
"26",3.95
"27",4.08
"28",4.34
"29",4.15
"30",3.8
"31",3
"32",2.1
"33",2.1
"34",2.15
"35",2.2
"36",2.38
"37",2.6
"38",2.8
"39",3.5
"40",3.79
"41",4
"42",4.15
"43",4.45
"44",4.8
"45",4.75
"46",4.6
"47",4.8
"48",5
"49",5.2
"50",5.5
"51",5.8
"52",5.7
"53",5.6
"54",5.4
"55",5.34
"56",5.76
"57",5.9
"58",6.1
"59",6.21
"60",5.85
"61",5.8
"62",5.75
"63",6.21
"64",6.3
"65",6.14
"66",5.79
"67",5.81
"68",5.71
"69",6.96
"70",7.13
"71",6.55
"72",6.16
"73",6.37
"74",6.58
"75",5.7
"76",5.46
"77",5.22
"78",5.7
"79",6.63
"80",7.08
"81",8.03
"82",8.02
"83",7.28
"84",6.7
"85",6.07
"86",6.21
"87",7.4
"88",7.87
"89",6.95
"90",6.22
"91",6.24
"92",6.61
"93",8.07
"94",11.2
"95",12.7
"96",10.6
"97",10.1
"98",17
"99",19.1
"100",15.2
"101",14
"102",14
"103",16.9
"104",19.7
"105",21.5
"106",25.7
"107",34.6
"108",42.9
"109",47.8
"110",50.6
"111",49.6
"112",45.4
"113",41.1
"114",36.6
"115",35.9
"116",34.1
"117",29.8
"118",28.5
"119",28.7
"120",31.7
"121",38.3
"122",37.8
"123",34.7
"124",31.7
"125",31.5
"126",35.2
"127",41
"128",46.1
"129",47.7
"130",54.4
"131",66.7
"132",85
"133",102
"134",122
"135",115
"136",96.4
"137",85.5
"138",90.8
"139",89.4
"140",78.1
"141",70
"142",65.4
"143",66.3
"144",76.2
"145",89.5
"146",84.6
"147",76.8
"148",77.1
"149",76
"150",81
"151",83
"152",91.3
"153",86.2
"154",76.6
"155",68.9
"156",69.1
"157",76.7
"158",83.3
"159",92.4
"160",125
"161",120
"162",103
"163",94.5
"164",85.4
"165",78.1
"166",70.9
"167",65.6
"168",62.7
"169",62.4
"170",61.7
"171",59.1
"172",55
"173",51.1
"174",48.3
"175",45.5
"176",43.2
"177",40.6
"178",38
"179",36
"180",35.1
"181",36.1
"182",32.4
"183",29.3
"184",27.1
"185",26
"186",25.5
"187",26.2
"188",27.8
"189",25.5
"190",22.9
"191",21.2
"192",20.2
"193",19.9
"194",19.9
"195",18.6
"196",17.8
"197",17.1
"198",16.7
"199",16.3
"200",15.8
"201",15.6
"202",14.6
"203",13.8
"204",12.9
"205",12.6
"206",12.5
"207",12.1
"208",11.6
"209",11.3
"210",11.1
"211",10.9
"212",10.6
"213",10.3
"214",11.2
"215",16.1
"216",16.6
"217",14.5
"218",13.1
"219",12.3
"220",12.2
"221",12.7
"222",12
"223",11.1
"224",10.8
"225",10.7
"226",10.6
"227",10.1
"228",9.91
"229",10.6
"230",9.96
"231",10
"232",9.45
"233",9.43
"234",9.85
"235",9.62
"236",8.96
"237",8.55
"238",8.29
"239",9.08
"240",10.3
"241",9.4
"242",8.66
"243",7.91
"244",7.48
"245",7.44
"246",7.32
"247",7.16
"248",7.01
"249",7.11
"250",7
"251",6.45
"252",6.35
"253",6.53
"254",6.51
"255",7.31
"256",7.52
"257",7.01
"258",6.7
"259",6.38
"260",6.19
"261",6.84
"262",7.87
"263",7.58
"264",7.9
"265",7.68
"266",7.23
"267",6.94
"268",7.52
"269",9.02
"270",10.3
"271",12.6
"272",11.1
"273",10.8
"274",10.7
"275",11.2
"276",11.3
"277",11.2
"278",11.2
"279",10.7
"280",10.8
"281",10
"282",9.7
"283",9.56
"284",9.41
"285",9.02
"286",8.98
"287",8.69
"288",8.16
"289",8.35
"290",8.83
"291",11.3
"292",12.2
"293",11.1
"294",10.4
"295",10.1
"296",10.1
"297",9.92
"298",9.67
"299",9.39
"300",9.41
"301",10.3
"302",9.01
"303",7.32
"304",8.63
"305",9.57
"306",9.06
"307",9.19
"308",10
"309",10.1
"310",9.85
"311",9.59
"312",13.3
"313",13
"314",11.1
"315",10.8
"316",11.3
"317",11.4
"318",10.6
"319",10.7
"320",8.61
"321",8.79
"322",8.95
"323",9.45
"324",9.14
"325",9.72
"326",9.21
"327",10.9
"328",10.5
"329",6.84
"330",6.19
"331",5.52
"332",3.11
"333",4.87
"334",8.01
"335",10.2
"336",12
"337",11.8
"338",11
"339",10.8
"340",9.51
"341",8.77
"342",7.66
"343",5.79
"344",5.87
"345",8.2
"346",8.06
"347",9.41
"348",9.25
"349",8.54
"350",5.93
"351",3.85
"352",4.61
"353",6.96
"354",9.12
"355",6.48
"356",6.25
"357",6.2
"358",4.87
"359",4.78
"360",4.82
"361",4.95
"362",5.2
"363",6.1
"364",6.32
"365",6.51
"366",6.39
"367",6
"368",5.9
"369",5.7
"370",5.5
"371",5.39
"372",5.1
"373",4.9
"374",4.75
"375",4.6
"376",4.65
"377",4.73
"378",4.78
"379",4.8
"380",4.8
"381",4.8
"382",4.83
"383",4.9
"384",4.93
"385",5.05
"386",5
"387",4.9
"388",4.7
"389",4.4
"390",4.2
"391",4.18
"392",4.2
"393",4.32
"394",4.45
"395",4.5
"396",4.4
"397",4.1
"398",3.8
"399",3.55
"400",3.44
"401",3.5
"402",3.55
"403",3.63
"404",3.75
"405",3.9
"406",4.1
"407",4.23
"408",4.33
"409",4.4
"410",4.44
"411",4.42
"412",4.4
"413",4.35
"414",4.3
"415",4.28
"416",4.3
"417",4.34
"418",4.4
"419",4.44
"420",4.46
"421",4.42
"422",4.36
"423",4.24
"424",4.14
"425",4.02
"426",3.85
"427",3.8
"428",3.8
"429",3.82
"430",3.95
"431",4.2
"432",4.5
"433",4.68
"434",4.78
"435",4.85
"436",4.84
"437",4.8
"438",4.79
"439",4.8
"440",4.85
"441",4.95
"442",5.1
"443",5.4
"444",5.9
"445",6.48
"446",7.1
"447",7.6
"448",8.3
"449",9.1
"450",10.2
"451",11.4
"452",13
"453",14.8
"454",14.5
"455",12.4
"456",12
"457",10.2
"458",9.34
"459",8.67
"460",8.56
"461",9.42
"462",11
"463",12.6
"464",15.4
"465",12.1
"466",10.6
"467",10.7
"468",12
"469",14
"470",16
"471",20
"472",28.3
"473",25
"474",27.3
"475",31.2
"476",42.6
"477",65.6
"478",87.8
"479",88.2
"480",71.8
"481",60
"482",53.6
"483",47.6
"484",42.4
"485",39.1
"486",41.8
"487",52.9
"488",74.9
"489",88.8
"490",92.1
"491",102
"492",124
"493",162
"494",181
"495",168
"496",169
"497",173
"498",148
"499",124
"500",106
"501",95
"502",92.5
"503",95.3
"504",95.5
"505",89.2
"506",80.5
"507",74
"508",70.7
"509",73.8
"510",80
"511",75.2
"512",74.1
"513",70.1
"514",73
"515",66.2
"516",69.8
"517",80.8
"518",110
"519",139
"520",157
"521",154
"522",148
"523",161
"524",170
"525",163
"526",155
"527",157
"528",170
"529",158
"530",146
"531",141
"532",132
"533",130
"534",115
"535",100
"536",93.1
"537",88.8
"538",81.9
"539",75
"540",72.5
"541",68.8
"542",75.6
"543",73
"544",67.5
"545",63.4
"546",59.6
"547",57.2
"548",55.1
"549",52
"550",47.9
"551",44.2
"552",41.6
"553",39.3
"554",37
"555",34.8
"556",33.7
"557",36.3
"558",42.1
"559",35
"560",37.4
"561",62.2
"562",53.9
"563",56
"564",50.3
"565",44.6
"566",39.6
"567",36.9
"568",34.4
"569",31.5
"570",29.7
"571",28
"572",26.2
"573",24.9
"574",24.1
"575",23.3
"576",22.1
"577",21.2
"578",20.5
"579",20.1
"580",20.5
"581",19.6
"582",18.9
"583",18.2
"584",17.7
"585",17.3
"586",17.5
"587",17.4
"588",16.9
"589",15.9
"590",15.1
"591",14.6
"592",15.3
"593",15
"594",14.1
"595",13.5
"596",13.3
"597",13.1
"598",12.7
"599",12.4
"600",12.1
"601",11.9
"602",12.8
"603",16.8
"604",19.2
"605",22.4
"606",26
"607",26
"608",24.4
"609",23
"610",21.8
"611",24.2
"612",26.9
"613",26.1
"614",26.3
"615",28.8
"616",27.4
"617",26.6
"618",26.1
"619",26.3
"620",25.7
"621",25
"622",23.8
"623",22.8
"624",21.8
"625",20.8
"626",20.2
"627",20.7
"628",20
"629",19.2
"630",18.3
"631",17.6
"632",16.8
