"","value"
"1",1687
"2",1508
"3",1507
"4",1385
"5",1632
"6",1511
"7",1559
"8",1630
"9",1579
"10",1653
"11",2152
"12",2148
"13",1752
"14",1765
"15",1717
"16",1558
"17",1575
"18",1520
"19",1805
"20",1800
"21",1719
"22",2008
"23",2242
"24",2478
"25",2030
"26",1655
"27",1693
"28",1623
"29",1805
"30",1746
"31",1795
"32",1926
"33",1619
"34",1992
"35",2233
"36",2192
"37",2080
"38",1768
"39",1835
"40",1569
"41",1976
"42",1853
"43",1965
"44",1689
"45",1778
"46",1976
"47",2397
"48",2654
"49",2097
"50",1963
"51",1677
"52",1941
"53",2003
"54",1813
"55",2012
"56",1912
"57",2084
"58",2080
"59",2118
"60",2150
"61",1608
"62",1503
"63",1548
"64",1382
"65",1731
"66",1798
"67",1779
"68",1887
"69",2004
"70",2077
"71",2092
"72",2051
"73",1577
"74",1356
"75",1652
"76",1382
"77",1519
"78",1421
"79",1442
"80",1543
"81",1656
"82",1561
"83",1905
"84",2199
"85",1473
"86",1655
"87",1407
"88",1395
"89",1530
"90",1309
"91",1526
"92",1327
"93",1627
"94",1748
"95",1958
"96",2274
"97",1648
"98",1401
"99",1411
"100",1403
"101",1394
"102",1520
"103",1528
"104",1643
"105",1515
"106",1685
"107",2000
"108",2215
"109",1956
"110",1462
"111",1563
"112",1459
"113",1446
"114",1622
"115",1657
"116",1638
"117",1643
"118",1683
"119",2050
"120",2262
"121",1813
"122",1445
"123",1762
"124",1461
"125",1556
"126",1431
"127",1427
"128",1554
"129",1645
"130",1653
"131",2016
"132",2207
"133",1665
"134",1361
"135",1506
"136",1360
"137",1453
"138",1522
"139",1460
"140",1552
"141",1548
"142",1827
"143",1737
"144",1941
"145",1474
"146",1458
"147",1542
"148",1404
"149",1522
"150",1385
"151",1641
"152",1510
"153",1681
"154",1938
"155",1868
"156",1726
"157",1456
"158",1445
"159",1456
"160",1365
"161",1487
"162",1558
"163",1488
"164",1684
"165",1594
"166",1850
"167",1998
"168",2079
"169",1494
"170",1057
"171",1218
"172",1168
"173",1236
"174",1076
"175",1174
"176",1139
"177",1427
"178",1487
"179",1483
"180",1513
"181",1357
"182",1165
"183",1282
"184",1110
"185",1297
"186",1185
"187",1222
"188",1284
"189",1444
"190",1575
"191",1737
"192",1763
"193",0
"194",0
"195",0
"196",0
"197",0
"198",0
"199",0
"200",0
"201",0
"202",0
"203",0
"204",0
"205",0
"206",0
"207",0
"208",0
"209",0
"210",0
"211",0
"212",0
"213",0
"214",0
"215",0
"216",0
"217",0
"218",0
"219",0
"220",0
"221",0
"222",0
"223",0
"224",0
"225",0
"226",0
"227",0
"228",0
"229",0
"230",0
"231",0
"232",0
"233",0
"234",0
"235",0
"236",0
"237",0
"238",0
"239",0
"240",0
"241",0
"242",0
"243",0
"244",0
"245",0
"246",0
"247",0
"248",0
"249",0
"250",0
"251",0
"252",0
"253",0
"254",0
"255",0
"256",0
"257",0
"258",0
"259",0
"260",0
"261",0
"262",0
"263",0
"264",0
"265",0
"266",0
"267",0
"268",0
"269",0
"270",0
"271",0
"272",0
"273",0
"274",0
"275",0
"276",0
"277",0
"278",0
"279",0
"280",0
"281",0
"282",0
"283",0
"284",0
"285",0
"286",0
"287",0
"288",0
"289",0
"290",0
"291",0
"292",0
"293",0
"294",0
"295",0
"296",0
"297",0
"298",0
"299",0
"300",0
"301",0
"302",0
"303",0
"304",0
"305",0
"306",0
"307",0
"308",0
"309",0
"310",0
"311",0
"312",0
"313",0
"314",0
"315",0
"316",0
"317",0
"318",0
"319",0
"320",0
"321",0
"322",0
"323",0
"324",0
"325",0
"326",0
"327",0
"328",0
"329",0
"330",0
"331",0
"332",0
"333",0
"334",0
"335",0
"336",0
"337",0
"338",0
"339",0
"340",0
"341",0
"342",0
"343",0
"344",0
"345",0
"346",0
"347",0
"348",0
"349",0
"350",0
"351",0
"352",0
"353",0
"354",0
"355",0
"356",0
"357",0
"358",0
"359",0
"360",0
"361",0
"362",1
"363",1
"364",1
"365",1
"366",1
"367",1
"368",1
"369",1
"370",1
"371",1
"372",1
"373",1
"374",1
"375",1
"376",1
"377",1
"378",1
"379",1
"380",1
"381",1
"382",1
"383",1
"384",1
