"","value"
"1",3958.043
"2",3369.694
"3",3485.242
"4",3437.691
"5",3702.352
"6",3817.61
"7",2875.578
"8",3054.686
"9",4724.15
"10",3834.007
"11",3076.773
"12",2965.759
"13",3461.708
"14",3141.01
"15",3371.237
"16",2988.425
"17",3607.541
"18",2946.083
"19",2709.2
"20",3294.848
"21",3556.615
"22",3653.934
"23",3846.064
"24",3713.637
"25",4252.313
"26",3657.503
"27",3639.37
"28",3197.722
"29",3112.749
"30",2353.684
"31",2843.652
"32",2194.926
"33",2689.428
"34",2950.906
"35",2247.877
"36",2628.279
"37",2491.126
"38",2792.63
"39",3321.469
"40",3058.062
"41",2889.853
"42",2495.273
"43",1648.823
"44",1981.963
"45",2411.072
"46",3035.203
"47",3556.133
"48",3261.959
"49",2377.893
"50",2394.964
"51",2499.999
"52",2610.242
"53",2743.633
"54",2744.116
"55",2338.637
"56",2494.984
"57",2474.44
"58",2446.373
"59",2963.059
"60",2732.252
"61",2205.15
"62",2681.808
"63",2580.535
"64",2954.378
"65",3025.944
"66",2902.777
"67",2642.457
"68",2860.242
"69",2665.412
"70",2306.905
"71",1848.09
"72",2569.54
"73",2503.954
"74",2438.753
"75",2211.13
