"","value"
"1",96.4
"2",104.1
"3",102
"4",100.3
"5",96.4
"6",87.3
"7",85.1
"8",87.9
"9",89.8
"10",96.3
"11",99.5
"12",95.6
"13",97.3
"14",97.8
"15",94.5
"16",90.2
"17",85.6
"18",77.5
"19",73.4
"20",76.6
"21",76.8
"22",85.3
"23",85.9
"24",82.9
"25",84.5
"26",84.5
"27",82.3
"28",78.3
"29",74.6
"30",68.7
"31",71.9
"32",74.1
"33",74.9
"34",82.4
"35",83.3
"36",80.1
"37",80.5
"38",83
"39",82.7
"40",81.5
"41",78.3
"42",71.6
"43",75.4
"44",78.6
"45",79.8
"46",84.8
"47",87.5
"48",86.5
"49",92
"50",98.8
"51",104.9
"52",104.8
"53",99.2
"54",91.7
"55",100.6
"56",106.1
"57",110.3
"58",117
"59",123.1
"60",122.9
"61",127.5
"62",128.4
"63",129.5
"64",131.9
"65",120.1
"66",109.1
"67",118.3
