"","value"
"1",3.733
"2",3.667
"3",3.767
"4",3.833
"5",4.667
"6",5.867
"7",6.7
"8",6.967
"9",6.4
"10",5.567
"11",4.633
"12",4.233
"13",3.5
"14",3.1
"15",3.167
"16",3.367
"17",3.067
"18",2.967
"19",3.233
"20",2.833
"21",2.7
"22",2.567
"23",2.733
"24",3.7
"25",5.267
"26",5.8
"27",5.967
"28",5.333
"29",4.733
"30",4.4
"31",4.1
"32",4.233
"33",4.033
"34",4.2
"35",4.133
"36",4.133
"37",3.933
"38",4.1
"39",4.233
"40",4.933
"41",6.3
"42",7.367
"43",7.333
"44",6.367
"45",5.833
"46",5.1
"47",5.267
"48",5.6
"49",5.133
"50",5.233
"51",5.533
"52",6.267
"53",6.8
"54",7
"55",6.767
"56",6.2
"57",5.633
"58",5.533
"59",5.567
"60",5.533
"61",5.767
"62",5.733
"63",5.5
"64",5.567
"65",5.467
"66",5.2
"67",5
"68",4.967
"69",4.9
"70",4.667
"71",4.367
"72",4.1
"73",3.867
"74",3.833
"75",3.767
"76",3.7
"77",3.833
"78",3.833
"79",3.8
"80",3.9
"81",3.733
"82",3.567
"83",3.533
"84",3.4
"85",3.4
"86",3.433
"87",3.567
"88",3.567
"89",4.167
"90",4.767
"91",5.167
"92",5.833
"93",5.933
"94",5.9
"95",6.033
"96",5.933
"97",5.767
"98",5.7
"99",5.567
"100",5.367
"101",4.933
"102",4.933
"103",4.8
"104",4.767
"105",5.133
"106",5.2
"107",5.633
"108",6.6
"109",8.267
"110",8.867
"111",8.467
"112",8.3
"113",7.733
"114",7.567
"115",7.733
"116",7.767
"117",7.5
"118",7.133
"119",6.9
"120",6.667
"121",6.333
"122",6
"123",6.033
"124",5.9
"125",5.867
"126",5.7
"127",5.867
"128",5.967
"129",6.3
"130",7.333
"131",7.667
"132",7.4
"133",7.433
"134",7.4
"135",7.4
"136",8.233
"137",8.833
"138",9.433
"139",9.9
"140",10.667
"141",10.367
"142",10.133
"143",9.367
"144",8.533
"145",7.867
"146",7.433
"147",7.433
"148",7.3
"149",7.233
"150",7.3
"151",7.2
"152",7.033
"153",7.033
"154",7.167
"155",6.967
"156",6.833
"157",6.6
"158",6.267
"159",6
"160",5.833
"161",5.7
"162",5.467
"163",5.5
"164",5.3
"165",5.233
"166",5.267
"167",5.267
"168",5.3
"169",5.3
"170",5.333
"171",5.6
"172",5.9
"173",6.5
"174",6.833
