"","value"
"1",4.01
"2",4.05
"3",6.15
"4",4.25
"5",4.66
"6",4.1
"7",4.17
"8",5.3
"9",3.45
"10",3.74
"11",3.89
"12",6.03
"13",4.55
"14",3.54
"15",3.88
"16",2.88
"17",4.12
"18",3.4
"19",2.9
"20",3.36
"21",4.25
"22",2.41
"23",4.03
"24",3.5
"25",2.18
"26",1.76
"27",5.5
"28",3.25
"29",3.73
"30",2.45
"31",5.33
"32",3.4
"33",4.04
"34",3.23
"35",2.71
"36",2.9
"37",2.96
"38",3.39
"39",4.33
"40",4.54
"41",2.65
"42",1.01
"43",5.44
"44",1.99
"45",3.22
"46",2.52
"47",4.33
"48",3.85
"49",2.26
"50",2.05
"51",3.42
"52",2.38
"53",2.17
"54",3.78
"55",3.15
"56",5.89
"57",2.68
"58",3.31
"59",3.83
"60",2.38
"61",0.73
"62",2.54
"63",2.13
"64",3.89
"65",3.46
"66",1.79
"67",3.54
"68",2.68
"69",3.44
"70",2.78
"71",2.25
"72",3.02
"73",2.05
"74",2.65
