"","value"
"1",64
"2",63
"3",57
"4",63
"5",57
"6",58
"7",65
"8",74
"9",61
"10",50
"11",60
"12",58
"13",64
"14",59
"15",55
"16",64
"17",54
"18",53
"19",60
"20",57
"21",63
"22",63
"23",60
"24",62
"25",61
"26",56
"27",63
"28",65
"29",60
"30",62
"31",64
"32",58
"33",63
"34",53
"35",63
"36",53
"37",60
"38",61
"39",58
"40",57
"41",55
"42",54
"43",58
"44",58
"45",58
"46",59
"47",55
"48",55
"49",62
"50",54
"51",55
"52",65
"53",67
"54",66
"55",59
"56",55
"57",50
"58",54
"59",57
"60",58
"61",61
"62",62
"63",66
"64",63
"65",63
"66",58
"67",59
"68",60
"69",63
"70",64
"71",60
"72",62
"73",58
"74",60
"75",60
"76",64
"77",58
"78",59
"79",58
"80",60
"81",62
"82",56
"83",52
"84",63
"85",57
"86",59
"87",57
"88",63
"89",59
"90",63
"91",60
"92",54
"93",55
"94",55
"95",53
"96",62
"97",62
"98",62
"99",50
"100",58
