"","value"
"1",78
"2",62
"3",26
"4",100
"5",121
"6",97
"7",102
"8",85
"9",214
"10",245
"11",268
"12",221
"13",252
"14",195
"15",93
"16",145
"17",142
"18",126
"19",104
"20",45
"21",76
"22",126
"23",150
"24",154
"25",71
"26",81
"27",145
"28",116
"29",171
"30",150
"31",171
"32",62
"33",64
"34",52
"35",145
"36",123
"37",126
"38",100
"39",102
"40",145
"41",102
"42",50
"43",66
"44",28
"45",100
"46",52
"47",76
"48",38
"49",59
"50",71
"51",76
"52",95
"53",126
"54",197
"55",100
"56",64
"57",102
"58",123
"59",100
"60",76
"61",90
"62",90
"63",74
"64",78
"65",97
"66",142
"67",150
"68",123
"69",107
"70",85
"71",81
"72",95
"73",197
"74",242
"75",290
"76",195
"77",133
"78",266
"79",173
"80",109
"81",102
"82",102
"83",192
"84",171
"85",76
"86",140
"87",114
"88",116
"89",126
"90",176
"91",344
"92",145
"93",166
"94",38
"95",135
"96",76
"97",88
"98",121
"99",50
"100",95
"101",74
"102",76
"103",88
"104",97
"105",140
"106",45
"107",145
"108",76
"109",100
"110",66
"111",40
"112",55
"113",74
"114",21
"115",81
"116",78
"117",55
"118",97
"119",76
"120",123
"121",52
"122",83
"123",57
"124",17
"125",78
"126",55
"127",71
"128",62
"129",88
"130",17
"131",78
"132",142
"133",97
"134",128
"135",221
"136",195
"137",128
"138",190
"139",52
"140",95
"141",74
"142",97
"143",100
"144",100
"145",62
"146",78
"147",33
"148",9
"149",81
"150",74
"151",132
"152",46
"153",104
"154",69
"155",79
"156",54
"157",63
"158",41
"159",36
"160",53
"161",56
"162",70
"163",85
"164",62
"165",69
"166",70
"167",138
"168",66
"169",103
"170",48
"171",38
"172",88
"173",99
"174",45
"175",95
"176",93
"177",61
"178",96
"179",74
"180",50
"181",103
"182",55
"183",66
"184",96
"185",82
"186",63
"187",55
"188",80
"189",80
"190",62
"191",53
"192",121
"193",97
"194",95
"195",55
"196",68
"197",73
"198",81
"199",86
"200",69
"201",49
"202",72
"203",82
"204",108
"205",72
"206",97
"207",144
"208",118
"209",121
"210",86
"211",78
"212",90
"213",84
"214",106
"215",112
"216",94
"217",68
"218",74
"219",100
"220",132
"221",135
"222",74
"223",44
"224",97
"225",113
"226",77
"227",81
"228",100
"229",137
"230",110
"231",119
"232",99
"233",110
"234",70
"235",68
"236",107
"237",108
"238",127
"239",107
"240",77
"241",109
"242",107
"243",86
"244",57
"245",139
"246",139
"247",182
"248",202
"249",96
"250",169
"251",207
"252",229
"253",143
"254",95
"255",93
"256",75
"257",98
"258",75
"259",156
"260",185
"261",175
"262",165
"263",156
"264",144
"265",122
"266",104
"267",155
"268",176
"269",125
"270",71
"271",122
"272",123
"273",134
"274",182
"275",100
"276",131
"277",167
"278",187
"279",222
"280",182
"281",192
"282",202
"283",96
"284",88
"285",71
"286",50
"287",92
"288",115
"289",114
"290",104
"291",64
"292",58
"293",53
"294",71
"295",99
"296",81
"297",71
"298",94
"299",59
"300",71
"301",84
"302",90
"303",98
"304",78
"305",59
"306",90
"307",53
"308",91
"309",49
"310",52
"311",61
"312",57
"313",81
"314",68
"315",60
"316",86
"317",103
"318",61
"319",41
"320",112
"321",105
"322",62
"323",109
"324",80
"325",97
"326",77
"327",93
"328",99
"329",100
"330",87
"331",97
"332",76
"333",60
"334",90
"335",113
"336",119
"337",103
"338",93
"339",61
"340",69
"341",93
"342",72
"343",87
"344",32
"345",82
"346",90
"347",52
"348",44
"349",23
"350",51
"351",53
"352",69
"353",80
"354",55
"355",67
"356",102
"357",81
"358",81
"359",28
"360",83
"361",117
"362",138
"363",149
"364",132
"365",55
"366",35
"367",51
"368",95
"369",96
"370",113
"371",113
"372",92
"373",109
"374",99
"375",108
"376",107
"377",96
"378",145
"379",95
"380",123
"381",141
"382",136
"383",145
"384",161
"385",122
"386",110
"387",89
"388",128
"389",93
"390",27
"391",69
"392",99
"393",43
"394",39
"395",31
"396",40
"397",60
"398",47
"399",55
"400",39
"401",13
"402",69
"403",92
"404",51
"405",96
"406",86
"407",105
"408",120
"409",86
"410",42
"411",89
"412",110
"413",94
"414",71
"415",132
"416",135
"417",116
"418",132
"419",108
"420",143
"421",118
"422",123
"423",126
"424",104
"425",44
"426",23
"427",97
"428",95
"429",92
"430",134
"431",142
"432",122
"433",137
"434",134
"435",175
"436",90
"437",125
"438",113
"439",37
"440",78
"441",114
"442",143
"443",150
"444",149
"445",134
"446",164
"447",211
"448",170
"449",122
"450",119
"451",169
"452",103
"453",101
"454",128
"455",119
"456",66
"457",81
"458",122
"459",128
"460",58
"461",89
"462",87
"463",61
"464",99
"465",77
"466",95
"467",74
"468",62
"469",79
"470",71
"471",87
"472",111
"473",118
"474",33
"475",59
"476",84
"477",77
"478",29
"479",78
"480",84
"481",61
"482",80
"483",92
"484",61
"485",37
"486",45
"487",58
"488",44
"489",89
"490",115
"491",124
"492",38
"493",116
"494",73
"495",121
"496",108
"497",120
"498",165
"499",183
"500",220
"501",97
"502",124
"503",114
"504",131
"505",132
"506",106
"507",106
"508",128
"509",116
"510",97
"511",102
"512",93
"513",65
"514",96
"515",68
"516",81
"517",91
"518",77
"519",44
"520",82
"521",93
"522",111
"523",110
"524",85
"525",51
"526",68
"527",92
"528",92
"529",63
"530",78
"531",88
"532",82
"533",105
"534",122
"535",97
"536",104
"537",85
"538",106
"539",96
"540",67
"541",95
"542",109
"543",141
"544",135
"545",117
"546",123
"547",95
"548",39
"549",131
"550",90
"551",127
"552",94
"553",97
"554",101
"555",80
"556",89
"557",84
"558",58
"559",80
"560",48
"561",59
"562",50
"563",85
"564",72
"565",29
"566",88
"567",90
"568",101
"569",104
"570",127
"571",123
"572",147
"573",155
"574",157
"575",151
"576",141
"577",149
"578",84
"579",36
"580",58
"581",47
"582",60
"583",66
"584",110
"585",131
"586",80
"587",100
"588",96
"589",100
"590",89
"591",106
"592",116
"593",118
"594",107
"595",120
"596",129
"597",136
"598",98
"599",120
"600",38
"601",80
"602",77
"603",76
"604",88
"605",102
"606",122
"607",106
"608",78
"609",103
"610",105
"611",109
"612",100
"613",105
"614",156
"615",108
"616",88
"617",84
"618",102
"619",138
"620",163
"621",142
"622",102
"623",84
"624",81
"625",85
"626",108
"627",115
"628",126
"629",79
"630",59
"631",59
"632",92
"633",103
"634",83
"635",109
"636",122
"637",116
"638",110
"639",115
"640",137
"641",129
"642",84
"643",83
"644",108
"645",109
"646",85
"647",103
"648",112
"649",111
"650",70
"651",70
"652",70
"653",39
"654",102
"655",85
"656",117
"657",106
"658",99
"659",43
"660",91
"661",26
"662",105
"663",86
"664",67
"665",94
"666",88
"667",28
"668",68
"669",82
"670",88
"671",41
"672",60
"673",84
"674",97
"675",103
"676",96
"677",102
"678",115
"679",155
"680",94
"681",121
"682",106
"683",67
"684",135
"685",136
"686",168
"687",134
"688",144
"689",111
"690",143
"691",172
"692",63
"693",111
"694",134
"695",106
"696",146
"697",121
"698",99
"699",88
"700",106
"701",98
"702",92
"703",114
"704",87
"705",108
"706",122
"707",47
"708",69
"709",77
"710",83
"711",98
"712",111
"713",109
"714",84
"715",81
"716",79
"717",95
"718",65
"719",77
"720",91
"721",124
"722",123
"723",75
"724",42
"725",94
"726",102
"727",92
"728",79
"729",77
"730",85
"731",117
"732",129
"733",125
"734",140
"735",145
"736",112
"737",145
"738",102
"739",23
"740",41
"741",60
"742",72
"743",116
"744",118
"745",31
"746",83
"747",111
"748",89
"749",43
"750",82
"751",57
"752",62
"753",78
"754",81
"755",48
"756",90
"757",64
"758",84
"759",102
"760",108
"761",142
"762",115
"763",92
"764",97
"765",79
"766",84
"767",73
"768",78
"769",68
"770",98
"771",63
"772",76
"773",52
"774",83
"775",65
"776",51
"777",52
"778",76
"779",74
"780",80
"781",49
"782",69
"783",52
