"","value"
"1",3651
"2",3645
"3",3626
"4",3634
"5",3620.5
"6",3607
"7",3589
"8",3590
"9",3622
"10",3634
"11",3616
"12",3634
"13",3631
"14",3613
"15",3576
"16",3537
"17",3547
"18",3540
"19",3543
"20",3568
"21",3566
"22",3566
"23",3555
"24",3581
"25",3578
"26",3587
"27",3599
"28",3584
"29",3585
"30",3593
"31",3593
"32",3603
"33",3622
"34",3630
"35",3642
"36",3635
"37",3645
"38",3636
"39",3649
"40",3674
"41",3672
"42",3665
"43",3688
"44",3681
"45",3693
"46",3698
"47",3662
"48",3625
"49",3643
"50",3648
"51",3640
"52",3664
"53",3662
"54",3684
"55",3678
"56",3711
"57",3704
"58",3685
"59",3694
"60",3670
"61",3674
"62",3688
"63",3686
"64",3684
"65",3678
"66",3684
"67",3697
"68",3702
"69",3704
"70",3710
"71",3719
"72",3734
"73",3730
"74",3741
"75",3764
"76",3743
"77",3717
"78",3726
"79",3752
"80",3755
"81",3745
"82",3762
"83",3758
"84",3776
"85",3794
"86",3776
"87",3757
"88",3784
"89",3799
"90",3804
"91",3821
"92",3866
"93",3850
"94",3849
"95",3842
"96",3867
"97",3870
"98",3870
"99",3884
"100",3892
"101",3914
"102",3913
"103",3895
"104",3926
"105",3945
"106",3978
"107",3964
"108",3976
"109",3968
"110",3871
"111",3906
"112",3906
"113",3932
"114",3895
"115",3895
"116",3904
"117",3928
"118",3937
"119",3923
"120",3888
"121",3900
"122",3912
"123",3892
"124",3840
"125",3839
"126",3832
"127",3809
"128",3832
"129",3824
"130",3832
"131",3856
"132",3852
"133",3853
"134",3831
"135",3863
"136",3863
"137",3850
"138",3848
"139",3865
"140",3896
"141",3865
"142",3863
"143",3869
"144",3821
"145",3775
"146",3762
"147",3699
"148",3627
"149",3636
"150",3675
"151",3680
"152",3693
"153",3674
"154",3689
"155",3682
"156",3662
"157",3663
"158",3662
"159",3620
"160",3620
"161",3599
"162",3653
"163",3649
"164",3700
"165",3684
"166",3668
"167",3682
"168",3701
"169",3714
"170",3698
"171",3696
"172",3670
"173",3629
"174",3656
"175",3629
"176",3653
"177",3660
"178",3672
"179",3721
"180",3733
"181",3759
"182",3766
"183",3742
"184",3745
"185",3755
"186",3754
"187",3757
"188",3757.5
"189",3758
"190",3761
"191",3759
"192",3772
"193",3768
"194",3756
"195",3749
"196",3753
"197",3773
"198",3815
"199",3790
"200",3811
"201",3777
"202",3742
"203",3708
"204",3725
"205",3699
"206",3637
"207",3686
"208",3670
"209",3667
"210",3625
"211",3647
"212",3649.5
"213",3652
"214",3674
"215",3688
"216",3709
"217",3703
"218",3703
"219",3704
"220",3739
"221",3754
"222",3755
"223",3748
"224",3727
"225",3732
"226",3735
"227",3742
"228",3736
"229",3720
"230",3731
"231",3764
"232",3798
"233",3796
"234",3793
"235",3766
"236",3747
"237",3754
"238",3756
"239",3767
"240",3751
"241",3769
"242",3760
"243",3785
"244",3776
"245",3755
"246",3755
"247",3751
"248",3776
"249",3847
"250",3830
"251",3881
"252",3899
"253",3917
"254",3913
"255",3901
"256",3886
"257",3892.5
"258",3899
"259",3886
"260",3908
"261",3875
"262",3860
"263",3880
"264",3895
"265",3954
"266",3933
"267",3937
"268",3869
"269",3852
"270",3837
"271",3832
"272",3849
"273",3863
"274",3878
"275",3855
"276",3843
"277",3847
"278",3801
"279",3787
"280",3776
"281",3797
"282",3821
"283",3877
"284",3875
"285",3890
"286",3910
"287",3924
"288",3918
"289",3936
"290",3911
"291",3891
"292",3855
"293",1962.2
"294",1977.1
"295",1968.4
"296",1952
"297",1962.5
"298",1967.8
"299",1939.5
"300",1931.4
"301",1941.5
"302",1938.3
"303",1912.9
"304",1903.6
"305",1902.6
"306",1925.5
"307",1924.1
"308",1925.2
"309",1919.3
"310",1928.6
"311",1946.5
"312",1943
"313",1942.3
"314",1951.4
"315",1964.4
"316",1972.7
"317",1977
"318",1998.5
"319",2018.8
"320",2022.5
"321",2026.2
"322",2039.8
"323",2028
"324",2038.6
"325",2062
"326",2074.1
"327",2085.5
"328",2075.5
"329",2051.7
"330",2060.4
"331",2061.4
"332",2046.9
"333",2055.7
"334",2068.3
"335",2076.3
"336",2112.2
"337",2132.4
"338",2125.3
"339",2108.4
"340",2101.6
"341",2079.9
"342",2054.2
"343",2050.8
"344",2042.9
"345",2052.4
"346",2074
"347",2082.9
"348",2083.8
"349",2104.3
"350",2108
"351",2083.2
"352",2049.3
"353",2009.6
"354",2032.4
"355",2042
"356",2043.1
"357",2010.3
"358",2009.4
"359",2005.4
"360",2047.3
"361",2047.4
"362",2053.7
"363",2073.9
"364",2096
"365",2095.7
"366",2084.9
"367",2094.5
"368",2086.6
"369",2069.9
"370",2074.8
"371",2080.2
"372",2076
"373",2067
"374",2053.2
"375",2068.8
"376",2089.2
"377",2126.9
"378",2154.5
"379",2173.6
"380",2174.3
"381",2193.4
"382",2200.3
"383",2186
"384",2198.6
"385",2206.7
"386",2195.6
"387",2177.5
"388",2206.4
"389",2238.2
"390",2232.1
"391",2248.2
"392",2266.2
"393",2250.3
"394",2224.5
"395",2221.9
"396",2250.7
"397",2259.9
"398",2310.8
"399",2310.1
"400",2312.1
"401",2340.6
"402",2332.8
"403",2281.1
"404",2305.4
"405",2270.9
"406",2234.3
"407",2241.4
"408",2238.6
"409",2234
"410",2249
"411",2240.9
"412",2223.2
"413",2178.5
"414",2202.5
"415",2218.9
"416",2197
"417",2148.8
"418",2180.1
"419",2181.7
"420",2154
"421",2151.4
"422",2116.8
"423",2144.7
"424",2171.7
"425",2146.8
"426",2155.1
"427",2153.1
"428",2179.3
"429",2172.5
"430",2173.5
"431",2164.4
"432",2163.5
"433",2140.5
"434",2140.8
"435",2180.9
"436",2169.8
"437",2151.6
"438",2108.9
"439",2100.8
"440",2092.4
"441",2053.1
"442",2050
"443",2084.1
"444",2087.4
"445",2082
"446",2076
"447",2095.1
"448",2114.7
"449",2095
"450",2080.6
"451",2095.9
"452",2061.4
"453",2046.6
"454",2029.6
"455",2042.5
"456",2069.4
"457",2059.7
"458",2069.1
"459",2066.1
"460",2047.9
"461",2044.2
"462",2018.4
"463",1988.1
"464",2004.3
"465",2009.3
"466",2008.2
"467",2034.6
"468",2041.4
"469",2070
"470",2110.9
"471",2096
"472",2107.8
"473",2093.7
"474",2103.9
"475",2121
"476",2132.4
"477",2105.9
"478",2096.9
"479",2102.2
"480",2091.8
"481",2081.8
"482",2097.2
"483",2077
"484",2078.6
"485",2072.5
"486",2070.2
"487",2079.7
"488",2076.7
"489",2069.4
"490",2076.6
"491",2074.4
"492",2056
"493",2051.2
"494",2024.4
"495",1993.6
"496",2010.9
"497",2022.5
"498",2017.9
"499",1957.4
"500",1974.4
"501",1975.1
"502",1989.1
"503",1965.8
"504",1987.1
"505",2003.4
"506",1991.2
"507",1962.2
"508",1964.9
"509",1961.2
"510",1972.9
"511",1978.6
"512",2007.7
"513",2058
"514",2072.3
"515",2077.4
"516",2078.6
"517",2049.2
"518",2052.5
"519",2048.3
"520",2041.3
"521",2041.7
"522",2042.1
"523",2061.5
"524",2082.1
"525",2086.9
"526",2072.3
"527",2083.5
"528",2091.9
"529",2081.1
"530",2086.8
"531",2076.5
"532",2062.8
"533",2052
"534",2055.9
"535",2040
"536",2059.5
"537",2066.8
"538",2061.3
"539",2063.6
"540",2051.6
"541",2061.1
"542",2077.8
"543",2077.2
"544",2111.8
"545",2116.5
"546",2122.1
"547",2105.5
"548",2107
"549",2095.5
"550",2103.6
"551",2104.4
"552",2089.1
"553",2070.6
"554",2032.9
"555",2043.6
"556",2050.5
"557",2050.8
"558",2059
"559",2049.1
"560",2045.1
"561",2026.6
"562",2028.2
"563",2027.7
"564",2030
"565",2013.8
"566",2014.2
"567",2030.6
"568",2028.7
"569",2030.9
"570",1998
"571",1979.8
"572",1976.3
"573",1967.5
"574",1988
"575",2003.6
"576",2002.6
"577",1998.9
"578",2006
"579",2014.2
"580",2003.4
"581",2013.4
"582",2016.3
"583",2034.6
"584",2034.2
