"","value"
"1",78
"2",159
"3",29
"4",104
"5",82
"6",148
"7",28
"8",256
"9",355
"10",49
"11",214
"12",12
"13",34
"14",285
"15",9
"16",23
"17",85
"18",161
"19",NA
"20",44
"21",100
"22",152
"23",38
"24",5
"25",24
"26",127
"27",15
"28",27
"29",81
"30",105
"31",75
"32",21
"33",30
"34",337
"35",34
"36",11
"37",59
"38",48
"39",116
"40",23
"41",161
"42",234
"43",147
"44",70
"45",19
"46",123
"47",383
"48",37
"49",158
"50",151
"51",27
"52",31
"53",55
"54",33
"55",29
"56",67
"57",261
"58",97
"59",27
"60",90
"61",119
"62",173
"63",101
"64",90
"65",17
"66",30
"67",50
"68",157
"69",67
"70",10
"71",39
"72",254
"73",207
"74",10
"75",70
"76",162
"77",144
"78",4
"79",77
"80",83
"81",424
"82",51
"83",74
"84",189
"85",133
"86",0
"87",48
"88",125
"89",91
"90",51
"91",122
"92",309
