"","value"
"1",57125
"2",53656
"3",61816
"4",72113
"5",76651
"6",85513
"7",95164
"8",102404
"9",109150
"10",117914
"11",115783
"12",110467
"13",100353
"14",103682
"15",111508
"16",120124
"17",137366
"18",147941
"19",143375
"20",162921
"21",181706
"22",210389
"23",235477
"24",270215
"25",283718
"26",275028
"27",276044
"28",313926
"29",343410
"30",351831
"31",396346
"32",442046
"33",472071
"34",522419
"35",553727
"36",633078
"37",689352
"38",719957
"39",728070
"40",798858
"41",848723
"42",883749
"43",947018
"44",1011515
"45",1085696
"46",1157442
"47",1250536
"48",1317001
"49",1435398
"50",1553829
"51",1641731
