"","value"
"1",33400
"2",35300
"3",35800
"4",39400
"5",39600
"6",38600
"7",40000
"8",48300
"9",60400
"10",76400
"11",84000
"12",91500
"13",69600
"14",74100
"15",85100
"16",84700
"17",93100
"18",97000
"19",94900
"20",97000
"21",103095
"22",90367
"23",75820
"24",58049
"25",55601
"26",65054
"27",72247
"28",82481
"29",90446
"30",84670
"31",90494
"32",99678
"33",124540
"34",157910
"35",191592
"36",210104
"37",211945
"38",208509
"39",231323
"40",257562
"41",256484
"42",284769
"43",328404
"44",345498
"45",364593
"46",364841
"47",397960
"48",419238
"49",441134
"50",447334
"51",483663
"52",503734
"53",520097
"54",560325
"55",590503
"56",632410
"57",684884
"58",749857
"59",793927
"60",864202
"61",929095
"62",974126
