"","value"
"1",0
"2",0
"3",0
"4",0
"5",2149
"6",4627
"7",4523
"8",6030
"9",2684
"10",3373
"11",446
"12",133
"13",17
"14",56
"15",58
"16",0
"17",6
"18",25
"19",30
"20",0
"21",0
"22",548
"23",461
"24",1638
"25",1524
"26",2338
"27",1473
"28",3287
"29",1367
"30",617
"31",936
"32",112
"33",91
"34",0
"35",0
"36",0
"37",1
"38",47
"39",8
"40",0
"41",77
"42",598
"43",6814
"44",1537
"45",1296
"46",451
"47",1863
"48",2408
"49",358
"50",847
"51",14
"52",0
"53",62
"54",4
"55",39
"56",0
"57",0
"58",107
"59",172
"60",828
"61",1216
"62",2109
"63",3460
"64",2438
"65",3234
"66",1574
"67",7445
"68",2019
"69",672
"70",0
"71",0
"72",0
"73",0
"74",33
"75",26
"76",32
"77",0
"78",321
"79",230
"80",392
"81",253
"82",324
"83",1369
"84",1252
"85",977
"86",1336
"87",1450
"88",2520
"89",3057
"90",302
"91",166
"92",20
"93",27
"94",70
"95",4
"96",38
"97",5
"98",48
"99",115
"100",364
"101",1034
"102",1295
"103",2383
"104",2435
"105",2535
"106",1701
"107",1601
"108",580
"109",460
"110",363
"111",0
"112",106
"113",80
"114",0
"115",303
"116",755
"117",536
"118",802
"119",688
"120",1244
"121",1662
"122",5050
"123",926
"124",3011
"125",1461
"126",526
"127",107
"128",136
"129",0
"130",0
"131",8
"132",10
"133",418
"134",616
"135",1319
"136",396
"137",1636
"138",1249
"139",975
"140",813
"141",699
"142",1908
"143",952
"144",477
"145",206
"146",121
"147",39
"148",70
"149",162
"150",3
"151",170
"152",300
"153",417
"154",623
"155",1061
"156",1852
"157",1766
"158",2681
"159",2577
"160",2333
"161",1383
"162",5915
"163",1241
"164",38
"165",108
"166",10
"167",2
"168",65
"169",128
"170",6
"171",71
"172",336
"173",343
"174",991
"175",1709
"176",766
"177",749
"178",6267
"179",3750
"180",4393
"181",1527
"182",5520
"183",756
"184",1166
"185",1294
"186",206
"187",253
"188",233
"189",1024
"190",185
"191",112
"192",521
"193",287
"194",650
"195",1254
"196",1977
"197",976
"198",2880
"199",2505
"200",1394
"201",2233
"202",629
"203",683
"204",397
"205",725
"206",14
"207",7
"208",146
"209",285
"210",694
"211",558
"212",1221
"213",901
"214",1754
"215",2066
"216",1311
"217",452
"218",3092
"219",3747
"220",541
"221",1606
"222",884
"223",675
"224",1037
"225",1804
"226",765
"227",733
"228",981
"229",581
"230",311
"231",1313
"232",946
"233",755
"234",951
"235",422
"236",330
"237",188
"238",1643
"239",1178
"240",1861
"241",1717
"242",1031
"243",2973
"244",2225
"245",1983
"246",1745
"247",1321
"248",1942
"249",433
"250",2009
"251",254
"252",248
"253",2511
"254",2404
"255",1652
"256",2657
"257",4169
"258",2525
"259",1907
"260",1498
"261",1197
"262",3238
"263",476
"264",819
"265",1094
"266",1238
"267",1167
"268",2082
"269",3168
"270",1645
"271",3892
"272",4603
"273",2717
"274",2162
"275",1998
"276",3547
"277",2825
"278",4377
"279",1189
"280",1460
"281",279
"282",188
"283",1190
"284",450
"285",2189
"286",1276
"287",2174
"288",2737
"289",2822
"290",2460
"291",1793
"292",603
"293",509
"294",1194
"295",2047
"296",1601
"297",631
"298",1717
"299",1560
"300",2512
"301",2617
"302",4033
"303",8103
"304",7991
"305",10546
"306",5230
"307",10857
"308",3167
"309",2164
"310",1405
"311",389
"312",0
"313",156
"314",2
"315",676
"316",652
"317",2622
"318",763
"319",2109
