"","value"
"1",5.81
"2",5.76
"3",5.99
"4",6.12
"5",6.03
"6",6.25
"7",5.8
"8",5.67
"9",5.89
"10",5.91
"11",5.86
"12",6.07
"13",6.27
"14",6.68
"15",6.77
"16",6.71
"17",6.62
"18",6.5
"19",5.89
"20",6.05
"21",6.43
"22",6.47
"23",6.62
"24",6.77
"25",6.7
"26",6.95
"27",6.73
"28",7.07
"29",7.28
"30",7.32
"31",6.76
"32",6.93
"33",6.99
"34",7.16
"35",7.28
"36",7.08
"37",7.34
"38",7.87
"39",6.28
"40",6.3
"41",6.36
"42",6.28
"43",5.89
"44",6.04
"45",5.96
"46",6.1
"47",6.26
"48",6.02
"49",6.25
"50",6.41
"51",6.22
"52",6.57
"53",6.18
"54",6.26
"55",6.1
"56",6.02
"57",6.06
"58",6.35
"59",6.21
"60",6.48
"61",6.74
"62",6.53
"63",6.8
"64",6.75
"65",6.56
"66",6.66
"67",6.18
"68",6.4
"69",6.43
"70",6.54
"71",6.44
"72",6.64
"73",6.82
"74",6.97
"75",7
"76",6.91
"77",6.74
"78",6.98
"79",6.37
"80",6.56
"81",6.63
"82",6.87
"83",6.68
"84",6.75
"85",6.84
"86",7.15
"87",7.09
"88",6.97
"89",7.15
