"","value"
"1",0.5
"2",2.65
"3",0.97
"4",2.4
"5",0.16
"6",0.47
"7",1.55
"8",4.12
"9",-0.59
"10",2.06
"11",2.17
"12",4.1
"13",2.31
"14",1.33
"15",1.57
"16",0
"17",1.03
"18",1.4
"19",2.39
"20",1.23
"21",0.36
"22",0.36
"23",0.24
"24",-0.12
"25",0.96
"26",1.91
"27",2.11
"28",1.15
"29",2.38
"30",1.77
"31",1.96
"32",-1.07
"33",3.78
"34",1.35
"35",2.05
"36",0.6
"37",1.2
"38",0.79
"39",0.69
"40",-0.1
"41",2.04
"42",2.1
"43",2.34
"44",1.64
"45",2.7
"46",0.96
"47",1.65
"48",0.43
"49",0.42
"50",1.86
"51",0.25
"52",0.08
"53",1.16
"54",1.23
"55",0.57
"56",1.04
"57",1.59
"58",1.25
"59",1.55
"60",0.68
"61",0.98
"62",1.42
"63",1.62
"64",2.83
"65",0.99
"66",1.75
"67",1.72
"68",2.3
"69",2.05
"70",2.85
"71",2.83
"72",2.14
"73",2.76
"74",2.62
"75",2.95
"76",-0.17
"77",1.05
"78",2.35
"79",1.12
"80",2.85
"81",1.9
"82",1.51
"83",1.59
"84",0.15
"85",2.39
"86",2.05
"87",1.45
"88",1.7
"89",2.9
"90",1.72
"91",1.64
"92",0.55
"93",3.39
"94",1.52
"95",1.98
"96",1.7
"97",2.45
"98",1.9
"99",3.95
"100",3.58
"101",2.56
"102",4.08
"103",2.4
"104",2.47
"105",3.74
"106",3.9
"107",2.84
"108",1
"109",2.62
"110",2.74
"111",2.96
"112",2.39
"113",2.51
"114",1.84
"115",3.42
"116",2.62
"117",3.02
"118",2.76
"119",2.16
"120",2.32
"121",2.59
"122",3.24
"123",3.38
"124",1.55
"125",2.93
"126",3.1
"127",2.35
