"","value"
"1",117
"2",75
"3",83
"4",114
"5",64
"6",107
"7",112
"8",97
"9",80
"10",0
"11",57
"12",106
"13",77
"14",95
"15",31
"16",103
"17",121
"18",15
"19",31
"20",93
"21",122
"22",138
"23",144
"24",48
"25",134
"26",34
"27",118
"28",48
"29",131
"30",56
"31",107
"32",132
"33",127
"34",144
"35",129
"36",112
"37",94
"38",97
"39",110
"40",57
"41",48
"42",31
"43",132
"44",134
"45",112
"46",70
"47",103
"48",45
"49",86
"50",116
"51",68
"52",102
"53",115
"54",111
"55",112
"56",91
"57",110
"58",119
"59",142
"60",136
"61",101
"62",121
"63",107
"64",136
"65",107
"66",42
"67",64
"68",0
"69",33
"70",101
"71",118
"72",88
"73",101
"74",108
"75",100
"76",101
"77",119
"78",81
"79",47
"80",102
"81",94
"82",106
"83",134
"84",59
"85",71
"86",128
"87",85
"88",65
"89",120
"90",86
"91",129
"92",151
"93",174
"94",133
"95",131
"96",109
"97",167
"98",149
"99",119
"100",104
"101",82
"102",114
"103",102
"104",72
"105",38
"106",102
"107",61
"108",37
"109",107
"110",103
"111",108
"112",104
"113",111
"114",78
"115",116
"116",144
"117",122
"118",173
"119",118
"120",54
"121",53
"122",107
"123",97
"124",56
"125",6
"126",104
"127",124
"128",105
"129",114
"130",104
"131",68
"132",89
"133",46
"134",120
"135",124
"136",106
"137",132
"138",143
"139",63
"140",127
"141",131
"142",151
"143",95
"144",112
"145",49
"146",88
"147",103
"148",103
"149",116
"150",123
"151",115
"152",99
"153",88
"154",94
"155",114
"156",68
"157",99
"158",4
"159",89
"160",107
"161",108
"162",11
"163",121
"164",109
"165",129
"166",140
"167",159
"168",17
"169",126
"170",40
"171",134
"172",94
"173",80
"174",115
"175",102
"176",78
"177",125
"178",148
"179",116
"180",31
"181",44
"182",27
"183",135
"184",81
"185",25
"186",99
"187",79
"188",103
"189",95
"190",132
"191",96
"192",122
"193",120
"194",139
"195",59
"196",1
"197",91
"198",85
"199",84
"200",108
"201",111
"202",51
"203",97
"204",106
"205",122
"206",37
"207",80
"208",145
"209",108
"210",113
"211",81
"212",107
"213",107
"214",89
"215",42
"216",110
"217",120
"218",131
"219",135
"220",80
"221",131
"222",100
"223",79
"224",136
"225",131
"226",90
"227",63
"228",62
"229",104
"230",104
"231",110
"232",125
"233",96
"234",59
"235",113
"236",67
"237",111
"238",106
"239",113
"240",124
"241",126
"242",138
"243",153
"244",68
"245",73
"246",120
"247",119
"248",138
"249",18
"250",95
"251",136
"252",114
"253",124
"254",47
"255",101
"256",48
"257",91
"258",93
"259",94
"260",70
"261",79
"262",150
"263",105
"264",136
"265",121
"266",156
"267",91
"268",39
"269",72
"270",91
"271",40
"272",71
"273",93
"274",69
"275",89
"276",93
"277",104
