"","value"
"1",2412
"2",4080
"3",3195
"4",1368
"5",585
"6",147
"7",13
"8",2
"9",11
"10",7
"11",7
"12",6
"13",7
"14",6
"15",8
"16",2
"17",11
"18",9
"19",4
"20",8
"21",4
"22",11
"23",11
"24",7
"25",27
"26",75
"27",266
"28",570
"29",894
"30",1168
"31",572
"32",118
"33",38
"34",41
"35",171
"36",518
"37",767
"38",955
"39",1738
"40",1684
"41",916
"42",280
"43",57
"44",17
"45",14
"46",6
"47",5
"48",6
"49",25
"50",60
"51",188
"52",418
"53",575
"54",534
"55",196
"56",57
"57",7
"58",16
"59",33
"60",104
"61",507
"62",2076
"63",3885
"64",2477
"65",1136
"66",190
"67",31
"68",3
"69",3
"70",6
"71",4
"72",6
"73",23
"74",16
"75",28
"76",37
"77",38
"78",19
"79",12
"80",4
"81",6
"82",6
"83",5
"84",12
"85",102
"86",442
"87",1447
"88",1801
"89",2108
"90",1590
"91",542
"92",51
"93",9
"94",7
"95",14
"96",23
"97",23
"98",23
"99",26
"100",44
"101",66
"102",52
"103",18
"104",8
"105",4
"106",3
"107",2
"108",5
"109",9
"110",33
"111",144
"112",570
"113",2251
"114",3062
"115",945
"116",201
"117",60
"118",59
"119",373
"120",1236
"121",2190
"122",3618
"123",3680
"124",1095
"125",267
"126",97
"127",13
"128",7
"129",3
"130",6
"131",22
"132",33
"133",25
"134",24
"135",41
"136",46
"137",103
"138",72
"139",31
"140",5
"141",4
"142",1
"143",5
"144",0
"145",13
"146",25
"147",138
"148",239
"149",484
"150",831
"151",644
"152",237
"153",82
"154",211
"155",573
"156",899
"157",1403
"158",1500
"159",1008
"160",715
"161",283
"162",131
"163",26
"164",10
"165",3
"166",10
"167",20
"168",17
"169",9
"170",11
"171",52
"172",124
"173",232
"174",151
"175",57
"176",26
"177",18
"178",34
"179",113
"180",237
"181",485
"182",1008
"183",1910
"184",1511
"185",560
"186",207
"187",53
"188",10
"189",6
"190",7
"191",3
"192",4
"193",5
"194",30
"195",87
"196",68
"197",34
"198",55
"199",26
"200",16
"201",16
"202",21
"203",103
"204",464
"205",1296
"206",1493
"207",1130
"208",550
"209",255
"210",94
"211",52
"212",21
"213",19
"214",11
"215",11
"216",11
"217",35
"218",13
"219",12
"220",27
"221",68
"222",78
"223",112
"224",55
"225",37
"226",69
"227",395
"228",858
"229",1143
"230",895
"231",573
"232",381
"233",278
"234",144
"235",96
"236",39
"237",14
"238",21
"239",60
"240",83
"241",134
"242",87
"243",106
"244",153
"245",192
"246",153
"247",102
"248",29
"249",32
"250",22
"251",27
"252",91
"253",221
"254",327
"255",532
"256",410
"257",328
"258",163
"259",68
"260",26
"261",11
"262",17
"263",23
"264",56
"265",128
"266",173
"267",272
"268",353
"269",392
"270",324
"271",108
"272",68
"273",19
"274",44
"275",83
"276",125
"277",280
"278",320
"279",256
"280",260
"281",265
"282",162
"283",58
"284",20
"285",8
"286",4
"287",14
"288",10
"289",45
"290",27
"291",69
"292",134
"293",240
"294",236
"295",134
"296",90
"297",34
"298",61
"299",107
"300",277
"301",413
"302",332
"303",413
"304",348
"305",171
"306",88
"307",17
"308",3
"309",9
"310",5
"311",10
"312",20
"313",109
"314",47
"315",142
"316",144
"317",107
"318",83
"319",81
"320",41
"321",7
"322",10
"323",32
"324",141
"325",225
"326",287
"327",257
"328",154
"329",130
"330",73
"331",20
"332",6
"333",5
"334",7
"335",2
"336",4
"337",9
"338",7
"339",14
"340",12
"341",9
"342",9
"343",7
"344",7
"345",5
"346",5
"347",3
"348",5
"349",7
"350",0
"351",4
"352",5
"353",9
"354",6
"355",13
"356",1
"357",6
"358",3
"359",1
"360",1
"361",1
"362",1
"363",2
"364",11
"365",1
"366",25
"367",3
"368",10
"369",0
"370",0
"371",7
"372",16
"373",9
"374",12
"375",0
"376",394
"377",167
"378",115
"379",22
"380",3
"381",0
"382",0
"383",8
"384",4
"385",2
"386",3
"387",0
"388",0
"389",7
"390",2
"391",1
"392",0
"393",0
"394",0
"395",1
"396",1
"397",0
"398",0
"399",1
"400",1
"401",0
"402",0
