"","value"
"1",276986
"2",260633
"3",291551
"4",275383
"5",275302
"6",231693
"7",238829
"8",274215
"9",277808
"10",299060
"11",286629
"12",232313
"13",294053
"14",267510
"15",309739
"16",280733
"17",287298
"18",235672
"19",256449
"20",288997
"21",290789
"22",321898
"23",291834
"24",241380
"25",295469
"26",258200
"27",306102
"28",281480
"29",283101
"30",237414
"31",274834
"32",299340
"33",300383
"34",340862
"35",318794
"36",265740
"37",322656
"38",281563
"39",323461
"40",312579
"41",310784
"42",262785
"43",273754
"44",320036
"45",310336
"46",342206
"47",320052
"48",265582
"49",326988
"50",300713
"51",346414
"52",317325
"53",326208
"54",270657
"55",278158
"56",324584
"57",321801
"58",343542
"59",354040
"60",278179
"61",330246
"62",307344
"63",375874
"64",335309
"65",339271
"66",280264
"67",293689
"68",341161
"69",345097
"70",368712
"71",369403
"72",288384
"73",340981
"74",319072
"75",374214
"76",344529
"77",337271
"78",281016
"79",282224
"80",320984
"81",325426
"82",366276
"83",380296
"84",300727
"85",359326
"86",327610
"87",383563
"88",352405
"89",329351
"90",294486
"91",333454
"92",334339
"93",358000
"94",396057
"95",386976
"96",307155
"97",363909
"98",344700
"99",397561
"100",376791
"101",337085
"102",299252
"103",323136
"104",329091
"105",346991
"106",461999
"107",436533
"108",360372
"109",415467
"110",382110
"111",432197
"112",424254
"113",386728
"114",354508
"115",375765
"116",367986
"117",402378
"118",426516
"119",433313
"120",338461
"121",416834
"122",381099
"123",445673
"124",412408
"125",393997
"126",348241
"127",380134
"128",373688
"129",393588
"130",434192
"131",430731
"132",344468
"133",411891
"134",370497
"135",437305
"136",411270
"137",385495
"138",341273
"139",384217
"140",373223
"141",415771
"142",448634
"143",454341
"144",350297
"145",419104
"146",398027
"147",456059
"148",430052
"149",399757
"150",362731
"151",384896
"152",385349
"153",432289
"154",468891
"155",442702
"156",370178
"157",439400
"158",393900
"159",468700
"160",438800
"161",430100
"162",366300
"163",391000
"164",380900
"165",431400
"166",465400
"167",471500
"168",387500
"169",446400
"170",421500
"171",504800
"172",492071
"173",421253
"174",396682
"175",428000
"176",421900
"177",465600
"178",525793
"179",499855
"180",435287
"181",479499
"182",473027
"183",554410
"184",489574
"185",462157
"186",420331
"187",7673
"188",7472
"189",8339
"190",7805
"191",7889
"192",6619
"193",6969
"194",8186
"195",8220
"196",9074
"197",8954
"198",7138
"199",8906
"200",8490
"201",9781
"202",8789
"203",9162
"204",7430
"205",8293
"206",9653
"207",9674
"208",10841
"209",9845
"210",7935
"211",9849
"212",8977
"213",10523
"214",9536
"215",9685
"216",8067
"217",10135
"218",11074
"219",11150
"220",12616
"221",12156
"222",9903
"223",11833
"224",11135
"225",12585
"226",11882
"227",11856
"228",9966
"229",10803
"230",12875
"231",12517
"232",13770
"233",13065
"234",10549
"235",12906
"236",12928
"237",14394
"238",12723
"239",13301
"240",10953
"241",11911
"242",14068
"243",14382
"244",14932
"245",15727
"246",11998
"247",14274
"248",14247
"249",17441
"250",15114
"251",15318
"252",12638
"253",13959
"254",16649
"255",16734
"256",17602
"257",18296
"258",13566
"259",15787
"260",16139
"261",18600
"262",17269
"263",17015
"264",13907
"265",15238
"266",17763
"267",18020
"268",19422
"269",21788
"270",16194
"271",19189
"272",19494
"273",22044
"274",19951
"275",19164
"276",16854
"277",19952
"278",20352
"279",21811
"280",24951
"281",25847
"282",19385
"283",22601
"284",24076
"285",26910
"286",24931
"287",23303
"288",20330
"289",22333
"290",23706
"291",24298
"292",31691
"293",32155
"294",25392
"295",28601
"296",28738
"297",30935
"298",31401
"299",29105
"300",26275
"301",28943
"302",28915
"303",31002
"304",33422
"305",35938
"306",25771
"307",31212
"308",31713
"309",36241
"310",31960
"311",32139
"312",28084
"313",31089
"314",31883
"315",31978
"316",36576
"317",38079
"318",28077
"319",32929
"320",30708
"321",35408
"322",33680
"323",31563
"324",27887
"325",32217
"326",32279
"327",35253
"328",37200
"329",39617
"330",28386
"331",33942
"332",33743
"333",38261
"334",34635
"335",32745
"336",29523
"337",32016
"338",33235
"339",36716
"340",38595
"341",38144
"342",29759
"343",35566
"344",33206
"345",38860
"346",34834
"347",37184
"348",29739
"349",32217
"350",32086
"351",36327
"352",38384
"353",40786
"354",31331
"355",36228
"356",35103
"357",44123
"358",39317
"359",34095
"360",32434
"361",36323
"362",36831
"363",40515
"364",46002
"365",43871
"366",37198
"367",40722
"368",41991
"369",49186
"370",42303
"371",40750
"372",37582
