"","value"
"1",3.65
"2",4.27
"3",6.13
"4",4.13
"5",4.14
"6",4.12
"7",4.13
"8",5.35
"9",3.38
"10",3.82
"11",4.07
"12",6.47
"13",5.1
"14",3.79
"15",3.91
"16",3.07
"17",4.51
"18",3.41
"19",3.25
"20",4.24
"21",4.37
"22",2.32
"23",4.46
"24",3.66
"25",2.73
"26",1.76
"27",5.25
"28",3.42
"29",4.21
"30",2.54
"31",5.48
"32",3.77
"33",4.09
"34",3.66
"35",3.59
"36",2.68
"37",3.62
"38",3.86
"39",5.61
"40",5.07
"41",3.26
"42",1.23
"43",6.26
"44",2.58
"45",3.82
"46",3.41
"47",5.09
"48",4.49
"49",2.87
"50",3
"51",4.72
"52",3.33
"53",3.3
"54",5.57
"55",4.52
"56",7.19
"57",3.72
"58",4.98
"59",4.27
"60",3.44
"61",1.19
"62",3.64
"63",2.72
"64",4.77
"65",4.02
"66",2.55
"67",3.69
"68",3.18
"69",4.31
"70",3.25
"71",3.02
"72",3.27
"73",2.43
"74",2.88
