"","value"
"1",4.04
"2",2.28
"3",5.7
"4",2.12
"5",3.94
"6",2.24
"7",3.63
"8",2.72
"9",3.18
"10",2.1
"11",3.45
"12",2.14
"13",4.25
"14",1.65
"15",3.89
"16",1.37
"17",4.09
"18",1.9
"19",2.99
"20",2.04
"21",3.7
"22",1.23
"23",3.91
"24",1.51
"25",2.85
"26",0.87
"27",5.19
"28",0.7
"29",3.73
"30",1.01
"31",4.66
"32",1.3
"33",4.3
"34",1.18
"35",3.67
"36",1
"37",3.44
"38",1.05
"39",4.43
"40",1.51
"41",3.11
"42",0.85
"43",4.76
"44",0.96
"45",3.94
"46",1.27
"47",4.93
"48",1.6
"49",2.96
"50",1.52
"51",5.04
"52",0.65
"53",3.27
"54",3.4
"55",3.2
"56",1.63
"57",3.62
"58",1.43
"59",3.83
"60",1.47
"61",0.94
"62",0.88
"63",2.46
"64",2.36
"65",3.76
"66",0.95
"67",3.08
"68",1.1
"69",2.55
"70",1.09
"71",2.9
"72",0.87
"73",1.3
"74",0.95
