"","value"
"1",55
"2",56
"3",48
"4",46
"5",56
"6",46
"7",59
"8",60
"9",53
"10",58
"11",73
"12",69
"13",72
"14",51
"15",72
"16",69
"17",68
"18",69
"19",79
"20",77
"21",53
"22",63
"23",80
"24",65
"25",78
"26",64
"27",72
"28",77
"29",82
"30",77
"31",35
"32",79
"33",71
"34",73
"35",77
"36",76
"37",83
"38",73
"39",78
"40",91
"41",70
"42",88
"43",88
"44",85
"45",77
"46",63
"47",91
"48",94
"49",72
"50",83
"51",88
"52",78
"53",84
"54",78
"55",75
"56",75
"57",86
"58",79
"59",76
"60",87
"61",66
"62",73
"63",62
"64",27
"65",52
"66",47
"67",65
"68",59
"69",77
"70",47
"71",51
"72",47
"73",49
"74",54
"75",58
"76",56
"77",50
"78",54
"79",45
"80",66
"81",39
"82",51
"83",39
"84",27
"85",39
"86",37
"87",43
"88",41
"89",27
"90",29
"91",27
"92",26
"93",29
"94",31
"95",28
"96",38
"97",37
"98",26
"99",31
"100",45
"101",38
"102",33
"103",33
"104",25
"105",24
"106",29
"107",37
"108",35
"109",32
"110",31
"111",28
"112",40
"113",31
"114",37
"115",34
"116",43
"117",38
"118",33
"119",28
"120",35
