"","value"
"1",22577
"2",22792
"3",23932
"4",22321
"5",21102
"6",22824
"7",23129
"8",23604
"9",24746
"10",26911
"11",27909
"12",28922
"13",29800
"14",30506
"15",30771
"16",31976
"17",33749
"18",34371
"19",33246
"20",35072
"21",35762
"22",36179
"23",37433
"24",38298
"25",37559
"26",37511
"27",39364
"28",40084
"29",42712
"30",41938
"31",40799
"32",38568
"33",41134
"34",43955
"35",43607
"36",45082
"37",46464
"38",46496
"39",46774
"40",47890
"41",45740
"42",42660
"43",39190
"44",39010
"45",41150
"46",42530
"47",44710
"48",46620
"49",44560
"50",46120
"51",48060
"52",51970
"53",57720
"54",63490
"55",65370
"56",64260
"57",58700
"58",58630
"59",59803
"60",59266
"61",60570
"62",63062
"63",63846
"64",64726
"65",63460
"66",65220
"67",66659
"68",66871
"69",65672
"70",67182
"71",68292
"72",68318
"73",69530
"74",70500
"75",72044
"76",73811
"77",76018
"78",77818
"79",79455
"80",81408
"81",81815
