"","value"
"1",1.7
"2",1.5
"3",3.26
"4",2.3
"5",2.44
"6",3.07
"7",2.72
"8",2.31
"9",1.76
"10",2.41
"11",2.18
"12",3.91
"13",3.07
"14",2.65
"15",2.01
"16",1.6
"17",3.07
"18",1.95
"19",2.65
"20",1.8
"21",2.18
"22",1.61
"23",2.51
"24",1.86
"25",1.56
"26",1.25
"27",2.29
"28",1.23
"29",2.14
"30",1.86
"31",2.45
"32",2.48
"33",2.62
"34",1.89
"35",2.15
"36",2.05
"37",1.76
"38",1.7
"39",2.72
"40",2.47
"41",1.71
"42",0.92
"43",3.19
"44",1.54
"45",2.18
"46",1.41
"47",1.78
"48",1.99
"49",1.59
"50",1.6
"51",2.2
"52",1.16
"53",1.22
"54",2.11
"55",2.47
"56",2.74
"57",1.99
"58",1.34
"59",1.9
"60",1.8
"61",0.29
"62",1.26
"63",1.2
"64",2.46
"65",1.32
"66",1.41
"67",2.04
"68",1.77
"69",1.36
"70",1.34
"71",0.78
"72",1.02
"73",0.77
"74",1.47
