"","value"
"1",0.646
"2",0.69
"3",0.949
"4",1.057
"5",0.885
"6",0.864
"7",0.777
"8",0.628
"9",0.693
"10",0.931
"11",0.931
"12",1.085
"13",0.934
"14",0.609
"15",0.152
"16",0.696
"17",0.391
"18",0.368
"19",0.675
"20",0.588
"21",0.675
"22",0.545
"23",0.588
"24",0.742
"25",0.745
"26",0.876
"27",0.702
"28",0.925
"29",0.838
"30",0.765
"31",0.588
"32",0.882
"33",1.179
"34",1.276
"35",1.128
"36",0.788
"37",0.774
"38",0.734
"39",0.824
"40",0.803
"41",0.812
"42",0.696
"43",0.823
"44",0.663
"45",0.724
"46",1.283
"47",1.231
"48",0.821
"49",1.149
"50",0.98
"51",0.905
"52",1.07
"53",0.963
"54",0.704
"55",0.795
"56",1.045
"57",1.027
"58",1.106
"59",0.883
"60",0.98
"61",0.826
"62",1.063
"63",1.033
"64",0.938
"65",1.037
"66",0.87
"67",0.867
"68",1.083
"69",0.932
"70",1.036
"71",0.893
"72",1.033
"73",1.061
"74",1.103
"75",1.293
"76",1.025
"77",0.875
"78",1.191
"79",1.249
"80",1.079
"81",1.198
"82",0.932
"83",1.213
"84",1.006
"85",0.905
"86",0.96
"87",0.926
"88",0.869
"89",1.174
"90",0.824
"91",1.03
"92",1.068
"93",1.135
"94",1.159
"95",1.047
"96",1.083
"97",1.232
"98",1.082
"99",0.969
"100",0.949
"101",1.009
"102",1.22
"103",0.974
"104",1.213
"105",1.345
"106",1.21
"107",0.987
"108",1.344
"109",1.18
"110",1.219
"111",1.225
"112",1.256
"113",1.06
"114",1.1
"115",1.423
"116",0.972
"117",0.842
"118",0.907
"119",0.966
"120",0.606
"121",0.958
"122",0.765
"123",0.478
"124",0.628
"125",0.806
"126",1.037
"127",0.689
"128",0.535
"129",0.76
"130",1.046
"131",0.406
"132",0.559
"133",0.728
"134",0.74
"135",0.866
"136",0.89
"137",1.042
"138",0.83
"139",0.809
"140",0.981
"141",0.85
"142",0.872
"143",1.121
"144",0.935
"145",0.964
"146",1.001
"147",0.816
"148",0.708
"149",0.908
"150",0.934
"151",0.972
"152",1.187
"153",0.923
"154",0.82
"155",1.131
"156",1.252
"157",0.937
"158",1.14
"159",0.995
"160",1.052
"161",0.901
"162",1.053
"163",0.948
"164",1.094
"165",1.365
"166",0.867
"167",1.195
"168",1.134
"169",0.932
"170",0.831
"171",0.731
"172",0.652
"173",0.646
"174",0.914
"175",1.127
"176",0.63
"177",0.852
"178",1.092
"179",1.201
"180",1.035
"181",1.151
"182",1.003
"183",1.088
"184",1.13
"185",1.143
"186",1.074
"187",1.024
