"","value"
"1",3.896
"2",4.346
"3",4.318
"4",4.536
"5",4.454
"6",4.554
"7",4.058
"8",4.342
"9",4.693
"10",4.389
"11",4.289
"12",3.997
"13",4.353
"14",4.609
"15",4.794
"16",4.975
"17",4.859
"18",5.027
"19",4.382
"20",4.798
"21",5.076
"22",4.979
"23",4.845
"24",4.74
"25",4.885
"26",5.579
"27",5.741
"28",5.91
"29",5.784
"30",5.962
"31",5.152
"32",5.536
"33",5.769
"34",5.643
"35",5.61
"36",5.463
"37",5.685
"38",6.452
"39",6.729
"40",7.094
"41",6.987
"42",7.158
"43",6.58
"44",7.026
"45",7.556
"46",7.201
"47",6.791
"48",6.118
"49",6.702
"50",7.376
"51",7.609
"52",7.829
"53",7.558
"54",7.62
"55",6.923
"56",7.607
"57",8.003
"58",7.838
"59",7.375
"60",7.282
"61",7.615
"62",8.53
"63",9.107
"64",9.358
"65",8.882
"66",9.011
"67",8.003
"68",8.621
"69",9.324
"70",8.9
"71",8.65
"72",8.141
"73",8.314
"74",9.509
"75",10.264
"76",10.105
"77",9.844
"78",9.93
"79",8.669
"80",9.465
"81",10.055
"82",9.4
"83",9.175
"84",9.161
"85",9.366
"86",10.309
"87",11.01
"88",11.434
"89",10.841
"90",11.161
"91",9.605
"92",10.241
"93",10.914
"94",10.704
"95",10.435
"96",10.425
"97",11.117
"98",11.701
"99",13.268
"100",12.37
"101",12.952
"102",13.059
"103",11.54
"104",11.954
"105",12.84
"106",12.429
"107",12.205
"108",12.241
"109",12.948
"110",13.641
"111",14.682
"112",13.982
"113",13.213
"114",13.338
"115",11.83
"116",12.802
"117",14.276
"118",13.986
"119",13.362
"120",14.457
"121",14.415
"122",15.125
"123",16.638
"124",15.765
"125",15.565
"126",16.14
"127",14.063
"128",14.738
"129",15.743
"130",14.31
"131",13.822
"132",14.133
"133",13.833
"134",14.861
"135",15.806
"136",15.132
"137",15.237
"138",15.514
"139",13.098
"140",14.102
"141",14.948
"142",13.269
"143",13.284
"144",13.719
"145",13.516
"146",14.64
"147",15.59
"148",14.763
"149",15.501
"150",16.344
"151",13.935
"152",15.188
"153",16.894
"154",15.551
"155",15.36
"156",15.927
"157",15.563
"158",16.485
"159",17.592
"160",17.036
"161",17.091
"162",17.861
"163",15.408
"164",16.329
"165",17.277
"166",15.855
"167",15.434
"168",16.299
"169",15.911
"170",16.618
"171",17.756
"172",17.138
"173",16.739
"174",17.663
"175",14.98
"176",15.933
"177",17.163
"178",15.903
"179",15.314
"180",16.194
"181",16.246
"182",16.943
"183",17.069
"184",17.32
"185",16.421
"186",16.979
"187",14.749
"188",16.141
"189",17.461
"190",15.934
"191",15.581
"192",16.246
"193",16.394
"194",17.353
"195",17.887
"196",17.784
"197",17.959
"198",18.705
"199",16.474
"200",17.652
"201",19.064
"202",17.78
"203",17.6
"204",18.053
"205",19.957
"206",20.942
"207",22.343
"208",22.053
"209",21.286
"210",22.504
"211",20.243
"212",21.897
"213",22.816
"214",21.879
"215",21.676
"216",22.102
"217",22.459
"218",23.136
"219",23.686
"220",23.971
"221",23.244
"222",24.264
"223",21.819
"224",22.661
"225",23.602
"226",22.187
"227",21.805
"228",22.353
"229",22.131
"230",23.19
"231",24.548
"232",24.252
"233",23.506
"234",24.736
"235",22.049
"236",24.493
"237",25.487
"238",24.26
"239",23.929
"240",23.031
"241",23.701
"242",24.205
"243",24.2
"244",24.971
"245",24.56
"246",24.992
"247",22.566
"248",24.037
"249",25.047
"250",24.115
"251",23.034
"252",22.59
"253",49.78
"254",47.029
"255",56.92
"256",54.336
"257",50.442
"258",49.298
"259",39.537
"260",56.185
"261",54.449
"262",11.857
"263",26.327
"264",56.032
"265",49.68
"266",49.112
"267",54.438
"268",49.814
"269",52.879
"270",50.083
"271",40.964
"272",52.169
"273",49.374
"274",51.671
"275",50.297
"276",44.904
"277",49.379
"278",45.893
"279",50.547
"280",46.999
"281",51.42
"282",46.613
"283",43.801
"284",55.874
"285",48.338
"286",54.38
"287",49.825
"288",48.668
"289",53.53
"290",49.851
"291",51.027
"292",54.181
"293",57.448
"294",47.884
"295",49.206
"296",51.604
"297",52.472
"298",60.293
"299",33.524
"300",39.98
"301",55.167
"302",51.808
"303",52.603
"304",53.776
"305",55.921
"306",56.786
"307",45.96
"308",51.76
"309",56.066
"310",60.396
"311",53.976
"312",54.819
"313",52.568
"314",53.773
"315",60.918
"316",59.145
"317",57.934
"318",59.68
"319",44.318
"320",53.622
"321",60.634
"322",58.999
"323",58.78
"324",58.414
"325",44.679
"326",49.26
"327",66.776
"328",60.549
"329",62.499
"330",63.095
"331",49.584
"332",57.751
"333",69.51
"334",67.66
"335",68.979
"336",31.002
"337",23.115
"338",23.52
"339",38.765
"340",59.53
"341",68.76
"342",65.565
"343",53.64
"344",64.395
"345",57.775
"346",69.86
"347",69.245
"348",59.63
"349",57.451
"350",54.525
"351",66.379
"352",63.531
"353",69.058
"354",70.287
"355",53.252
"356",71.181
"357",64.189
"358",78.07
"359",68.037
"360",60.339
"361",69.105
"362",65.18
"363",70.473
"364",69.135
"365",70.531
"366",70.83
"367",60.656
"368",67.89
"369",68.344
"370",71.723
"371",68.13
"372",71.647
"373",65.622
"374",70.446
"375",77.718
"376",35.816
"377",37.829
"378",61.083
"379",73.51
"380",78.248
"381",81.303
"382",84.784
"383",76.027
"384",75.966
"385",66.443
"386",70.344
"387",82.932
"388",73.155
"389",70.656
"390",71.231
"391",59.868
"392",72.091
"393",67.203
"394",70.068
"395",63.043
"396",62.177
"397",62.454
"398",60.394
"399",68.553
"400",61.552
"401",62.916
"402",61.445
"403",54.904
"404",72.891
"405",69.927
"406",71.34
"407",68.272
"408",63.354
"409",67.622
"410",73.408
"411",81.232
"412",72.511
"413",80.676
"414",76.094
"415",74.381
"416",90.365
"417",78.538
"418",69.419
"419",64.039
"420",63.475
"421",67.921
"422",66.897
"423",77.347
"424",76.241
"425",77.979
"426",72.731
"427",68.821
"428",79.212
"429",73.596
"430",79.711
"431",68.881
"432",69.593
"433",77.804
"434",72.209
"435",77.078
"436",74.333
"437",72.568
"438",72.071
"439",67.253
"440",75.912
"441",74.407
"442",79.412
"443",69.774
"444",73.201
"445",74.473
"446",71.447
"447",75.609
"448",70.768
"449",70.436
"450",76.78
"451",69.427
"452",80.348
"453",82.118
"454",85.63
"455",78.919
"456",79.246
"457",75.364
"458",76.778
"459",83.964
"460",75.351
"461",73.979
"462",76.448
"463",69.198
"464",88.206
"465",83.272
"466",80.853
"467",82.973
"468",80.324
"469",81.969
"470",75.04
"471",88.981
"472",77.145
"473",82.486
"474",78.544
"475",66.269
"476",90.824
"477",84.618
"478",89.574
"479",86.965
"480",72.554
"481",90.276
"482",81.756
"483",91.292
"484",82.88
"485",86.2
"486",84.276
"487",79.535
"488",91.515
"489",82.813
"490",93.078
"491",86.461
"492",75.487
"493",85.81
"494",82.592
"495",85.012
"496",79.324
"497",79.917
"498",76.896
"499",79.72
"500",88.818
"501",81.504
"502",90.23
"503",81.644
"504",79.244
"505",2.154
"506",2.25
"507",2.165
"508",2.223
"509",2.19
"510",2.288
"511",2.25
"512",2.251
"513",2.281
"514",2.32
"515",2.285
"516",2.279
"517",2.319
"518",2.396
"519",2.397
"520",2.462
"521",2.368
"522",2.505
"523",2.49
"524",2.553
"525",2.611
"526",2.528
"527",2.618
"528",2.685
"529",2.649
"530",2.723
"531",2.675
"532",2.723
"533",2.781
"534",2.953
"535",2.919
"536",3.017
"537",3.121
"538",3.135
"539",3.425
"540",3.694
"541",3.742
"542",4.173
"543",4.374
"544",4.499
"545",4.725
"546",4.983
"547",5.068
"548",5.104
