"","value"
"1",16.26
"2",29.46
"3",18.03
"4",24.13
"5",22.35
"6",22.1
"7",12.95
"8",13.72
"9",10.41
"10",105.66
"11",79.76
"12",20.07
"13",22.1
"14",0
"15",29.72
"16",13.21
"17",20.07
"18",1.27
"19",8.13
"20",10.41
"21",52.83
"22",90.42
"23",56.13
"24",50.8
"25",46.23
"26",25.91
"27",5.84
"28",3.05
"29",11.18
"30",14.99
"31",18.29
"32",16.51
"33",7.11
"34",46.48
"35",102.36
"36",34.54
"37",13.72
"38",17.27
"39",23.62
"40",33.27
"41",23.62
"42",9.65
"43",14.22
"44",30.23
"45",5.84
"46",33.27
"47",93.47
"48",69.09
"49",7.62
"50",28.45
"51",25.15
"52",25.15
"53",23.88
"54",7.37
"55",10.67
"56",19.3
"57",14.73
"58",42.16
"59",65.79
"60",71.63
"61",9.4
"62",12.95
"63",11.43
"64",16
"65",22.86
"66",24.64
"67",2.29
"68",35.05
"69",39.12
"70",39.12
"71",40.39
"72",59.94
"73",33.53
"74",2.79
"75",14.73
"76",10.41
"77",20.32
"78",26.42
"79",9.91
"80",2.29
"81",48.01
"82",56.13
"83",40.39
"84",78.23
"85",2.29
"86",3.3
"87",22.61
"88",31.5
"89",18.54
"90",31.5
"91",16.76
"92",3.3
"93",4.83
"94",50.04
"95",48.77
"96",55.37
"97",32.51
"98",21.08
"99",13.72
"100",14.73
"101",43.43
"102",12.95
"103",14.22
"104",27.69
"105",34.29
"106",60.96
"107",70.1
"108",70.36
"109",11.43
"110",43.69
"111",44.7
"112",35.56
"113",29.72
"114",40.64
"115",47.24
"116",45.72
"117",28.96
"118",64.77
"119",72.14
"120",97.54
"121",42.42
"122",19.3
"123",28.96
"124",12.95
"125",14.22
"126",4.06
"127",19.81
"128",0.51
"129",4.06
"130",43.18
"131",82.8
"132",41.4
"133",26.92
"134",0.51
"135",30.48
"136",20.83
"137",5.08
"138",21.84
"139",5.08
"140",10.41
"141",44.7
"142",58.93
"143",67.56
"144",43.94
"145",11.43
"146",6.1
"147",21.84
"148",11.68
"149",13.46
"150",10.16
"151",5.33
"152",9.4
"153",5.84
"154",67.06
"155",85.09
"156",71.37
"157",34.04
"158",28.96
"159",18.54
"160",23.37
"161",2.29
"162",18.54
"163",3.81
"164",0.51
"165",1.52
"166",38.35
"167",65.53
"168",10.92
"169",30.99
"170",0.25
"171",16.26
"172",34.8
"173",1.78
"174",10.67
"175",6.6
"176",4.06
"177",6.6
"178",64.52
"179",96.52
"180",45.97
"181",20.83
"182",18.03
